"","T_MAPCODE","1750","1990","2014","2018","2020","2022","pnat_1990","pnat_2014","pnat_2018","pnat_2020","pnat_2022","ARD9022","ARD9014","ARD1422","ARD1822","ROD9022","ROD9014","ROD1422","ROD1822","nat_2040_ard9022","nat_2040_ard9014","nat_2040_ard1422","nat_2040_ard1822","pred2040lm","pred2040poly","pred2040spline","prclost50_9022","prclost50_9014","prclost50_1422","prclost50_1822","prclost50_lm","prclost50_poly","prclost50_spline","A2b_9022","A2b_9014","A2b_1422","A2b_1822","A2b_lm","A2b_poly","A2b_spline"
"198","FRs5",1236.5136,1202.46,1201.8516,1199.5956,1199.3404,1199.1376,0.97245998750034,0.971967958945215,0.97014347436211,0.9699370876309,0.969773078112525,0.103825000000001,0.0253500000000031,0.339249999999993,0.114500000000021,0.00863438284849396,0.00210817823461929,0.0282272786423875,0.00952696655727054,1197.26875,1201.1925,1185.4975,1196.735,1197.75020186916,1188.39931897833,1197.05444681529,0,0,1,0,0,1,0,"LC","LC","LC","LC","LC","LC","LC"
"199","FRs6",2095.8456,1840.392,1825.8288,1811.7352,1810.7776,1809.988,0.878114303839939,0.871165700374111,0.864441159215164,0.863984255328732,0.863607510018868,0.950125,0.606800000000002,1.98009999999999,0.436800000000005,0.0516262296293398,0.0329712365626455,0.108449379262721,0.0239233820827016,1792.88575,1810.052,1741.387,1818.552,1793.55194018692,1754.26266691583,1800.66582292994,3,2,5,1,3,5,2,"LC","LC","LC","LC","LC","LC","LC"
"200","FRs7",1607.8492,1342.7576,1320.1652,1295.5628,1294.2568,1293.4608,0.835126577791002,0.821075260043044,0.805773825057723,0.804961559827874,0.804466488523924,1.540525,0.94135,3.33804999999998,0.525499999999965,0.114728451360096,0.0701057286884841,0.252850931080442,0.0398056243264074,1265.73135,1295.6901,1175.8551,1316.4826,1266.53170841121,1198.18296423398,1282.78475636943,6,4,12,2,6,11,4,"LC","LC","LC","LC","LC","LC","LC"
"201","FRs8",1049.7592,677.6008,636.6988,618.6968,617.2852,616.4812,0.645482125805613,0.606518904525914,0.589370209853841,0.588025520519373,0.587259630589568,1.9099875,1.70425,2.52720000000001,0.553900000000027,0.281875036156983,0.251512394908625,0.396922375226717,0.0869956092268475,582.101425,592.3883,551.2408,649.905799999999,579.653379439251,558.803879844953,607.467530891719,14,13,19,4,14,18,10,"LC","LC","LC","LC","LC","LC","LC"
"202","FRs9",4963.7544,805.8872,616.038,498.2292,489.5764,486.2376,0.162354366283715,0.124107268482099,0.100373459250925,0.0986302626092862,0.0979576265900666,9.98905,7.91038333333333,16.22505,2.9979,1.23950969813145,0.98157450984869,2.63377421522698,0.486642057795136,306.4347,410.368033333333,0,655.9922,299.334964485977,70.1170168755837,447.278456369427,62,49,100,19,63,91,44,"EN","VU","CR","LC","EN","CR","VU"
"203","FS1",354.2776,269.7356,248.5536,236.9268,236.1392,235.792,0.761367921652399,0.701578649059382,0.668760316768545,0.666537201335902,0.665557178890226,1.0607375,0.882583333333333,1.5952,0.283699999999996,0.393250835262383,0.327203132746783,0.641793158497804,0.114140370527724,216.698725,225.606433333333,189.9756,255.5506,215.631801869158,196.49867571533,231.569525796178,20,16,30,5,20,27,14,"LC","LC","VU","LC","LC","LC","LC"
"204","FS10",322.876,311.78,309.2904,306.1472,306.0088,305.542,0.965633865632627,0.957923165549623,0.948188158921691,0.94775951139137,0.946313755125807,0.1949375,0.103733333333333,0.46855,0.151300000000006,0.0625240554236962,0.0332713237966942,0.151491931207694,0.0489184274714011,302.033125,306.593333333333,288.3525,304.215,302.541657943925,292.0452739706,299.954750318471,3,2,8,2,3,6,4,"LC","LC","LC","LC","LC","LC","LC"
"205","FS11",39.6004,39.5996,39.5996,39.51,39.4644,39.448,0.999979798183857,0.999979798183857,0.99771719477581,0.996565691255644,0.996151554024707,0.00473750000000006,0,0.0189500000000002,0.0154999999999994,0.0119635046818656,0,0.0478540187274625,0.0391418095132259,39.362725,39.5996,38.6521,38.8246,39.4117514018691,38.8043606612579,39.3680662420382,1,0,2,2,0,2,1,"LC","LC","LC","LC","LC","LC","LC"
"206","FS12",119.0592,98.6836,94.8068,91.7228,91.3728,91.0064,0.82886160834274,0.796299655969467,0.770396575821104,0.767456861796484,0.764379401171854,0.2399125,0.161533333333333,0.47505,0.179100000000002,0.243112837391421,0.16368812379497,0.501071653088175,0.188910500090713,86.687975,90.6069333333333,74.9311,89.7285999999999,86.9998411214952,77.9004377734812,87.1569987261147,12,8,24,9,12,21,12,"LC","LC","LC","LC","LC","LC","LC"
"207","FS13",41.644,36.5936,35.8892,35.256,35.23,35.1444,0.878724426087792,0.861809624435693,0.846604552876765,0.845980213236,0.843924695034099,0.0452875000000001,0.02935,0.0931000000000006,0.0279000000000007,0.123757979537406,0.08020528179791,0.259409515954662,0.0777392641797552,34.329225,35.1261,31.9386,35.1986,34.3932635514019,32.5879421001508,34.1099187898089,6,4,13,4,6,11,7,"LC","LC","LC","LC","LC","LC","LC"
"208","FS14",96.9252,90.4544,85.8384,85.1672,85.0996,84.9324,0.933239240156327,0.885614886531057,0.878689958854869,0.877992513814777,0.876267472236322,0.1725625,0.192333333333334,0.113249999999999,0.0586999999999982,0.190772919835851,0.212630157663236,0.13193395962646,0.0683843128483269,81.826275,80.8377333333333,84.7919000000001,87.5194000000001,81.4371308411214,84.1551730760336,83.0873732484077,10,11,6,3,10,7,8,"LC","LC","LC","LC","LC","LC","LC"
"209","FS2",298.8244,96.7788,85.3932,78.9872,78.6932,78.3044,0.323865119448077,0.285763813129048,0.264326474009485,0.263342618608119,0.262041520036516,0.577325,0.4744,0.886099999999999,0.1707,0.596540771325952,0.49019000028932,1.03767044682715,0.199898820983404,67.91255,73.0588,52.4738000000001,88.2438,67.4908990654203,56.5078537165694,73.3504732484076,30,25,46,9,30,42,24,"VU","LC","VU","LC","VU","VU","LC"
"210","FS3",1643.4048,681.9708,615.7756,587.502,583.5696,580.8488,0.414974326471482,0.374695023405067,0.357490741173447,0.355097904058696,0.353442316829061,3.1600625,2.75813333333333,4.36585000000001,1.66329999999999,0.463372112119757,0.404435693336626,0.709000161747235,0.270114632668133,523.967675,544.064133333333,463.6783,598.8058,522.173519626167,478.162470925187,554.867401273885,23,20,32,12,23,30,19,"LC","LC","VU","LC","LC","VU","LC"
"211","FS4",61.564,51.0856,50.4092,49.6488,49.5944,49.5296,0.829796634396725,0.818809693977,0.806458319797284,0.8055746865051,0.804522123318823,0.0486249999999999,0.0281833333333334,0.10995,0.0297999999999998,0.0951833784863052,0.0551688407953188,0.218114947271529,0.0591161930758668,48.65435,49.6764333333333,45.5881,49.5956,48.7294710280374,46.3680457774036,48.7819398089172,5,3,11,3,5,9,5,"LC","LC","LC","LC","LC","LC","LC"
"212","FS5",342.2724,305.9408,297.7072,294.3276,293.57,293.0008,0.893851797574096,0.869796103921905,0.859922097136667,0.857708655445195,0.856045652527052,0.404375,0.343066666666668,0.588299999999997,0.331699999999998,0.132174263779136,0.112134983848727,0.197610269419079,0.111418198820854,285.72205,288.787466666667,276.5258,289.3558,285.851863551402,278.695627208896,287.917964968153,7,6,10,5,7,9,6,"LC","LC","LC","LC","LC","LC","LC"
"213","FS6",394.2892,265.5116,222.0696,192.13,189.02,183.1524,0.673393032322468,0.563215020852714,0.487281924029367,0.479394312601005,0.464512849958863,2.573725,1.81008333333333,4.86465,2.2444,0.969345595446677,0.681734181607633,2.19059700202099,1.01067413099317,136.82535,175.007433333333,22.2790999999999,153.2916,141.178820560747,53.1960279637732,118.778425796178,48,34,92,42,47,80,55,"VU","VU","CR","VU","VU","CR","EN"
"214","FS7",46.8288,39.3972,38.3944,37.5808,37.5596,37.4948,0.84130278802788,0.819888615552822,0.802514691813585,0.802061978953123,0.800678215115484,0.05945,0.0417833333333334,0.11245,0.0215000000000014,0.150899048663357,0.106056606391656,0.292881253516138,0.0559977496718308,36.4247,37.3080333333333,33.7747,38.3221999999999,36.4417046728972,34.4811763915742,36.645130254777,8,5,14,3,8,12,7,"LC","LC","LC","LC","LC","LC","LC"
"215","FS9",27.99,14.8516,13.5296,12.4376,12.3868,12.3604,0.53060378706681,0.483372633083244,0.444358699535548,0.442543765630582,0.441600571632726,0.07785,0.0550833333333333,0.14615,0.0192999999999999,0.524185946295349,0.370891576216255,1.0802241012299,0.142650189214758,10.9591,12.0974333333333,7.5441,13.8866,10.9363738317757,8.39323472436792,11.9689449044586,26,19,49,6,26,43,19,"LC","LC","VU","LC","LC","VU","LC"
"216","Gd1",5026.9468,4397.3812,4294.7836,4241.9476,4226.5148,4202.9276,0.87476183356466,0.854352307846186,0.843841753009998,0.840771738423808,0.836079586121739,6.07667499999999,4.2749,11.482,9.75500000000011,0.138188497281063,0.097214678590976,0.267347579514832,0.227136007504548,4093.54745,4183.6362,3823.2812,3909.63119999999,4115.79527850467,3896.47769772334,3966.5571433121,7,5,13,11,6,11,10,"LC","LC","LC","LC","LC","LC","LC"
"217","Gd10",2830.788,2755.7328,2755.7328,2755.526,2755.4296,2753.284,0.973486110581223,0.973486110581223,0.973413056717776,0.973379002595744,0.972621051099553,0.0765250000000037,0,0.306100000000015,0.560499999999934,0.00277693831564525,0,0.011107753262581,0.0203394175226253,2751.90655,2755.7328,2740.4278,2727.7078,2754.11677570093,2744.80242931811,2729.15155477707,0,0,1,1,0,0,1,"LC","LC","LC","LC","LC","LC","LC"
"218","Gd2",158.3236,156.1032,154.554,153.9484,153.858,153.586,0.985975558918569,0.97619053634455,0.972365459097696,0.971794476628879,0.970076476280226,0.0786624999999992,0.0645499999999994,0.120999999999999,0.0905999999999949,0.0503913436752092,0.0413508499505451,0.078289788682272,0.0586202880546572,152.170075,152.8757,150.0532,151.5732,152.329100934579,150.723349517563,150.620972929936,3,2,4,3,2,3,4,"LC","LC","LC","LC","LC","LC","LC"
"219","Gd3",2966.1812,2479.3892,2437.634,2414.0252,2411.2724,2409.262,0.835885953292402,0.821808863194197,0.813849538254777,0.812921476273938,0.812243702441375,2.191475,1.7398,3.54649999999998,1.19079999999997,0.0883876964536264,0.0701705081235331,0.14548943770886,0.0488506478002837,2369.81545,2392.3992,2302.0642,2419.8492,2369.71989158878,2318.66877194002,2389.04249681529,4,4,7,2,4,6,4,"LC","LC","LC","LC","LC","LC","LC"
"220","Gd4",6647.026,6156.9512,6058.0144,6007.3948,5999.4244,5993.8588,0.926271568668454,0.911387197823508,0.903771822165281,0.902572729518434,0.901735422728902,5.09663750000001,4.12236666666668,8.01945000000001,3.38400000000001,0.0827785917809453,0.0669546750129623,0.13237753281009,0.0558598870283308,5902.119325,5950.83286666667,5755.9787,5987.7512,5902.876317757,5791.05626918416,5941.97347133758,4,3,7,3,4,6,3,"LC","LC","LC","LC","LC","LC","LC"
"221","Gd5",1237.522,1128.8028,1123.1604,1117.4256,1116.5988,1116.0928,0.912147662829428,0.907588228734519,0.902954129300328,0.902286019965706,0.901877138345823,0.397187500000001,0.235099999999998,0.883450000000011,0.333200000000033,0.0351866154123644,0.0208273756939651,0.0786575096486673,0.0296662880920689,1108.943425,1117.0478,1084.6303,1112.1428,1109.66266168224,1090.47653376874,1111.40523312102,2,1,4,1,2,3,2,"LC","LC","LC","LC","LC","LC","LC"
"222","Gd6",21.6172,21.5512,21.5488,21.548,21.548,21.5476,0.996946875636068,0.996835852931925,0.996798845363877,0.996798845363877,0.996780341579853,0.000112500000000071,0.000100000000000063,0.000150000000000095,0.0000999999999997669,0.00052201269534908,0.000464011284754737,0.000696094446094885,0.000464062964061883,21.545575,21.5462,21.5437,21.5462,21.5457140186916,21.544487639805,21.5428936305733,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"223","Gd7",1346.9464,1346.3916,1346.2224,1346.0288,1345.9808,1345.922,0.999588105361876,0.999462487891129,0.999318755371409,0.999283119209495,0.99923946491115,0.0146749999999969,0.00704999999999245,0.0375500000000102,0.0267000000000053,0.00108995035322538,0.000523621805126566,0.00278928652502069,0.00198332756905585,1345.65785,1346.0391,1344.5141,1345.0566,1345.73703925234,1344.80599812391,1345.34546401274,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"224","Gd8",20169.2884,17303.9932,17297.3804,17292.468,17291.8632,17291.3664,0.857937714847689,0.857609850033182,0.857366291613937,0.857336305429596,0.857311673921029,0.394587500000057,0.275533333333442,0.751749999999902,0.275400000000445,0.00228032625440501,0.00159231068891914,0.00434603380752326,0.00159214860072364,17284.263825,17290.2165333333,17266.4057,17290.2232,17284.6355663551,17270.8174723591,17286.3515101911,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
