"","T_MAPCODE","1750","1990","2014","2018","2020","2022","pnat_1990","pnat_2014","pnat_2018","pnat_2020","pnat_2022","ARD9022","ARD9014","ARD1422","ARD1822","ROD9022","ROD9014","ROD1422","ROD1822","nat_2040_ard9022","nat_2040_ard9014","nat_2040_ard1422","nat_2040_ard1822","pred2040lm","pred2040poly","pred2040spline","prclost50_9022","prclost50_9014","prclost50_1422","prclost50_1822","prclost50_lm","prclost50_poly","prclost50_spline","A2b_9022","A2b_9014","A2b_1422","A2b_1822","A2b_lm","A2b_poly","A2b_spline"
"238","Gh7",1571.9508,1336.1324,1312.8352,1292.1448,1287.8068,1286.1452,0.849983599995623,0.835163034364689,0.822000790355525,0.819241162000745,0.818184131462639,1.5621,0.970716666666666,3.33625000000001,1.49990000000003,0.116912066498799,0.0726512332660046,0.254125574938881,0.114248917152741,1258.0274,1287.59656666667,1169.3199,1261.1374,1260.73059439252,1189.42199383517,1274.82978757962,6,4,12,6,6,11,5,"LC","LC","LC","LC","LC","LC","LC"
"239","Gh8",80.4668,70.7332,69.058,66.4928,66.2432,66.1308,0.879035825955549,0.858217302042582,0.826338315926568,0.823236415515467,0.821839566131622,0.143825,0.0697999999999996,0.365900000000002,0.0905000000000022,0.203334502044302,0.0986806761181448,0.529844478554261,0.131049262938403,63.54195,67.2432,52.4381999999999,66.2081999999999,63.8100654205608,55.121185509311,64.9943866242037,10,5,26,6,10,22,8,"LC","LC","LC","LC","LC","LC","LC"
"240","Gh9",7074.3048,5532.5328,5409.5324,5344.7948,5322.0924,5306.9972,0.782060281032844,0.764673357020184,0.755522267007777,0.752313131885412,0.750179325041239,7.0479875,5.12501666666666,12.8169,9.44939999999997,0.127391698427888,0.0926341849553366,0.236931754027391,0.174680532461548,5180.133425,5276.28196666667,4891.6878,5060.0628,5195.95412523364,4957.30303277982,5184.50689140126,6,5,12,9,6,10,6,"LC","LC","LC","LC","LC","LC","LC"
"241","Gm1",4268.0984,2955.0616,2869.5492,2828.2592,2819.8516,2813.2064,0.692360232369525,0.672324986696652,0.662650889210989,0.66068101897557,0.659124072678362,4.432975,3.56301666666667,7.04284999999999,3.76319999999998,0.150012947276632,0.120573346649243,0.245434021483235,0.131142550195689,2733.41285,2776.91076666667,2602.9191,2766.9016,2736.41540747663,2634.34199777607,2752.24376592357,8,6,12,6,7,11,7,"LC","LC","LC","LC","LC","LC","LC"
"242","Gm10",1093.2008,320.5488,244.8032,191.496,187.4896,183.1432,0.293220422085311,0.223932510843388,0.175170014511515,0.171505180018163,0.167529332214173,4.293925,3.15606666666667,7.7075,2.0882,1.33955422700069,0.984582274732168,3.14844740591626,0.853011725336924,105.85255,162.745466666667,0,216.1388,106.967749532709,0,133.55572611465,67,49,100,33,67,100,58,"EN","VU","CR","VU","EN","CR","EN"
"243","Gm11",10508.8704,5015.5244,4524.9156,4291.7392,4240.3376,4209.3672,0.47726579633145,0.430580588376083,0.408392057056865,0.403500798715721,0.400553726497569,25.1924125,20.4420333333333,39.4435500000001,20.5930000000001,0.502288703849193,0.407575194596468,0.871696921816621,0.455102411191936,3755.903775,3993.42273333333,3043.3469,3985.8744,3767.22520747663,3206.62845043988,3950.32588280255,25,20,39,21,25,36,21,"LC","LC","VU","LC","LC","VU","LC"
"244","Gm12",12772.3408,4776.8264,4201.6852,3851.0776,3774.9456,3707.4124,0.37399772483365,0.328967513926656,0.301516977999835,0.295556285187755,0.290268828404579,33.4191875,23.9642166666667,61.7841,35.9163,0.69961067666181,0.501676524536598,1.47045999543231,0.854807018859956,3105.867025,3578.61556666667,1687.6214,2981.0114,3166.46506168223,2035.15570690769,3076.37757866242,35,25,65,38,34,57,36,"VU","LC","EN","VU","VU","EN","VU"
"245","Gm13",3927.052,2316.5632,2222.6736,2149.9184,2135.0956,2126.2596,0.589898784126108,0.565990366310403,0.547463695413251,0.543689159196262,0.541439125328618,5.94698750000001,3.91206666666667,12.05175,5.91470000000004,0.256715961817921,0.168873729266988,0.542218614555013,0.266107448255112,2019.213825,2120.95986666667,1713.9757,2020.8282,2029.77061869159,1785.64487442945,2051.33869681528,13,8,26,13,12,23,11,"LC","LC","LC","LC","LC","LC","LC"
"246","Gm14",3750.41,3144.5436,3055.6776,2986.1004,2961.5316,2950.1124,0.838453289107058,0.814758279761413,0.796206388101568,0.789655424340272,0.786610637236995,6.075975,3.70275,13.19565,8.99699999999996,0.193222793921509,0.117751587225567,0.43184038787338,0.294435512437567,2840.74485,2959.4061,2484.7611,2694.6936,2859.24509719626,2562.78332392573,2873.35954299363,10,6,21,14,9,19,9,"LC","LC","LC","LC","LC","LC","LC"
"247","Gm15",4216.8496,2624.2452,2151.1392,2005.8116,1983.8856,1967.0736,0.622323641801216,0.510129457782891,0.475665909450505,0.470466293130303,0.466479430520832,20.5366125,19.71275,23.0082,9.68450000000001,0.782572165893644,0.751177900601666,1.06958210793611,0.450203315526955,1597.414575,1638.6077,1473.8352,2140.0202,1572.87368971962,1503.28465771298,1806.4726843949,39,38,44,18,40,43,31,"VU","VU","VU","LC","VU","VU","VU"
"248","Gm16",9654.236,5975.7136,5576.0644,5378.8324,5353.44,5328.8756,0.618973225846147,0.577576972429512,0.557147391051969,0.55451720881901,0.551972792046932,20.2136875,16.65205,30.8986,12.4892,0.338263994111096,0.278662116604785,0.554129181147908,0.223978761794788,4965.029225,5143.1111,4430.7836,5351.2536,4965.92890654205,4565.64229706652,5078.48734808918,17,14,26,10,17,24,15,"LC","LC","LC","LC","LC","LC","LC"
"249","Gm17",1291.3936,866.7416,818.916,807.2168,806.4492,805.2008,0.671167644008767,0.63413354379331,0.62507418342479,0.624479786797766,0.623513079203738,1.92315,1.99273333333333,1.71440000000001,0.504000000000019,0.221882738753972,0.229910890781443,0.209349921115232,0.0615447738229585,770.5841,767.104933333334,781.021599999999,841.541599999999,766.600194392523,779.123453886786,790.742462420381,11,11,10,3,12,10,9,"LC","LC","LC","LC","LC","LC","LC"
"250","Gm19",1380.852,893.0368,873.7352,856.5124,848.8632,847.0616,0.646728831185384,0.632750794437058,0.620278205050215,0.614738726525363,0.613434024790492,1.436725,0.804233333333334,3.3342,2.36269999999999,0.160880828203272,0.0900560126226975,0.381603030300255,0.270413736335676,821.20055,852.825133333333,726.3268,774.901800000001,825.944925233644,745.237809393415,844.004095541401,8,5,19,13,8,17,5,"LC","LC","LC","LC","LC","LC","LC"
"251","Gm2",3737.0288,2828.014,2825.676,2819.304,2818.9224,2818.7752,0.756754670983536,0.756129040268568,0.754423942357629,0.754321829149403,0.754282439568033,0.288712500000003,0.0974166666666747,0.862599999999986,0.132200000000012,0.010209019474444,0.00344470241896521,0.0305272083565131,0.00467852648357461,2813.578375,2823.14316666667,2784.884,2821.404,2814.25182616822,2791.91656453371,2816.79024808917,1,0,2,0,0,1,0,"LC","LC","LC","LC","LC","LC","LC"
"252","Gm20",20.3384,19.43,19.1876,18.9768,18.3856,18.3784,0.955335719623963,0.943417377964835,0.933052747512095,0.903984580891319,0.903630570743028,0.0328625,0.0101,0.10115,0.1496,0.169132784354092,0.0519814719505919,0.527163376347225,0.779670203673208,17.786875,18.925,14.3725,11.95,18.0835663551402,14.738788399308,19.8786828025478,8,3,26,38,7,24,-2,"LC","LC","LC","VU","LC","LC","LC"
"253","Gm21",1551.0772,1249.0212,1223.2004,1203.0184,1195.0992,1192.6756,0.805260498961625,0.788613487452462,0.775601884935192,0.770496271881245,0.768933744883878,1.7608,1.07586666666667,3.81559999999999,2.58569999999997,0.140974388585238,0.0861367818790158,0.311935803814321,0.211388093071256,1160.9812,1195.22786666667,1058.2412,1119.7362,1165.86021121495,1079.42213463463,1182.68056496815,7,4,15,10,7,14,5,"LC","LC","LC","LC","LC","LC","LC"
"254","Gm22",939.1744,395.5192,367.038,354.1212,352.8536,352.086,0.421134988347212,0.390809204339471,0.377055848200292,0.375706152126804,0.374888838537337,1.3572875,1.18671666666667,1.869,0.508799999999994,0.343166020764605,0.300040217179512,0.509211580272342,0.138623248818922,327.654825,336.183366666667,302.0692,370.0792,326.342708411214,308.277460380954,344.152741719746,17,15,24,6,17,22,13,"LC","LC","LC","LC","LC","LC","LC"
"255","Gm23",1373.9432,794.8396,774.3048,762.3952,760.7508,759.7868,0.578509795747015,0.563563908609905,0.554895719124342,0.553698871976658,0.552997241807376,1.0954,0.855616666666667,1.81475,0.652100000000019,0.13781396900708,0.107646456802941,0.234371529144596,0.0842174812812756,740.0696,752.058766666667,704.1021,762.234599999999,740.177771962617,712.670543045598,750.858674840764,7,5,11,4,7,10,6,"LC","LC","LC","LC","LC","LC","LC"
"256","Gm24",10.0012,9.4036,9.3932,9.338,9.336,9.3328,0.940247170339559,0.939207295124585,0.933687957445106,0.933487981442227,0.933168019837619,0.00221250000000001,0.00043333333333336,0.00754999999999995,0.00129999999999963,0.0235282232336553,0.00460816424915309,0.0803772942128342,0.0138397990035306,9.292975,9.38193333333333,9.0261,9.33860000000002,9.30147102803738,9.09404498182189,9.29014076433121,1,0,4,1,1,3,1,"LC","LC","LC","LC","LC","LC","LC"
"257","Gm25",430.6344,130.226,117.5052,107.2648,104.8692,103.7852,0.302405009910959,0.272865335421415,0.249085535201089,0.243522579710306,0.241005363250126,0.826275,0.530033333333333,1.715,0.869899999999998,0.634493111974567,0.407010376832071,1.4595098770097,0.740307662980019,88.91225,103.724333333333,44.476,86.7310000000001,90.4677252336446,54.5510567878849,95.9021936305732,32,20,66,33,31,58,26,"VU","LC","EN","VU","VU","EN","LC"
"258","Gm26",260.5796,245.3736,244.3972,242.6696,242.4308,242.2212,0.941645470328452,0.937898438711242,0.931268602760922,0.930352184131068,0.929547823390626,0.0985125,0.0406833333333338,0.271999999999998,0.112099999999998,0.0401479621279551,0.0165801591260567,0.111294237413521,0.0458679559340279,240.447975,243.339433333333,231.7736,239.7686,240.819914018692,233.918061692739,240.130206687898,2,1,6,2,2,5,2,"LC","LC","LC","LC","LC","LC","LC"
"259","Gm27",268.0664,262.4448,262.156,261.5852,261.2656,261.144,0.979029076378091,0.97795173136208,0.975822408179466,0.974630166257315,0.974176547303206,0.0406499999999994,0.0120333333333325,0.1265,0.110299999999995,0.0154889713951274,0.00458509116329702,0.0482537115305391,0.0420741848365077,260.4123,261.843133333333,256.1198,256.9298,260.715242990654,257.021379224215,260.521196178344,1,0,2,2,1,2,1,"LC","LC","LC","LC","LC","LC","LC"
"260","Gm28",93.8756,91.9744,91.866,91.6264,91.572,91.556,0.97974766606019,0.97859294640993,0.976040632496623,0.975461142192433,0.975290703867672,0.0130750000000002,0.0045166666666668,0.0387500000000003,0.0176000000000016,0.0142159122538447,0.00491078676965199,0.042181002764897,0.0191583393203161,91.32065,91.7485666666667,90.0369,91.0943999999999,91.3739457943925,90.3267949082768,91.4728340764331,1,0,2,1,1,2,1,"LC","LC","LC","LC","LC","LC","LC"
"261","Gm29",523.222,506.6884,505.58,504.4908,502.8124,502.7088,0.96840041129769,0.966281998845614,0.96420028209823,0.960992465913131,0.960794462006567,0.1243625,0.0461833333333341,0.358899999999998,0.445499999999996,0.0245441774471253,0.0091147406045479,0.070987776415206,0.0881166185371248,500.470275,504.379233333333,488.7434,484.4134,501.386661682243,490.360177681157,505.919683757961,1,0,4,4,1,3,0,"LC","LC","LC","LC","LC","LC","LC"
"262","Gm3",15063.9784,6938.542,6282.8076,6078.1844,6031.672,6008.3952,0.46060488243929,0.417074920925272,0.403491311432045,0.400403654322818,0.398858458267572,29.0670875,27.3222666666667,34.30155,17.4473,0.418922123696881,0.393775330129394,0.545958943578027,0.277699097454457,5485.187625,5572.42866666667,5223.4645,6066.177,5459.72294766353,5273.37142352146,5829.75804458599,21,20,25,13,21,24,16,"LC","LC","LC","LC","LC","LC","LC"
"263","Gm30",3858.6324,2921.2116,2753.9672,2639.05,2628.6144,2611.3308,0.757058796271964,0.713715875085691,0.683934028025059,0.681229546509795,0.67675034294534,9.683775,6.96851666666667,17.82955,6.9298,0.331498580931282,0.2385488496166,0.647413302525897,0.251629721661173,2437.02285,2572.78576666667,2029.7341,2574.7216,2447.67095514018,2137.70533780956,2419.56688375797,17,12,31,12,16,27,17,"LC","LC","VU","LC","LC","LC","LC"
"264","Gm31",1048.1812,581.3352,554.292,539.4976,538.338,536.1616,0.554613267248067,0.528813147955716,0.514698794445083,0.513592497175107,0.511516138621834,1.411675,1.1268,2.2663,0.834000000000003,0.242833222553872,0.193829652840564,0.408863920099875,0.150462211253275,510.75145,524.9952,468.0202,539.6352,511.190923364486,479.651515128079,511.533782165606,12,10,19,7,12,17,12,"LC","LC","LC","LC","LC","LC","LC"
"265","Gm4",14254.748,8134.3808,7712.2628,7518.9212,7481.0312,7447.7704,0.570643605905906,0.541031156776675,0.527467844398231,0.524809782677323,0.522476468893031,21.456575,17.58825,33.06155,17.7876999999999,0.263776377422606,0.216221128964112,0.428688062860099,0.23064177740416,7061.55205,7254.9683,6481.3033,7244.99580000001,7073.88801495326,6623.71979279351,7133.95351878981,13,11,20,11,13,19,12,"LC","LC","LC","LC","LC","LC","LC"
"266","Gm5",3469.5508,2522.0496,2491.4276,2469.1272,2465.3384,2462.3852,0.72690954690734,0.718083620507877,0.711656160215322,0.710564145652515,0.709712969183215,1.86451249999999,1.27591666666666,3.63029999999998,1.68549999999993,0.0739284627867743,0.0505904668435807,0.145711639382978,0.0676519759193457,2428.823975,2458.25376666667,2340.5346,2437.7746,2431.65440373832,2362.01147757292,2434.56993853503,4,3,7,3,4,6,3,"LC","LC","LC","LC","LC","LC","LC"
"267","Gm6",9891.6532,6028.4972,5633.9672,5509.6956,5480.8668,5464.9784,0.609452947662985,0.569567804904442,0.557004525795546,0.554090068584289,0.55248382545397,17.6099625,16.43875,21.1236,11.1793,0.292111979416694,0.272684044706863,0.374932960206087,0.198426785303259,5147.999075,5206.5597,4972.3172,5469.5322,5135.10857570094,5007.58977062823,5338.19301815287,15,14,18,9,15,17,11,"LC","LC","LC","LC","LC","LC","LC"
"268","Gm7",30.0484,28.2304,27.9176,27.7012,27.6636,27.6196,0.939497610521692,0.929087738448636,0.921886023881471,0.920634709335605,0.919170405079805,0.0190875,0.0130333333333333,0.0372500000000002,0.0204000000000004,0.0676132821355703,0.0461677246278243,0.133428374931943,0.0730721838553472,27.276025,27.5787333333333,26.3679,27.2104,27.3169757009346,26.5998896953662,27.1778738853503,3,2,7,4,3,6,4,"LC","LC","LC","LC","LC","LC","LC"
"269","Gm8",14492.9396,6431.328,5912.7288,5621.0652,5561.5276,5504.348,0.443755937546307,0.407973051926608,0.387848521772629,0.383740480088663,0.379795138316867,28.968125,21.6083,51.0476,29.1793,0.450422136765533,0.335985040725648,0.863350945505906,0.493499718776211,4982.92175,5350.913,3878.948,4972.363,5026.64368785045,4153.29932317826,4957.70484203821,23,17,40,23,22,35,23,"LC","LC","VU","LC","LC","VU","LC"
"270","Gm9",1313.2256,552.0528,482.5004,445.0712,440.6508,435.8432,0.420379255475982,0.367416230691817,0.338914501819032,0.335548438897323,0.331887529454193,3.63155,2.89801666666667,5.83215,2.30699999999999,0.657826570212125,0.524952806446533,1.20873474923544,0.478134318645122,370.4753,407.151966666667,260.4453,436.702800000001,371.48809906542,288.597091330934,385.558590127389,33,26,53,21,33,48,30,"VU","LC","EN","LC","VU","VU","VU"
"271","Gs1",539.2132,341.3452,298.9824,283.1792,282.2376,281.4492,0.633043107995131,0.554479007561388,0.525171119698108,0.523424871646317,0.521962741268203,1.87175,1.76511666666667,2.19165,0.43249999999999,0.548345194249106,0.517106045922622,0.733036459671203,0.144657344378796,247.7577,253.089366666667,231.7627,319.7202,244.614934579439,235.98377139051,271.795508598726,27,26,32,6,28,31,20,"LC","LC","VU","LC","LC","VU","LC"
"272","Gs10",10944.6128,8268.448,7843.228,7637.4216,7606.1784,7576.2196,0.755481089289883,0.716629098107518,0.697824741684786,0.694970076967912,0.692232766790982,21.6321375,17.7175,33.37605,15.3004999999998,0.261622707187612,0.214278423230091,0.425539714005508,0.195079117934603,7186.841125,7382.573,6599.6455,7503.42300000001,7193.346917757,6747.06621280146,7278.92006050956,13,11,20,9,13,18,12,"LC","LC","LC","LC","LC","LC","LC"
"273","Gs11",2342.158,1215.3212,1076.9832,1027.9996,1024.5988,1020.7256,0.518889502757713,0.459825169779323,0.438911294626579,0.43745930035463,0.435805611747798,6.0811125,5.76408333333334,7.03219999999999,1.81850000000003,0.500370807322377,0.474284767955446,0.652953546536287,0.168851287559549,911.265575,927.117033333333,863.711200000001,1124.3962,902.189936448596,876.988744934642,975.921672929937,25,24,29,7,26,28,20,"LC","LC","LC","LC","LC","LC","LC"
"274","Gs12",8728.1252,5261.9836,4910.9228,4746.6104,4722.0004,4698.084,0.602876732336516,0.562654944500567,0.543829320871795,0.541009700456634,0.53826954727918,17.6218625,14.6275333333333,26.6048500000001,12.1315999999999,0.334890106841078,0.277985156269459,0.541748487677307,0.24703300161835,4380.890475,4530.60693333333,3931.7411,4655.4036,4384.25558504673,4044.88444156267,4459.85851910828,17,14,25,12,17,23,15,"LC","LC","LC","LC","LC","LC","LC"
"275","Gs13",492.96,186.8456,170.0176,154.5836,153.1612,148.2664,0.379027913015255,0.344891269068484,0.313582440765985,0.310697013956508,0.300767607919507,1.2056,0.701166666666667,2.7189,1.5793,0.645238635536507,0.375265281423093,1.5991873782479,0.928903831132775,126.5656,151.787266666667,50.9006000000001,107.8806,131.378596261682,72.4858478292645,93.3451019108279,32,19,73,42,30,61,50,"VU","LC","EN","VU","VU","EN","EN"
"276","Gs14",5281.672,2477.8336,2259.068,2168.1408,2152.5728,2135.8588,0.469138106266349,0.427718343736605,0.41050273474006,0.40755518328287,0.404390655080437,10.6867125,9.11523333333332,15.40115,8.07050000000004,0.431292581551885,0.367871084375211,0.681747959778104,0.357249095644754,1943.497975,2022.07193333333,1707.7761,2074.3086,1946.31993457944,1768.28428250553,1969.96244394905,22,18,31,16,21,29,20,"LC","LC","VU","LC","LC","LC","LC"
"277","Gs15",6137.2616,3958.2016,3806.1988,3728.6372,3718.7268,3708.014,0.64494588270443,0.620178680341734,0.607540861546459,0.605926069698577,0.604180535501371,7.81836249999999,6.33344999999999,12.2731,5.1558,0.197523099884553,0.160008272443728,0.322450314471225,0.135457979756601,3567.283475,3641.5291,3344.5466,3700.4116,3569.38697383177,3401.54530774397,3597.37947929937,10,8,16,7,10,14,9,"LC","LC","LC","LC","LC","LC","LC"
"278","Gs16",3606.2944,3100.884,3030.7144,2995.0192,2990.1632,2980.22,0.859853261009417,0.840395725873073,0.830497698690379,0.829151164142339,0.826393984917038,3.77075000000001,2.92373333333334,6.31180000000001,3.6998000000001,0.121602420471066,0.0942870914659607,0.208261128135334,0.122076827826472,2912.3465,2954.69733333333,2785.294,2915.894,2918.43290841121,2821.11702022443,2873.21751719745,6,5,10,6,6,9,7,"LC","LC","LC","LC","LC","LC","LC"
"279","Gs17",4242.1876,4185.8024,4178.7004,4172.418,4171.49,4170.7988,0.986708461455123,0.98503432521466,0.983553391179588,0.983334636120288,0.983171701317499,0.4688625,0.295916666666661,0.987700000000018,0.404800000000023,0.0112012573742134,0.00706953263409331,0.0236365354166099,0.00968722237181739,4162.359275,4171.00656666667,4136.4174,4165.5624,4163.16326915888,4142.73748622811,4164.17338503184,1,0,1,0,1,1,1,"LC","LC","LC","LC","LC","LC","LC"
"280","Gs18",1433.932,1414.8308,1411.5748,1409.0108,1408.2936,1407.3916,0.986679145175643,0.984408465673407,0.98262037530371,0.982120212116056,0.98149117252422,0.232475000000001,0.135666666666661,0.522900000000021,0.404800000000023,0.0164312934097845,0.00958889689612785,0.0370437329994855,0.0286771908934633,1403.20705,1408.04746666667,1388.6858,1394.5908,1404.27509906542,1392.4247639583,1398.58365350318,1,0,2,1,1,2,1,"LC","LC","LC","LC","LC","LC","LC"
"281","Gs19",3024.2364,1551.1112,1426.8328,1352.3572,1342.1664,1334.6488,0.512893502637558,0.471799360658446,0.44717311120255,0.443803401083328,0.441317616572567,6.76445,5.17826666666667,11.523,4.4271,0.43610348503705,0.333842387745422,0.807592872829949,0.31027461661941,1212.8887,1292.19786666667,974.9612,1329.7562,1215.59455140187,1032.94329842641,1261.6495343949,22,17,37,14,22,33,19,"LC","LC","VU","LC","LC","VU","LC"
"282","Gs2",1545.4912,1300.2316,1261.6112,1245.6404,1244.0572,1242.8228,0.84130637560408,0.816317297697975,0.805983495732619,0.804959096499547,0.804160386031315,1.794025,1.60918333333333,2.34855000000002,0.704400000000021,0.137977341882785,0.123761284784444,0.186154815366257,0.0558333660956736,1210.53035,1219.77243333333,1182.8041,1265.0116,1208.71329158878,1189.72413405737,1229.82732070064,7,6,9,3,7,8,5,"LC","LC","LC","LC","LC","LC","LC"
"283","Gs20",6280.594,2644.1768,2413.7704,2281.9068,2266.1492,2257.522,0.421007439742165,0.38432199247396,0.363326589809817,0.360817655145357,0.359444027109538,12.0829625,9.60026666666668,19.53105,6.09620000000007,0.456964999465997,0.363072040669394,0.80915111064416,0.252559232642842,2040.028675,2164.16346666667,1667.6243,2339.3668,2037.49862056075,1756.60299205713,2175.16288343949,23,18,37,12,23,34,18,"LC","LC","VU","LC","LC","VU","LC"
"284","Gs3",1742.278,1606.7372,1582.5852,1568.3444,1565.438,1563.8912,0.922204837574715,0.908342526278814,0.900168859389833,0.8985006985108,0.897612895301439,1.3389375,1.00633333333334,2.33674999999999,1.11329999999998,0.0833327005810284,0.0626321051963778,0.147653977807956,0.0703469235021268,1539.790325,1556.42053333333,1489.8997,1551.0722,1540.85069345794,1501.36528735488,1551.32812484076,4,3,7,3,4,7,3,"LC","LC","LC","LC","LC","LC","LC"
"285","Gs4",7440.426,4805.9292,4442.0148,4293.0084,4260.2476,4242.93,0.645921241606327,0.597010816316162,0.576984221064762,0.572581139843337,0.570253638702945,17.593725,15.1631,24.8856,12.5195999999999,0.366083732569343,0.315508185180922,0.56023226217076,0.281845076247829,3926.24295,4047.7742,3561.6492,4179.94920000001,3923.75460934579,3641.90171528535,4105.3516834395,18,16,26,13,18,24,15,"LC","LC","LC","LC","LC","LC","LC"
"286","Gs6",5227.4684,3638.4548,3421.2016,3328.7696,3316.8892,3303.6124,0.696026168230878,0.654466242206266,0.63678426061839,0.634511573518072,0.631971759025841,10.463825,9.05221666666667,14.69865,6.28930000000003,0.287589803231855,0.248792885008951,0.429634137900555,0.183833071982663,3115.26355,3185.84396666667,2903.5223,3323.9898,3113.14739439252,2958.59435744933,3166.25549012739,14,12,20,9,14,19,13,"LC","LC","LC","LC","LC","LC","LC"
"287","Gs7",4653.6068,2693.4696,2459.5172,2389.8856,2374.6972,2366.6848,0.578791830886959,0.52851848162161,0.513555550073547,0.510291759071695,0.50856999779182,10.212025,9.74801666666667,11.60405,5.80020000000002,0.379140161819536,0.361913001233304,0.471801945520038,0.235826771205341,2182.86835,2206.06876666667,2113.2671,2403.4596,2172.42018130841,2126.06441690704,2303.12402070064,19,18,22,11,19,21,14,"LC","LC","LC","LC","LC","LC","LC"
"288","Gs8",2862.4156,1978.5956,1746.3828,1680.63,1671.1672,1664.26,0.691232817484645,0.610108049998051,0.587136962221698,0.583831083089402,0.581418016307625,9.8229875,9.67553333333333,10.26535,4.09250000000003,0.496462617222034,0.489010151105832,0.587806407621514,0.234341520083686,1487.446225,1494.81893333333,1465.3281,1773.9706,1472.81313831775,1470.19819512845,1598.3187388535,25,24,26,10,26,26,19,"LC","LC","LC","LC","LC","LC","LC"
"289","Gs9",6972.2336,2600.4864,2225.3264,2050.0268,2035.464,2020.0288,0.372977520431903,0.319169799474303,0.294027268392155,0.291938583354407,0.289724773421246,18.1393,15.6316666666667,25.6622,7.49950000000001,0.697534891934063,0.601105495751359,1.1531881345586,0.337006742022205,1693.5214,1818.90306666667,1317.3764,2225.5114,1680.99497757009,1414.70001353969,1848.11750509554,35,30,49,14,35,46,29,"VU","VU","VU","LC","VU","VU","LC"
"290","CB1",2355.4844,1049.2892,917.1276,862.2444,848.6136,832.548,0.445466418712007,0.389358384203266,0.366058208664001,0.360271373480546,0.353450865562939,6.7731625,5.50673333333333,10.57245,7.42410000000001,0.645500068046064,0.524806062364249,1.15277852285767,0.80949477477289,710.631075,773.952533333333,520.6667,678.084199999999,720.441489719626,569.970752235492,676.222261146497,32,26,50,35,31,46,36,"VU","LC","EN","VU","VU","VU","VU"
"291","CB2",1122.1012,501.3016,434.8344,411.364,407.9236,401.0516,0.44675257454497,0.38751798857358,0.366601515086162,0.363535481469942,0.357411256667402,3.1328125,2.76946666666667,4.22285,2.57809999999999,0.624935667470441,0.552455182003542,0.971139817824901,0.592892374660329,344.660975,362.828266666667,290.1591,372.3966,346.213306542056,306.635116467617,327.632160509554,31,28,42,26,31,39,35,"VU","LC","VU","LC","VU","VU","VU"
"292","CB3",4141.8068,1125.1684,807.47,684.6244,677.9888,672.314,0.271661246970766,0.194955979115202,0.165296073201676,0.163693970467188,0.162323843787209,14.1517,13.2374333333333,16.8945,3.07760000000002,1.25774061909311,1.17648463406307,2.09227587402628,0.381141095025204,417.5834,463.296733333333,280.4434,971.288399999999,394.012306542056,316.61435008187,600.512621019108,63,59,75,14,65,72,47,"EN","EN","EN","LC","EN","EN","VU"
"293","CB4",1299.9024,708.1036,667.2452,646.3276,643.7312,641.0904,0.544735974023896,0.513304075752149,0.497212406100643,0.495215025374213,0.493183488237271,2.0941625,1.70243333333334,3.26934999999999,1.30929999999998,0.295742388543145,0.240421505177115,0.489977297701053,0.196224716191286,603.395475,622.981933333333,544.636100000001,642.638600000001,603.695497196261,559.560217149412,613.861687261148,15,12,23,9,15,21,13,"LC","LC","LC","LC","LC","LC","LC"
"294","CB5",1650.386,1016.9328,929.7136,903.3732,901.496,899.2332,0.616178760605095,0.56333100256546,0.547370857484249,0.546233426604443,0.54486235341308,3.6781125,3.63413333333333,3.81005,1.035,0.361686878425005,0.357362190828473,0.409808999244499,0.111324605771067,833.027175,835.226133333333,826.4303,965.1828,826.515128971963,829.008316426913,873.260967515924,18,18,19,5,19,18,14,"LC","LC","LC","LC","LC","LC","LC"
"295","CB6",1121.1792,483.28,440.6516,414.2556,412.7432,411.5112,0.431046169961055,0.393025129256768,0.369482059602961,0.368133122697959,0.36703427962274,2.242775,1.77618333333333,3.64255,0.68610000000001,0.464073621916901,0.367526761573691,0.826628111641941,0.155701238801813,371.14125,394.470833333333,301.1525,448.974999999999,369.802056074765,318.812446080835,396.116635987261,23,18,38,7,23,34,18,"LC","LC","VU","LC","LC","VU","LC"
"296","NKb1",4671.0664,4657.1556,4647.2656,4639.002,4638.2116,4637.4332,0.997021922017636,0.994904632483923,0.993135528966148,0.992966317070552,0.992799674181468,0.616324999999989,0.412083333333347,1.22904999999992,0.392200000000003,0.0132339361819903,0.00884839092198996,0.0264467346131436,0.0084393713154678,4626.33935,4636.55143333333,4595.7031,4637.5456,4626.96812523364,4603.41295405423,4629.02018248409,1,0,1,0,1,1,1,"LC","LC","LC","LC","LC","LC","LC"
"297","NKb2",607.488,604.1708,602.918,601.45,601.4232,601.392,0.994539480615255,0.992477217656974,0.99006070901812,0.990016592920354,0.989965233881163,0.0868374999999979,0.0521999999999991,0.190749999999994,0.0144999999999982,0.0143730051170957,0.008639940890887,0.0316378014920759,0.00240497049349964,599.828925,601.5608,594.6333,603.4458,599.847934579439,595.953987751742,600.799031847135,1,0,2,0,1,1,1,"LC","LC","LC","LC","LC","LC","LC"
