VegCode,Threat,SubThreat,SubSubThreat,NATIONAL STATUS,Taxon
FFd2,Habitat loss,Agriculture,Crops,EN,Selago psammophila
FFd2,Habitat loss,Infrastructure development,Human settlement,EN,Selago psammophila
FFd3,Invasive Alien Species (direct effects),Competitors,,EN,Selago psammophila
FFd3,Habitat loss,Agriculture,Crops,EN,Selago psammophila
FFd3,Habitat loss,Infrastructure development,Human settlement,EN,Selago psammophila
FFd4,Invasive Alien Species (direct effects),Competitors,,EN,Selago psammophila
FFd4,Habitat loss,Agriculture,Crops,EN,Selago psammophila
FFd4,Habitat loss,Infrastructure development,Human settlement,EN,Selago psammophila
FFd1,Habitat loss,Agriculture,Crops,EN,Selago heterotricha
FFd2,Habitat loss,Agriculture,Crops,EN,Selago heterotricha
FRc2,Habitat degradation,Agriculture,Livestock,EN,Selago neglecta
FRc2,Invasive Alien Species (direct effects),Competitors,,EN,Selago neglecta
FRc2,Habitat loss,Agriculture,Crops,EN,Selago neglecta
FRs13,Habitat degradation,Agriculture,Livestock,EN,Selago neglecta
FRs13,Invasive Alien Species (direct effects),Competitors,,EN,Selago neglecta
FRs13,Habitat loss,Agriculture,Crops,EN,Selago neglecta
FFb1,Habitat loss,Agriculture,Crops,VU,Selago cryptadenia
FFs2,Habitat loss,Agriculture,Crops,VU,Selago cryptadenia
FFs3,Habitat loss,Agriculture,Crops,VU,Selago cryptadenia
FFs6,Habitat loss,Agriculture,Crops,VU,Selago cryptadenia
FRs20,Habitat loss,Agriculture,Crops,VU,Selago cryptadenia
FRs9,Habitat loss,Agriculture,Crops,VU,Selago cryptadenia
FFf1,Invasive Alien Species (direct effects),Competitors,,EN,Selago pinea
FRs11,Invasive Alien Species (direct effects),Competitors,,EN,Selago pinea
FRs12,Invasive Alien Species (direct effects),Competitors,,EN,Selago pinea
AT40,Invasive Alien Species (direct effects),Competitors,,VU,Selago diffusa
AT40,Habitat loss,Agriculture,Crops,VU,Selago diffusa
AT40,Habitat loss,Infrastructure development,Human settlement,VU,Selago diffusa
FFl1,Invasive Alien Species (direct effects),Competitors,,VU,Selago diffusa
FFl1,Habitat loss,Agriculture,Crops,VU,Selago diffusa
FFl1,Habitat loss,Infrastructure development,Human settlement,VU,Selago diffusa
FFl2,Invasive Alien Species (direct effects),Competitors,,VU,Selago diffusa
FFl2,Habitat loss,Agriculture,Crops,VU,Selago diffusa
FFl2,Habitat loss,Infrastructure development,Human settlement,VU,Selago diffusa
FFl3,Invasive Alien Species (direct effects),Competitors,,VU,Selago diffusa
FFl3,Habitat loss,Agriculture,Crops,VU,Selago diffusa
FFl3,Habitat loss,Infrastructure development,Human settlement,VU,Selago diffusa
FS7,Invasive Alien Species (direct effects),Competitors,,VU,Selago diffusa
FS7,Habitat loss,Agriculture,Crops,VU,Selago diffusa
FS7,Habitat loss,Infrastructure development,Human settlement,VU,Selago diffusa
SKv11,Habitat degradation,Agriculture,Livestock,CR,Selago ferruginea
SKv11,Habitat loss,Agriculture,Crops,CR,Selago ferruginea
AT40,Invasive Alien Species (direct effects),Competitors,,VU,Selago glandulosa
AT40,Habitat loss,Infrastructure development,Human settlement,VU,Selago glandulosa
FFl2,Invasive Alien Species (direct effects),Competitors,,VU,Selago glandulosa
FFl2,Habitat loss,Infrastructure development,Human settlement,VU,Selago glandulosa
FFl3,Invasive Alien Species (direct effects),Competitors,,VU,Selago glandulosa
FFl3,Habitat loss,Infrastructure development,Human settlement,VU,Selago glandulosa
FRs3,Natural disasters,Drought,,VU,Zaluzianskya nemesioides
FRs3,Habitat degradation,Agriculture,Livestock,VU,Zaluzianskya nemesioides
SKt3,Natural disasters,Drought,,VU,Zaluzianskya nemesioides
SKt3,Habitat degradation,Agriculture,Livestock,VU,Zaluzianskya nemesioides
FRs3,Habitat degradation,Agriculture,Livestock,CR,Zaluzianskya marlothii
FRs3,Natural disasters,Drought,,CR,Zaluzianskya marlothii
NKu1,Habitat degradation,Agriculture,Livestock,EN,Zaluzianskya chasmanthiflora
NKu1,Natural disasters,Drought,,EN,Zaluzianskya chasmanthiflora
NKu2,Habitat degradation,Agriculture,Livestock,EN,Zaluzianskya chasmanthiflora
NKu2,Natural disasters,Drought,,EN,Zaluzianskya chasmanthiflora
FFs16,Habitat degradation,Fires,Too irregular fires,VU,Nemesia elata
FFs16,Habitat loss,Infrastructure development,Transport - land/air,VU,Nemesia elata
FFs16,Invasive Alien Species (direct effects),Competitors,,VU,Nemesia elata
FFs19,Habitat degradation,Fires,Too irregular fires,VU,Nemesia elata
FFs19,Habitat loss,Infrastructure development,Transport - land/air,VU,Nemesia elata
FFs19,Invasive Alien Species (direct effects),Competitors,,VU,Nemesia elata
Dg9,Invasive Alien Species (direct effects),Competitors,,DDD,Nemesia fleckii
FFd1,Habitat degradation,Agriculture,Livestock,VU,Nemesia saccata
FFd1,Habitat loss,Extraction,Mining,VU,Nemesia saccata
SKs1,Habitat degradation,Agriculture,Livestock,VU,Nemesia saccata
SKs1,Habitat loss,Extraction,Mining,VU,Nemesia saccata
SKs11,Habitat degradation,Agriculture,Livestock,VU,Nemesia saccata
SKs11,Habitat loss,Extraction,Mining,VU,Nemesia saccata
SKs2,Habitat degradation,Agriculture,Livestock,VU,Nemesia saccata
SKs2,Habitat loss,Extraction,Mining,VU,Nemesia saccata
SKs3,Habitat degradation,Agriculture,Livestock,VU,Nemesia saccata
SKs3,Habitat loss,Extraction,Mining,VU,Nemesia saccata
SKs5,Habitat degradation,Agriculture,Livestock,VU,Nemesia saccata
SKs5,Habitat loss,Extraction,Mining,VU,Nemesia saccata
SKs7,Habitat degradation,Agriculture,Livestock,VU,Nemesia saccata
SKs7,Habitat loss,Extraction,Mining,VU,Nemesia saccata
SKs8,Habitat degradation,Agriculture,Livestock,VU,Nemesia saccata
SKs8,Habitat loss,Extraction,Mining,VU,Nemesia saccata
SKs9,Habitat degradation,Agriculture,Livestock,VU,Nemesia saccata
SKs9,Habitat loss,Extraction,Mining,VU,Nemesia saccata
Gm20,Habitat degradation,Extraction,Wood,EN,Nemesia zimbabwensis
Gm25,Habitat degradation,Extraction,Wood,EN,Nemesia zimbabwensis
Gm28,Habitat degradation,Extraction,Wood,EN,Nemesia zimbabwensis
SVs7,Habitat degradation,Agriculture,Livestock,EN,Diascia aliciae
SVs7,Habitat degradation,Extraction,Wood,EN,Diascia aliciae
Dg5,Habitat degradation,Agriculture,Livestock,VU,Diascia nodosa
Dn5,Habitat degradation,Agriculture,Livestock,VU,Diascia nodosa
SKr1,Habitat degradation,Agriculture,Livestock,VU,Diascia nodosa
SKr13,Habitat degradation,Agriculture,Livestock,VU,Diascia nodosa
SKr2,Habitat degradation,Agriculture,Livestock,VU,Diascia nodosa
SKr7,Habitat degradation,Agriculture,Livestock,VU,Diascia nodosa
SKs7,Habitat degradation,Agriculture,Livestock,VU,Diascia nodosa
FS2,Habitat loss,Infrastructure development,Human settlement,VU,Diascia collina
FFd2,Habitat loss,Agriculture,Crops,NT,Diascia pusilla
FFd3,Habitat loss,Agriculture,Crops,NT,Diascia pusilla
FFd4,Habitat loss,Agriculture,Crops,NT,Diascia pusilla
FS3,Habitat loss,Agriculture,Crops,NT,Diascia pusilla
FFd2,Habitat loss,Agriculture,Crops,VU,Diascia appendiculata
FFd2,Habitat degradation,Fires,Too irregular fires,VU,Diascia appendiculata
FFs3,Habitat loss,Agriculture,Crops,VU,Diascia appendiculata
FFs3,Habitat degradation,Fires,Too irregular fires,VU,Diascia appendiculata
FFs6,Habitat degradation,Fires,Too irregular fires,EN,Diascia caitliniae
FRs9,Habitat degradation,Fires,Too irregular fires,EN,Diascia caitliniae
AT40,Invasive Alien Species (direct effects),Competitors,,NT,Carpobrotus muirii
AT40,Habitat loss,Infrastructure development,Human settlement,NT,Carpobrotus muirii
AT40,Habitat loss,Agriculture,Crops,NT,Carpobrotus muirii
FFd9,Invasive Alien Species (direct effects),Competitors,,NT,Carpobrotus muirii
FFd9,Habitat loss,Infrastructure development,Human settlement,NT,Carpobrotus muirii
FFd9,Habitat loss,Agriculture,Crops,NT,Carpobrotus muirii
FFl2,Invasive Alien Species (direct effects),Competitors,,NT,Carpobrotus muirii
FFl2,Habitat loss,Infrastructure development,Human settlement,NT,Carpobrotus muirii
FFl2,Habitat loss,Agriculture,Crops,NT,Carpobrotus muirii
FFl3,Invasive Alien Species (direct effects),Competitors,,NT,Carpobrotus muirii
FFl3,Habitat loss,Infrastructure development,Human settlement,NT,Carpobrotus muirii
FFl3,Habitat loss,Agriculture,Crops,NT,Carpobrotus muirii
SKv10,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Gibbaeum album
SKv10,Habitat loss,Agriculture,Crops,EN,Gibbaeum album
SKv8,Habitat loss,Agriculture,Crops,EN,Gibbaeum nebrownii
SKv8,Changes in native species dynamics,Other,,EN,Gibbaeum nebrownii
SKv8,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Gibbaeum nebrownii
SKv8,Habitat degradation,Agriculture,Livestock,EN,Gibbaeum nebrownii
SKv8,Habitat degradation,Agriculture,Livestock,CR,Gibbaeum pachypodium
SKv10,Habitat loss,Infrastructure development,Transport - land/air,VU,Gibbaeum petrense
SKv10,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Gibbaeum petrense
SKv10,Habitat degradation,Agriculture,Livestock,VU,Gibbaeum petrense
SKv10,Invasive Alien Species (direct effects),Competitors,,VU,Gibbaeum petrense
SKv8,Habitat degradation,Agriculture,Livestock,VU,Gibbaeum pilosulum
SKv8,Habitat loss,Erosion,,VU,Gibbaeum pilosulum
FFc1,Habitat loss,Infrastructure development,Human settlement,VU,Gibbaeum velutinum
FFc1,Habitat loss,Agriculture,Crops,VU,Gibbaeum velutinum
FFc1,Habitat degradation,Agriculture,Livestock,VU,Gibbaeum velutinum
FFc1,Habitat loss,Infrastructure development,Telecommunications,VU,Gibbaeum velutinum
FRs12,Habitat loss,Infrastructure development,Human settlement,VU,Gibbaeum velutinum
FRs12,Habitat loss,Agriculture,Crops,VU,Gibbaeum velutinum
FRs12,Habitat degradation,Agriculture,Livestock,VU,Gibbaeum velutinum
FRs12,Habitat loss,Infrastructure development,Telecommunications,VU,Gibbaeum velutinum
FRs13,Habitat loss,Infrastructure development,Human settlement,VU,Gibbaeum velutinum
FRs13,Habitat loss,Agriculture,Crops,VU,Gibbaeum velutinum
FRs13,Habitat degradation,Agriculture,Livestock,VU,Gibbaeum velutinum
FRs13,Habitat loss,Infrastructure development,Telecommunications,VU,Gibbaeum velutinum
FRs7,Habitat loss,Infrastructure development,Human settlement,VU,Gibbaeum velutinum
FRs7,Habitat loss,Agriculture,Crops,VU,Gibbaeum velutinum
FRs7,Habitat degradation,Agriculture,Livestock,VU,Gibbaeum velutinum
FRs7,Habitat loss,Infrastructure development,Telecommunications,VU,Gibbaeum velutinum
FFc1,Habitat degradation,Agriculture,Livestock,VU,Gibbaeum hartmannianum
FRs12,Habitat degradation,Agriculture,Livestock,VU,Gibbaeum hartmannianum
FRs13,Habitat degradation,Agriculture,Livestock,VU,Gibbaeum hartmannianum
SKv10,Habitat degradation,Agriculture,Livestock,CR,Gibbaeum hortenseae
SKv10,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Gibbaeum hortenseae
FRs12,Habitat loss,Agriculture,Crops,CR,Gibbaeum esterhuyseniae
FRs12,Habitat loss,Agriculture,Wood plantations,CR,Gibbaeum esterhuyseniae
FRs8,Habitat loss,Agriculture,Crops,CR,Gibbaeum esterhuyseniae
FRs8,Habitat loss,Agriculture,Wood plantations,CR,Gibbaeum esterhuyseniae
SKr1,Pollution (affecting habitat and/or species),Atmospheric pollution,Global warming,EN,Conophytum fraternum
SKr1,Natural disasters,Drought,,EN,Conophytum fraternum
SKr14,Pollution (affecting habitat and/or species),Atmospheric pollution,Global warming,EN,Conophytum fraternum
SKr14,Natural disasters,Drought,,EN,Conophytum fraternum
FFg1,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum khamiesbergense
FRg1,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum khamiesbergense
SKn6,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum khamiesbergense
SKn1,Habitat degradation,Agriculture,Livestock,CR,Conophytum longibracteatum
FFs2,Habitat loss,Agriculture,Non-timber plantations,CR,Conophytum minusculum subsp. leipoldtii
FFs2,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum minusculum subsp. leipoldtii
SKk7,Habitat loss,Agriculture,Non-timber plantations,CR,Conophytum minusculum subsp. leipoldtii
SKk7,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum minusculum subsp. leipoldtii
SKr1,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum armianum
SKr1,Habitat degradation,Agriculture,Livestock,EN,Conophytum armianum
SKr12,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum armianum
SKr12,Habitat degradation,Agriculture,Livestock,EN,Conophytum armianum
SKr16,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum armianum
SKr16,Habitat degradation,Agriculture,Livestock,EN,Conophytum armianum
Dg10,Pollution (affecting habitat and/or species),Atmospheric pollution,Global warming,EN,Conophytum praesectum
Dg10,Habitat loss,Extraction,Mining,EN,Conophytum praesectum
Dg10,Natural disasters,Drought,,EN,Conophytum praesectum
Dg10,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum praesectum
SKn1,Pollution (affecting habitat and/or species),Atmospheric pollution,Global warming,EN,Conophytum praesectum
SKn1,Habitat loss,Extraction,Mining,EN,Conophytum praesectum
SKn1,Natural disasters,Drought,,EN,Conophytum praesectum
SKn1,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum praesectum
SKr18,Pollution (affecting habitat and/or species),Atmospheric pollution,Global warming,EN,Conophytum praesectum
SKr18,Habitat loss,Extraction,Mining,EN,Conophytum praesectum
SKr18,Natural disasters,Drought,,EN,Conophytum praesectum
SKr18,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum praesectum
SKr19,Pollution (affecting habitat and/or species),Atmospheric pollution,Global warming,EN,Conophytum praesectum
SKr19,Habitat loss,Extraction,Mining,EN,Conophytum praesectum
SKr19,Natural disasters,Drought,,EN,Conophytum praesectum
SKr19,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum praesectum
SKn1,Habitat degradation,Agriculture,Livestock,EN,Conophytum auriflorum subsp. auriflorum
SKn1,Natural disasters,Drought,,EN,Conophytum auriflorum subsp. auriflorum
SKn1,Pollution (affecting habitat and/or species),Atmospheric pollution,Global warming,EN,Conophytum auriflorum subsp. auriflorum
SKn1,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum regale
SKn1,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum roodiae subsp. roodiae
SKn3,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum roodiae subsp. roodiae
SKn4,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum roodiae subsp. roodiae
SKk10,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum rugosum
SKn1,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum rugosum
SKn4,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum rugosum
SKn6,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum rugosum
SKr14,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum schlechteri
SKr18,Pollution (affecting habitat and/or species),Atmospheric pollution,Global warming,CR,Conophytum smorenskaduense
SKr18,Natural disasters,Drought,,CR,Conophytum smorenskaduense
SKr5,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum stephanii subsp. stephanii
FFs1,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum swanepoelianum subsp. swanepoelianum
SKn2,Pollution (affecting habitat and/or species),Atmospheric pollution,Global warming,EN,Conophytum tantillum subsp. tantillum
SKn2,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum tantillum subsp. tantillum
SKn2,Natural disasters,Drought,,EN,Conophytum tantillum subsp. tantillum
NKb3,Habitat degradation,Agriculture,Livestock,EN,Conophytum blandum
NKb3,Natural disasters,Drought,,EN,Conophytum blandum
NKb3,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum blandum
NKb3,Pollution (affecting habitat and/or species),Atmospheric pollution,Global warming,EN,Conophytum blandum
SKn3,Habitat degradation,Agriculture,Livestock,EN,Conophytum blandum
SKn3,Natural disasters,Drought,,EN,Conophytum blandum
SKn3,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum blandum
SKn3,Pollution (affecting habitat and/or species),Atmospheric pollution,Global warming,EN,Conophytum blandum
SKr18,Habitat degradation,Agriculture,Livestock,EN,Conophytum blandum
SKr18,Natural disasters,Drought,,EN,Conophytum blandum
SKr18,Harvesting [gathering],Cultural/scientific/leisure activities,,EN,Conophytum blandum
SKr18,Pollution (affecting habitat and/or species),Atmospheric pollution,Global warming,EN,Conophytum blandum
FFg2,Invasive Alien Species (direct effects),,,CR,Conophytum turrigerum
FFg2,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum turrigerum
FRg2,Invasive Alien Species (direct effects),,,CR,Conophytum turrigerum
FRg2,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum turrigerum
SKr18,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum vanheerdei
SKr18,Habitat degradation,Agriculture,Livestock,CR,Conophytum vanheerdei
SKn1,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Conophytum violaciflorum
SKr14,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum achabense
SKr18,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum achabense
SKn1,Harvesting [gathering],Cultural/scientific/leisure activities,,CR,Conophytum youngii
SKn1,Habitat degradation,Agriculture,Livestock,CR,Conophytum buysianum subsp. buysianum
SKn1,Natural disasters,Drought,,CR,Conophytum buysianum subsp. buysianum
SKn1,Pollution (affecting habitat and/or species),Atmospheric pollution,Global warming,CR,Conophytum buysianum subsp. buysianum
