VegCode,Threat,SubThreat,SubSubThreat,NATIONAL STATUS,Taxon
FFh1,Habitat loss,Infrastructure development,,EN,Moraea variabilis
FFh1,Habitat degradation,Land management of non-agricultural areas,,EN,Moraea variabilis
FFh1,Pollution (affecting habitat and/or species),Water pollution,,EN,Moraea variabilis
FFh1,Habitat loss,Agriculture,Crops,EN,Moraea variabilis
FFh1,Habitat degradation,Agriculture,Abandonment,EN,Moraea variabilis
FFh1,Habitat loss,Infrastructure development,Industry,EN,Moraea variabilis
FRs4,Habitat degradation,Agriculture,Livestock,EN,Moraea variabilis
FRs4,Pollution (affecting habitat and/or species),Land pollution,,EN,Moraea variabilis
FRs4,Invasive Alien Species (direct effects),Competitors,,EN,Moraea variabilis
FRs4,Habitat loss,Infrastructure development,Human settlement,EN,Moraea variabilis
FRs4,Habitat loss,Infrastructure development,,EN,Moraea variabilis
FRs4,Habitat degradation,Land management of non-agricultural areas,,EN,Moraea variabilis
FRs4,Pollution (affecting habitat and/or species),Water pollution,,EN,Moraea variabilis
FRs4,Habitat loss,Agriculture,Crops,EN,Moraea variabilis
FRs4,Habitat degradation,Agriculture,Abandonment,EN,Moraea variabilis
FRs4,Habitat loss,Infrastructure development,Industry,EN,Moraea variabilis
FFa2,Invasive Alien Species (direct effects),Competitors,,VU,Moraea versicolor
FFa2,Invasive Alien Species (direct effects),,,VU,Moraea versicolor
FFa2,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Moraea versicolor
FFa2,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea versicolor
FFa2,Habitat degradation,Fires,Too frequent fires,VU,Moraea versicolor
FFa2,Habitat degradation,Fires,Too irregular fires,VU,Moraea versicolor
FFa2,Habitat loss,Agriculture,Crops,VU,Moraea versicolor
FFa2,Habitat loss,Infrastructure development,Human settlement,VU,Moraea versicolor
FFa2,Habitat degradation,Agriculture,,VU,Moraea versicolor
FFd6,Invasive Alien Species (direct effects),Competitors,,VU,Moraea versicolor
FFd6,Invasive Alien Species (direct effects),,,VU,Moraea versicolor
FFd6,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Moraea versicolor
FFd6,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea versicolor
FFd6,Habitat degradation,Fires,Too frequent fires,VU,Moraea versicolor
FFd6,Habitat degradation,Fires,Too irregular fires,VU,Moraea versicolor
FFd6,Habitat loss,Agriculture,Crops,VU,Moraea versicolor
FFd6,Habitat loss,Infrastructure development,Human settlement,VU,Moraea versicolor
FFd6,Habitat degradation,Agriculture,,VU,Moraea versicolor
FFf1,Invasive Alien Species (direct effects),Competitors,,VU,Moraea versicolor
FFf1,Invasive Alien Species (direct effects),,,VU,Moraea versicolor
FFf1,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Moraea versicolor
FFf1,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea versicolor
FFf1,Habitat degradation,Fires,Too frequent fires,VU,Moraea versicolor
FFf1,Habitat degradation,Fires,Too irregular fires,VU,Moraea versicolor
FFf1,Habitat loss,Agriculture,Crops,VU,Moraea versicolor
FFf1,Habitat loss,Infrastructure development,Human settlement,VU,Moraea versicolor
FFf1,Habitat degradation,Agriculture,,VU,Moraea versicolor
FFg2,Invasive Alien Species (direct effects),Competitors,,VU,Moraea versicolor
FFg2,Invasive Alien Species (direct effects),,,VU,Moraea versicolor
FFg2,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Moraea versicolor
FFg2,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea versicolor
FFg2,Habitat degradation,Fires,Too frequent fires,VU,Moraea versicolor
FFg2,Habitat degradation,Fires,Too irregular fires,VU,Moraea versicolor
FFg2,Habitat loss,Agriculture,Crops,VU,Moraea versicolor
FFg2,Habitat loss,Infrastructure development,Human settlement,VU,Moraea versicolor
FFg2,Habitat degradation,Agriculture,,VU,Moraea versicolor
FFg3,Invasive Alien Species (direct effects),Competitors,,VU,Moraea versicolor
FFg3,Invasive Alien Species (direct effects),,,VU,Moraea versicolor
FFg3,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Moraea versicolor
FFg3,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea versicolor
FFg3,Habitat degradation,Fires,Too frequent fires,VU,Moraea versicolor
FFg3,Habitat degradation,Fires,Too irregular fires,VU,Moraea versicolor
FFg3,Habitat loss,Agriculture,Crops,VU,Moraea versicolor
FFg3,Habitat loss,Infrastructure development,Human settlement,VU,Moraea versicolor
FFg3,Habitat degradation,Agriculture,,VU,Moraea versicolor
FFh4,Invasive Alien Species (direct effects),Competitors,,VU,Moraea versicolor
FFh4,Invasive Alien Species (direct effects),,,VU,Moraea versicolor
FFh4,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Moraea versicolor
FFh4,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea versicolor
FFh4,Habitat degradation,Fires,Too frequent fires,VU,Moraea versicolor
FFh4,Habitat degradation,Fires,Too irregular fires,VU,Moraea versicolor
FFh4,Habitat loss,Agriculture,Crops,VU,Moraea versicolor
FFh4,Habitat loss,Infrastructure development,Human settlement,VU,Moraea versicolor
FFh4,Habitat degradation,Agriculture,,VU,Moraea versicolor
FFh5,Invasive Alien Species (direct effects),Competitors,,VU,Moraea versicolor
FFh5,Invasive Alien Species (direct effects),,,VU,Moraea versicolor
FFh5,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Moraea versicolor
FFh5,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea versicolor
FFh5,Habitat degradation,Fires,Too frequent fires,VU,Moraea versicolor
FFh5,Habitat degradation,Fires,Too irregular fires,VU,Moraea versicolor
FFh5,Habitat loss,Agriculture,Crops,VU,Moraea versicolor
FFh5,Habitat loss,Infrastructure development,Human settlement,VU,Moraea versicolor
FFh5,Habitat degradation,Agriculture,,VU,Moraea versicolor
FFh6,Invasive Alien Species (direct effects),Competitors,,VU,Moraea versicolor
FFh6,Invasive Alien Species (direct effects),,,VU,Moraea versicolor
FFh6,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Moraea versicolor
FFh6,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea versicolor
FFh6,Habitat degradation,Fires,Too frequent fires,VU,Moraea versicolor
FFh6,Habitat degradation,Fires,Too irregular fires,VU,Moraea versicolor
FFh6,Habitat loss,Agriculture,Crops,VU,Moraea versicolor
FFh6,Habitat loss,Infrastructure development,Human settlement,VU,Moraea versicolor
FFh6,Habitat degradation,Agriculture,,VU,Moraea versicolor
FRg2,Invasive Alien Species (direct effects),Competitors,,VU,Moraea versicolor
FRg2,Invasive Alien Species (direct effects),,,VU,Moraea versicolor
FRg2,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Moraea versicolor
FRg2,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea versicolor
FRg2,Habitat degradation,Fires,Too frequent fires,VU,Moraea versicolor
FRg2,Habitat degradation,Fires,Too irregular fires,VU,Moraea versicolor
FRg2,Habitat loss,Agriculture,Crops,VU,Moraea versicolor
FRg2,Habitat loss,Infrastructure development,Human settlement,VU,Moraea versicolor
FRg2,Habitat degradation,Agriculture,,VU,Moraea versicolor
FRs10,Invasive Alien Species (direct effects),Competitors,,VU,Moraea versicolor
FRs10,Invasive Alien Species (direct effects),,,VU,Moraea versicolor
FRs10,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Moraea versicolor
FRs10,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea versicolor
FRs10,Habitat degradation,Fires,Too frequent fires,VU,Moraea versicolor
FRs10,Habitat degradation,Fires,Too irregular fires,VU,Moraea versicolor
FRs10,Habitat loss,Agriculture,Crops,VU,Moraea versicolor
FRs10,Habitat loss,Infrastructure development,Human settlement,VU,Moraea versicolor
FRs10,Habitat degradation,Agriculture,,VU,Moraea versicolor
FRs12,Invasive Alien Species (direct effects),Competitors,,VU,Moraea versicolor
FRs12,Invasive Alien Species (direct effects),,,VU,Moraea versicolor
FRs12,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Moraea versicolor
FRs12,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea versicolor
FRs12,Habitat degradation,Fires,Too frequent fires,VU,Moraea versicolor
FRs12,Habitat degradation,Fires,Too irregular fires,VU,Moraea versicolor
FRs12,Habitat loss,Agriculture,Crops,VU,Moraea versicolor
FRs12,Habitat loss,Infrastructure development,Human settlement,VU,Moraea versicolor
FRs12,Habitat degradation,Agriculture,,VU,Moraea versicolor
FRs8,Invasive Alien Species (direct effects),Competitors,,VU,Moraea versicolor
FRs8,Invasive Alien Species (direct effects),,,VU,Moraea versicolor
FRs8,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Moraea versicolor
FRs8,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea versicolor
FRs8,Habitat degradation,Fires,Too frequent fires,VU,Moraea versicolor
FRs8,Habitat degradation,Fires,Too irregular fires,VU,Moraea versicolor
FRs8,Habitat loss,Agriculture,Crops,VU,Moraea versicolor
FRs8,Habitat loss,Infrastructure development,Human settlement,VU,Moraea versicolor
FRs8,Habitat degradation,Agriculture,,VU,Moraea versicolor
FRs9,Invasive Alien Species (direct effects),Competitors,,VU,Moraea versicolor
FRs9,Invasive Alien Species (direct effects),,,VU,Moraea versicolor
FRs9,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Moraea versicolor
FRs9,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea versicolor
FRs9,Habitat degradation,Fires,Too frequent fires,VU,Moraea versicolor
FRs9,Habitat degradation,Fires,Too irregular fires,VU,Moraea versicolor
FRs9,Habitat loss,Agriculture,Crops,VU,Moraea versicolor
FRs9,Habitat loss,Infrastructure development,Human settlement,VU,Moraea versicolor
FRs9,Habitat degradation,Agriculture,,VU,Moraea versicolor
FFd6,Invasive Alien Species (direct effects),Competitors,,VU,Moraea deltoidea
FFd6,Habitat degradation,Fires,Too irregular fires,VU,Moraea deltoidea
FFd6,Habitat loss,Infrastructure development,Human settlement,VU,Moraea deltoidea
FFs11,Invasive Alien Species (direct effects),Competitors,,VU,Moraea deltoidea
FFs11,Habitat degradation,Fires,Too irregular fires,VU,Moraea deltoidea
FFs11,Habitat loss,Infrastructure development,Human settlement,VU,Moraea deltoidea
FFs12,Invasive Alien Species (direct effects),Competitors,,VU,Moraea deltoidea
FFs12,Habitat degradation,Fires,Too irregular fires,VU,Moraea deltoidea
FFs12,Habitat loss,Infrastructure development,Human settlement,VU,Moraea deltoidea
FFf1,Habitat degradation,Agriculture,Livestock,EN,Moraea melanops
FFf1,Invasive Alien Species (direct effects),Competitors,,EN,Moraea melanops
FFf1,Habitat loss,Agriculture,Crops,EN,Moraea melanops
FFf1,Invasive Alien Species (direct effects),,,EN,Moraea melanops
FRs11,Habitat degradation,Agriculture,Livestock,EN,Moraea melanops
FRs11,Invasive Alien Species (direct effects),Competitors,,EN,Moraea melanops
FRs11,Habitat loss,Agriculture,Crops,EN,Moraea melanops
FRs11,Invasive Alien Species (direct effects),,,EN,Moraea melanops
FRs12,Habitat degradation,Agriculture,Livestock,EN,Moraea melanops
FRs12,Invasive Alien Species (direct effects),Competitors,,EN,Moraea melanops
FRs12,Habitat loss,Agriculture,Crops,EN,Moraea melanops
FRs12,Invasive Alien Species (direct effects),,,EN,Moraea melanops
FS2,Habitat loss,Extraction,Mining,EN,Moraea calcicola
FS2,Habitat loss,Infrastructure development,Human settlement,EN,Moraea calcicola
FS4,Habitat loss,Extraction,Mining,EN,Moraea calcicola
FS4,Habitat loss,Infrastructure development,Human settlement,EN,Moraea calcicola
FFa2,Invasive Alien Species (direct effects),Competitors,,VU,Moraea cooperi
FFa2,Habitat loss,Agriculture,Crops,VU,Moraea cooperi
FFa2,Habitat degradation,Fires,Too irregular fires,VU,Moraea cooperi
FFa3,Invasive Alien Species (direct effects),Competitors,,VU,Moraea cooperi
FFa3,Habitat loss,Agriculture,Crops,VU,Moraea cooperi
FFa3,Habitat degradation,Fires,Too irregular fires,VU,Moraea cooperi
FFb2,Invasive Alien Species (direct effects),Competitors,,VU,Moraea cooperi
FFb2,Habitat loss,Agriculture,Crops,VU,Moraea cooperi
FFb2,Habitat degradation,Fires,Too irregular fires,VU,Moraea cooperi
FFf1,Invasive Alien Species (direct effects),Competitors,,VU,Moraea cooperi
FFf1,Habitat loss,Agriculture,Crops,VU,Moraea cooperi
FFf1,Habitat degradation,Fires,Too irregular fires,VU,Moraea cooperi
FFg2,Invasive Alien Species (direct effects),Competitors,,VU,Moraea cooperi
FFg2,Habitat loss,Agriculture,Crops,VU,Moraea cooperi
FFg2,Habitat degradation,Fires,Too irregular fires,VU,Moraea cooperi
FFh4,Invasive Alien Species (direct effects),Competitors,,VU,Moraea cooperi
FFh4,Habitat loss,Agriculture,Crops,VU,Moraea cooperi
FFh4,Habitat degradation,Fires,Too irregular fires,VU,Moraea cooperi
FFh5,Invasive Alien Species (direct effects),Competitors,,VU,Moraea cooperi
FFh5,Habitat loss,Agriculture,Crops,VU,Moraea cooperi
FFh5,Habitat degradation,Fires,Too irregular fires,VU,Moraea cooperi
FFh7,Invasive Alien Species (direct effects),Competitors,,VU,Moraea cooperi
FFh7,Habitat loss,Agriculture,Crops,VU,Moraea cooperi
FFh7,Habitat degradation,Fires,Too irregular fires,VU,Moraea cooperi
FRg2,Invasive Alien Species (direct effects),Competitors,,VU,Moraea cooperi
FRg2,Habitat loss,Agriculture,Crops,VU,Moraea cooperi
FRg2,Habitat degradation,Fires,Too irregular fires,VU,Moraea cooperi
SKr13,Habitat degradation,Agriculture,Livestock,EN,Moraea flexicaulis
SKr7,Habitat degradation,Agriculture,Livestock,EN,Moraea flexicaulis
FFs18,Habitat degradation,Agriculture,Livestock,EN,Moraea lilacina
FRs7,Habitat degradation,Agriculture,Livestock,EN,Moraea lilacina
SKv11,Habitat degradation,Agriculture,Livestock,EN,Moraea lilacina
FRs9,Habitat degradation,Fires,Too irregular fires,CR,Moraea simplex
FRs9,Habitat loss,Agriculture,Crops,CR,Moraea simplex
FRs9,Invasive Alien Species (direct effects),Competitors,,CR,Moraea simplex
FRs9,Pollution (affecting habitat and/or species),Land pollution,Agricultural,CR,Moraea simplex
FFf1,Habitat degradation,Agriculture,Livestock,EN,Moraea debilis
FFf1,Habitat loss,Agriculture,Crops,EN,Moraea debilis
FFf1,Invasive Alien Species (direct effects),Competitors,,EN,Moraea debilis
FFf1,Habitat loss,Infrastructure development,Transport - land/air,EN,Moraea debilis
FFh6,Habitat degradation,Agriculture,Livestock,EN,Moraea debilis
FFh6,Habitat loss,Agriculture,Crops,EN,Moraea debilis
FFh6,Invasive Alien Species (direct effects),Competitors,,EN,Moraea debilis
FFh6,Habitat loss,Infrastructure development,Transport - land/air,EN,Moraea debilis
FFh7,Habitat degradation,Agriculture,Livestock,EN,Moraea debilis
FFh7,Habitat loss,Agriculture,Crops,EN,Moraea debilis
FFh7,Invasive Alien Species (direct effects),Competitors,,EN,Moraea debilis
FFh7,Habitat loss,Infrastructure development,Transport - land/air,EN,Moraea debilis
FRs11,Habitat degradation,Agriculture,Livestock,EN,Moraea debilis
FRs11,Habitat loss,Agriculture,Crops,EN,Moraea debilis
FRs11,Invasive Alien Species (direct effects),Competitors,,EN,Moraea debilis
FRs11,Habitat loss,Infrastructure development,Transport - land/air,EN,Moraea debilis
FRs12,Habitat degradation,Agriculture,Livestock,EN,Moraea debilis
FRs12,Habitat loss,Agriculture,Crops,EN,Moraea debilis
FRs12,Invasive Alien Species (direct effects),Competitors,,EN,Moraea debilis
FRs12,Habitat loss,Infrastructure development,Transport - land/air,EN,Moraea debilis
FRs13,Habitat degradation,Agriculture,Livestock,EN,Moraea debilis
FRs13,Habitat loss,Agriculture,Crops,EN,Moraea debilis
FRs13,Invasive Alien Species (direct effects),Competitors,,EN,Moraea debilis
FRs13,Habitat loss,Infrastructure development,Transport - land/air,EN,Moraea debilis
FFd8,Invasive Alien Species (direct effects),,,EN,Moraea vuvuzela
FFd8,Habitat loss,Agriculture,,EN,Moraea vuvuzela
FFd8,Habitat degradation,Agriculture,Livestock,EN,Moraea vuvuzela
FFd8,Habitat loss,Erosion,,EN,Moraea vuvuzela
FFh6,Invasive Alien Species (direct effects),,,EN,Moraea vuvuzela
FFh6,Habitat loss,Agriculture,,EN,Moraea vuvuzela
FFh6,Habitat degradation,Agriculture,Livestock,EN,Moraea vuvuzela
FFh6,Habitat loss,Erosion,,EN,Moraea vuvuzela
FRs8,Invasive Alien Species (direct effects),,,EN,Moraea vuvuzela
FRs8,Habitat loss,Agriculture,,EN,Moraea vuvuzela
FRs8,Habitat degradation,Agriculture,Livestock,EN,Moraea vuvuzela
FRs8,Habitat loss,Erosion,,EN,Moraea vuvuzela
FFa2,Invasive Alien Species (direct effects),Competitors,,VU,Moraea mutila
FFa2,Habitat degradation,Agriculture,Livestock,VU,Moraea mutila
FFa2,Habitat loss,Agriculture,Crops,VU,Moraea mutila
FFa2,Habitat degradation,Fires,Too irregular fires,VU,Moraea mutila
FFa2,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea mutila
FFa3,Invasive Alien Species (direct effects),Competitors,,VU,Moraea mutila
FFa3,Habitat degradation,Agriculture,Livestock,VU,Moraea mutila
FFa3,Habitat loss,Agriculture,Crops,VU,Moraea mutila
FFa3,Habitat degradation,Fires,Too irregular fires,VU,Moraea mutila
FFa3,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea mutila
FFh4,Invasive Alien Species (direct effects),Competitors,,VU,Moraea mutila
FFh4,Habitat degradation,Agriculture,Livestock,VU,Moraea mutila
FFh4,Habitat loss,Agriculture,Crops,VU,Moraea mutila
FFh4,Habitat degradation,Fires,Too irregular fires,VU,Moraea mutila
FFh4,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea mutila
FRa2,Invasive Alien Species (direct effects),Competitors,,VU,Moraea mutila
FRa2,Habitat degradation,Agriculture,Livestock,VU,Moraea mutila
FRa2,Habitat loss,Agriculture,Crops,VU,Moraea mutila
FRa2,Habitat degradation,Fires,Too irregular fires,VU,Moraea mutila
FRa2,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea mutila
FRc1,Invasive Alien Species (direct effects),Competitors,,VU,Moraea mutila
FRc1,Habitat degradation,Agriculture,Livestock,VU,Moraea mutila
FRc1,Habitat loss,Agriculture,Crops,VU,Moraea mutila
FRc1,Habitat degradation,Fires,Too irregular fires,VU,Moraea mutila
FRc1,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea mutila
FRg2,Invasive Alien Species (direct effects),Competitors,,VU,Moraea mutila
FRg2,Habitat degradation,Agriculture,Livestock,VU,Moraea mutila
FRg2,Habitat loss,Agriculture,Crops,VU,Moraea mutila
FRg2,Habitat degradation,Fires,Too irregular fires,VU,Moraea mutila
FRg2,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea mutila
FRs10,Invasive Alien Species (direct effects),Competitors,,VU,Moraea mutila
FRs10,Habitat degradation,Agriculture,Livestock,VU,Moraea mutila
FRs10,Habitat loss,Agriculture,Crops,VU,Moraea mutila
FRs10,Habitat degradation,Fires,Too irregular fires,VU,Moraea mutila
FRs10,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea mutila
FRs8,Invasive Alien Species (direct effects),Competitors,,VU,Moraea mutila
FRs8,Habitat degradation,Agriculture,Livestock,VU,Moraea mutila
FRs8,Habitat loss,Agriculture,Crops,VU,Moraea mutila
FRs8,Habitat degradation,Fires,Too irregular fires,VU,Moraea mutila
FRs8,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea mutila
FRs9,Invasive Alien Species (direct effects),Competitors,,VU,Moraea mutila
FRs9,Habitat degradation,Agriculture,Livestock,VU,Moraea mutila
FRs9,Habitat loss,Agriculture,Crops,VU,Moraea mutila
FRs9,Habitat degradation,Fires,Too irregular fires,VU,Moraea mutila
FRs9,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Moraea mutila
FFh1,Habitat loss,Agriculture,Crops,NT,Moraea tripetala subsp. violacea
FFh1,Habitat loss,Infrastructure development,Human settlement,NT,Moraea tripetala subsp. violacea
FFh1,Invasive Alien Species (direct effects),Competitors,,NT,Moraea tripetala subsp. violacea
FFh4,Habitat loss,Agriculture,Crops,NT,Moraea tripetala subsp. violacea
FFh4,Habitat loss,Infrastructure development,Human settlement,NT,Moraea tripetala subsp. violacea
FFh4,Invasive Alien Species (direct effects),Competitors,,NT,Moraea tripetala subsp. violacea
FFh8,Habitat loss,Agriculture,Crops,NT,Moraea tripetala subsp. violacea
FFh8,Habitat loss,Infrastructure development,Human settlement,NT,Moraea tripetala subsp. violacea
FFh8,Invasive Alien Species (direct effects),Competitors,,NT,Moraea tripetala subsp. violacea
FRs4,Habitat loss,Agriculture,Crops,NT,Moraea tripetala subsp. violacea
FRs4,Habitat loss,Infrastructure development,Human settlement,NT,Moraea tripetala subsp. violacea
FRs4,Invasive Alien Species (direct effects),Competitors,,NT,Moraea tripetala subsp. violacea
FRs6,Habitat loss,Agriculture,Crops,NT,Moraea tripetala subsp. violacea
FRs6,Habitat loss,Infrastructure development,Human settlement,NT,Moraea tripetala subsp. violacea
FRs6,Invasive Alien Species (direct effects),Competitors,,NT,Moraea tripetala subsp. violacea
FRs7,Habitat loss,Agriculture,Crops,NT,Moraea tripetala subsp. violacea
FRs7,Habitat loss,Infrastructure development,Human settlement,NT,Moraea tripetala subsp. violacea
FRs7,Invasive Alien Species (direct effects),Competitors,,NT,Moraea tripetala subsp. violacea
FRs8,Habitat loss,Agriculture,Crops,NT,Moraea tripetala subsp. violacea
FRs8,Habitat loss,Infrastructure development,Human settlement,NT,Moraea tripetala subsp. violacea
FRs8,Invasive Alien Species (direct effects),Competitors,,NT,Moraea tripetala subsp. violacea
SKv5,Habitat loss,Agriculture,Crops,NT,Moraea tripetala subsp. violacea
SKv5,Habitat loss,Infrastructure development,Human settlement,NT,Moraea tripetala subsp. violacea
SKv5,Invasive Alien Species (direct effects),Competitors,,NT,Moraea tripetala subsp. violacea
SKv6,Habitat loss,Agriculture,Crops,NT,Moraea tripetala subsp. violacea
SKv6,Habitat loss,Infrastructure development,Human settlement,NT,Moraea tripetala subsp. violacea
SKv6,Invasive Alien Species (direct effects),Competitors,,NT,Moraea tripetala subsp. violacea
SKv7,Habitat loss,Agriculture,Crops,NT,Moraea tripetala subsp. violacea
SKv7,Habitat loss,Infrastructure development,Human settlement,NT,Moraea tripetala subsp. violacea
SKv7,Invasive Alien Species (direct effects),Competitors,,NT,Moraea tripetala subsp. violacea
FFa2,Habitat loss,Infrastructure development,Human settlement,CR,Moraea ogamana
FFa2,Invasive Alien Species (direct effects),Competitors,,CR,Moraea ogamana
FFa2,Habitat degradation,Fires,Too frequent fires,CR,Moraea ogamana
FFa3,Habitat loss,Infrastructure development,Human settlement,CR,Moraea ogamana
FFa3,Invasive Alien Species (direct effects),Competitors,,CR,Moraea ogamana
FFa3,Habitat degradation,Fires,Too frequent fires,CR,Moraea ogamana
FFa4,Habitat loss,Infrastructure development,Human settlement,CR,Moraea ogamana
FFa4,Invasive Alien Species (direct effects),Competitors,,CR,Moraea ogamana
FFa4,Habitat degradation,Fires,Too frequent fires,CR,Moraea ogamana
FFd5,Habitat loss,Infrastructure development,Human settlement,CR,Moraea ogamana
FFd5,Invasive Alien Species (direct effects),Competitors,,CR,Moraea ogamana
FFd5,Habitat degradation,Fires,Too frequent fires,CR,Moraea ogamana
FS2,Invasive Alien Species (direct effects),Competitors,,CR,Moraea saldanhensis
FS2,Habitat loss,Infrastructure development,Human settlement,CR,Moraea saldanhensis
FS2,Habitat degradation,Agriculture,Livestock,CR,Moraea saldanhensis
FS2,Habitat loss,Agriculture,Crops,CR,Moraea saldanhensis
AT40,Habitat loss,Infrastructure development,Tourism/recreation,NT,Moraea elsiae
AT40,Habitat loss,Agriculture,Crops,NT,Moraea elsiae
AT40,Habitat loss,Infrastructure development,Human settlement,NT,Moraea elsiae
AT40,Invasive Alien Species (direct effects),Competitors,,NT,Moraea elsiae
FFa3,Habitat loss,Infrastructure development,Tourism/recreation,NT,Moraea elsiae
FFa3,Habitat loss,Agriculture,Crops,NT,Moraea elsiae
FFa3,Habitat loss,Infrastructure development,Human settlement,NT,Moraea elsiae
FFa3,Invasive Alien Species (direct effects),Competitors,,NT,Moraea elsiae
FFa4,Habitat loss,Infrastructure development,Tourism/recreation,NT,Moraea elsiae
FFa4,Habitat loss,Agriculture,Crops,NT,Moraea elsiae
FFa4,Habitat loss,Infrastructure development,Human settlement,NT,Moraea elsiae
FFa4,Invasive Alien Species (direct effects),Competitors,,NT,Moraea elsiae
FFd4,Habitat loss,Infrastructure development,Tourism/recreation,NT,Moraea elsiae
FFd4,Habitat loss,Agriculture,Crops,NT,Moraea elsiae
FFd4,Habitat loss,Infrastructure development,Human settlement,NT,Moraea elsiae
FFd4,Invasive Alien Species (direct effects),Competitors,,NT,Moraea elsiae
FFd5,Habitat loss,Infrastructure development,Tourism/recreation,NT,Moraea elsiae
FFd5,Habitat loss,Agriculture,Crops,NT,Moraea elsiae
FFd5,Habitat loss,Infrastructure development,Human settlement,NT,Moraea elsiae
FFd5,Invasive Alien Species (direct effects),Competitors,,NT,Moraea elsiae
FFd6,Habitat loss,Infrastructure development,Tourism/recreation,NT,Moraea elsiae
FFd6,Habitat loss,Agriculture,Crops,NT,Moraea elsiae
FFd6,Habitat loss,Infrastructure development,Human settlement,NT,Moraea elsiae
FFd6,Invasive Alien Species (direct effects),Competitors,,NT,Moraea elsiae
FFd7,Habitat loss,Infrastructure development,Tourism/recreation,NT,Moraea elsiae
FFd7,Habitat loss,Agriculture,Crops,NT,Moraea elsiae
FFd7,Habitat loss,Infrastructure development,Human settlement,NT,Moraea elsiae
FFd7,Invasive Alien Species (direct effects),Competitors,,NT,Moraea elsiae
FFg3,Habitat loss,Infrastructure development,Tourism/recreation,NT,Moraea elsiae
FFg3,Habitat loss,Agriculture,Crops,NT,Moraea elsiae
FFg3,Habitat loss,Infrastructure development,Human settlement,NT,Moraea elsiae
FFg3,Invasive Alien Species (direct effects),Competitors,,NT,Moraea elsiae
FRg2,Habitat loss,Infrastructure development,Tourism/recreation,NT,Moraea elsiae
FRg2,Habitat loss,Agriculture,Crops,NT,Moraea elsiae
FRg2,Habitat loss,Infrastructure development,Human settlement,NT,Moraea elsiae
FRg2,Invasive Alien Species (direct effects),Competitors,,NT,Moraea elsiae
FS6,Habitat loss,Infrastructure development,Tourism/recreation,NT,Moraea elsiae
FS6,Habitat loss,Agriculture,Crops,NT,Moraea elsiae
FS6,Habitat loss,Infrastructure development,Human settlement,NT,Moraea elsiae
FS6,Invasive Alien Species (direct effects),Competitors,,NT,Moraea elsiae
FS7,Habitat loss,Infrastructure development,Tourism/recreation,NT,Moraea elsiae
FS7,Habitat loss,Agriculture,Crops,NT,Moraea elsiae
FS7,Habitat loss,Infrastructure development,Human settlement,NT,Moraea elsiae
FS7,Invasive Alien Species (direct effects),Competitors,,NT,Moraea elsiae
FFc1,Habitat degradation,Agriculture,Livestock,NT,Moraea fergusoniae
FFc1,Invasive Alien Species (direct effects),Competitors,,NT,Moraea fergusoniae
FFc1,Habitat loss,Agriculture,Crops,NT,Moraea fergusoniae
FFg5,Habitat degradation,Agriculture,Livestock,NT,Moraea fergusoniae
FFg5,Invasive Alien Species (direct effects),Competitors,,NT,Moraea fergusoniae
FFg5,Habitat loss,Agriculture,Crops,NT,Moraea fergusoniae
