"","...1","LC","T_MAPCODE","IAT","IAT_cert","n","km2"
"577",4854,6,"FFt2",3,0,1,1e-04
"578",4857,1,"FOz1",3,0,1127,0.1127
"579",4858,2,"FOz1",3,0,57,0.0057
"580",4863,7,"FOz1",3,0,1,1e-04
"581",4865,1,"FOz3",3,0,62,0.0062
"582",4873,1,"FOz6",3,0,336,0.0336
"583",4874,2,"FOz6",3,0,46,0.0046
"584",4905,1,"FRc2",3,0,20,0.002
"585",4906,2,"FRc2",3,0,9,9e-04
"586",4908,4,"FRc2",3,0,56,0.0056
"587",4909,5,"FRc2",3,0,2,2e-04
"588",4911,7,"FRc2",3,0,19,0.0019
"589",4969,1,"FRs10",3,0,2,2e-04
"590",4970,2,"FRs10",3,0,2,2e-04
"591",4972,4,"FRs10",3,0,1,1e-04
"592",4985,1,"FRs12",3,0,24,0.0024
"593",4986,2,"FRs12",3,0,21,0.0021
"594",4993,1,"FRs13",3,0,44,0.0044
"595",4994,2,"FRs13",3,0,3,3e-04
"596",5041,1,"FRs19",3,0,8,8e-04
"597",5129,1,"FS10",3,0,473,0.0473
"598",5130,2,"FS10",3,0,2,2e-04
"599",5132,4,"FS10",3,0,5,5e-04
"600",5145,1,"FS12",3,0,198,0.0198
"601",5146,2,"FS12",3,0,2,2e-04
"602",5147,3,"FS12",3,0,1,1e-04
"603",5148,4,"FS12",3,0,33,0.0033
"604",5151,7,"FS12",3,0,12,0.0012
"605",5153,1,"FS13",3,0,121,0.0121
"606",5154,2,"FS13",3,0,2,2e-04
"607",5156,4,"FS13",3,0,13,0.0013
"608",5161,1,"FS14",3,0,136,0.0136
"609",5162,2,"FS14",3,0,1,1e-04
"610",5201,1,"FS6",3,0,127,0.0127
"611",5202,2,"FS6",3,0,7,7e-04
"612",5204,4,"FS6",3,0,42,0.0042
"613",5209,1,"FS7",3,0,145,0.0145
"614",5210,2,"FS7",3,0,3,3e-04
"615",5217,1,"FS9",3,0,779,0.0779
"616",5218,2,"FS9",3,0,2,2e-04
"617",5220,4,"FS9",3,0,10,0.001
"618",5223,7,"FS9",3,0,7,7e-04
"619",5345,1,"NKl4",3,0,1512,0.1512
"620",5346,2,"NKl4",3,0,90,0.009
"621",5347,3,"NKl4",3,0,2,2e-04
"622",5349,5,"NKl4",3,0,17,0.0017
"623",5665,1,"SVs7",3,0,25119,2.5119
"624",5666,2,"SVs7",3,0,1466,0.1466
"625",5668,4,"SVs7",3,0,2,2e-04
"626",5669,5,"SVs7",3,0,115,0.0115
"627",5671,7,"SVs7",3,0,1055,0.1055
"628",5673,1,"SVs8",3,0,46797,4.6797
"629",5674,2,"SVs8",3,0,1796,0.1796
"630",5675,3,"SVs8",3,0,2,2e-04
"631",5676,4,"SVs8",3,0,206,0.0206
"632",5677,5,"SVs8",3,0,518,0.0518
"633",5679,7,"SVs8",3,0,3235,0.3235
"634",5705,1,"AT17",4,0,14608,1.4608
"635",5706,2,"AT17",4,0,1101,0.1101
"636",5708,4,"AT17",4,0,257,0.0257
"637",5709,5,"AT17",4,0,737,0.0737
"638",5711,7,"AT17",4,0,13,0.0013
"639",5713,1,"AT18",4,0,1248,0.1248
"640",5714,2,"AT18",4,0,24,0.0024
"641",5721,1,"AT19",4,0,39,0.0039
"642",5761,1,"AT25",4,0,2,2e-04
"643",5769,1,"AT26",4,0,520,0.052
"644",5770,2,"AT26",4,0,32,0.0032
"645",5771,3,"AT26",4,0,1,1e-04
"646",5772,4,"AT26",4,0,26,0.0026
"647",5773,5,"AT26",4,0,9,9e-04
"648",5801,1,"AT30",4,0,14,0.0014
"649",5809,1,"AT31",4,0,2152,0.2152
"650",5810,2,"AT31",4,0,1232,0.1232
"651",5813,5,"AT31",4,0,449,0.0449
"652",5817,1,"AT32",4,0,6942,0.6942
"653",5818,2,"AT32",4,0,853,0.0853
"654",5819,3,"AT32",4,0,3,3e-04
"655",5821,5,"AT32",4,0,383,0.0383
"656",5841,1,"AT35",4,0,77,0.0077
"657",5845,5,"AT35",4,0,4,4e-04
"658",5849,1,"AT36",4,0,1454,0.1454
"659",5850,2,"AT36",4,0,64,0.0064
"660",5852,4,"AT36",4,0,329,0.0329
"661",5855,7,"AT36",4,0,97,0.0097
"662",5857,1,"AT37",4,0,324,0.0324
"663",5858,2,"AT37",4,0,8,8e-04
"664",5861,5,"AT37",4,0,5,5e-04
"665",5865,1,"AT38",4,0,1505,0.1505
"666",5866,2,"AT38",4,0,363,0.0363
"667",5867,3,"AT38",4,0,1,1e-04
"668",5868,4,"AT38",4,0,297,0.0297
"669",5869,5,"AT38",4,0,355,0.0355
"670",5871,7,"AT38",4,0,191,0.0191
"671",5873,1,"AT39",4,0,79,0.0079
"672",5874,2,"AT39",4,0,1,1e-04
"673",5881,1,"AT40",4,0,705,0.0705
"674",5882,2,"AT40",4,0,41,0.0041
"675",5884,4,"AT40",4,0,43,0.0043
"676",5885,5,"AT40",4,0,1,1e-04
"677",5889,1,"AT41",4,0,8454,0.8454
"678",5890,2,"AT41",4,0,326,0.0326
"679",5892,4,"AT41",4,0,1420,0.142
"680",5893,5,"AT41",4,0,73,0.0073
"681",5895,7,"AT41",4,0,38,0.0038
"682",5913,1,"AT44",4,0,69,0.0069
"683",5921,1,"AT45",4,0,566,0.0566
"684",5922,2,"AT45",4,0,284,0.0284
"685",5924,4,"AT45",4,0,1,1e-04
"686",5925,5,"AT45",4,0,15,0.0015
"687",5927,7,"AT45",4,0,4,4e-04
"688",5937,1,"AT47",4,0,73,0.0073
"689",5945,1,"AT48",4,0,6,6e-04
"690",5953,1,"AT49",4,0,81,0.0081
"691",5954,2,"AT49",4,0,7,7e-04
"692",5961,1,"AT50",4,0,782,0.0782
"693",5962,2,"AT50",4,0,83,0.0083
"694",5964,4,"AT50",4,0,76,0.0076
"695",5965,5,"AT50",4,0,12,0.0012
"696",5969,1,"AT51",4,0,449,0.0449
"697",5970,2,"AT51",4,0,42,0.0042
"698",5972,4,"AT51",4,0,16,0.0016
"699",5973,5,"AT51",4,0,6,6e-04
"700",5977,1,"AT52",4,0,716,0.0716
"701",5978,2,"AT52",4,0,49,0.0049
"702",5981,5,"AT52",4,0,50,0.005
"703",5985,1,"AT54",4,0,270,0.027
"704",5986,2,"AT54",4,0,122,0.0122
"705",6009,1,"AT57",4,0,21959,2.1959
"706",6010,2,"AT57",4,0,1815,0.1815
"707",6012,4,"AT57",4,0,1247,0.1247
"708",6013,5,"AT57",4,0,334,0.0334
"709",6015,7,"AT57",4,0,45,0.0045
"710",6033,1,"AZa2",4,0,39,0.0039
"711",6034,2,"AZa2",4,0,9,9e-04
"712",6036,4,"AZa2",4,0,1,1e-04
"713",6039,7,"AZa2",4,0,1,1e-04
"714",6041,1,"AZa6",4,0,274,0.0274
"715",6042,2,"AZa6",4,0,26,0.0026
"716",6044,4,"AZa6",4,0,62,0.0062
"717",6045,5,"AZa6",4,0,239,0.0239
"718",6057,1,"AZd3",4,0,70,0.007
"719",6058,2,"AZd3",4,0,2,2e-04
"720",6060,4,"AZd3",4,0,2,2e-04
"721",6065,1,"AZi1",4,0,3,3e-04
"722",6071,7,"AZi1",4,0,1,1e-04
"723",6081,1,"AZi6",4,0,52,0.0052
"724",6082,2,"AZi6",4,0,3,3e-04
"725",6085,5,"AZi6",4,0,22,0.0022
"726",6177,1,"FFb6",4,0,3,3e-04
"727",6178,2,"FFb6",4,0,11,0.0011
"728",6183,7,"FFb6",4,0,1,1e-04
"729",6185,1,"FFc1",4,0,9,9e-04
"730",6201,1,"FFd10",4,0,831,0.0831
"731",6202,2,"FFd10",4,0,67,0.0067
"732",6204,4,"FFd10",4,0,185,0.0185
"733",6205,5,"FFd10",4,0,11,0.0011
"734",6207,7,"FFd10",4,0,183,0.0183
"735",6209,1,"FFd11",4,0,58,0.0058
"736",6210,2,"FFd11",4,0,9,9e-04
"737",6212,4,"FFd11",4,0,11,0.0011
"738",6213,5,"FFd11",4,0,2,2e-04
"739",6215,7,"FFd11",4,0,1,1e-04
"740",6217,1,"FFd2",4,0,1,1e-04
"741",6218,2,"FFd2",4,0,3,3e-04
"742",6220,4,"FFd2",4,0,1,1e-04
"743",6225,1,"FFd3",4,0,5,5e-04
"744",6241,1,"FFd5",4,0,4,4e-04
"745",6242,2,"FFd5",4,0,6,6e-04
"746",6244,4,"FFd5",4,0,33,0.0033
"747",6249,1,"FFd6",4,0,363,0.0363
"748",6250,2,"FFd6",4,0,18,0.0018
"749",6252,4,"FFd6",4,0,66,0.0066
"750",6257,1,"FFd7",4,0,106,0.0106
"751",6258,2,"FFd7",4,0,6,6e-04
"752",6261,5,"FFd7",4,0,7,7e-04
"753",6263,7,"FFd7",4,0,1,1e-04
"754",6273,1,"FFd9",4,0,1,1e-04
"755",6276,4,"FFd9",4,0,6,6e-04
"756",6281,1,"FFf1",4,0,176,0.0176
"757",6282,2,"FFf1",4,0,66,0.0066
"758",6284,4,"FFf1",4,0,2,2e-04
"759",6285,5,"FFf1",4,0,4,4e-04
"760",6287,7,"FFf1",4,0,79,0.0079
"761",6289,1,"FFf2",4,0,119,0.0119
"762",6290,2,"FFf2",4,0,2,2e-04
"763",6292,4,"FFf2",4,0,5,5e-04
"764",6305,1,"FFg3",4,0,153,0.0153
"765",6306,2,"FFg3",4,0,13,0.0013
"766",6308,4,"FFg3",4,0,32,0.0032
"767",6311,7,"FFg3",4,0,19,0.0019
"768",6321,1,"FFg5",4,0,814,0.0814
"769",6322,2,"FFg5",4,0,41,0.0041
"770",6324,4,"FFg5",4,0,98,0.0098
"771",6337,1,"FFh10",4,0,202,0.0202
"772",6338,2,"FFh10",4,0,1,1e-04
"773",6341,5,"FFh10",4,0,4,4e-04
"774",6409,1,"FFh9",4,0,881,0.0881
"775",6410,2,"FFh9",4,0,264,0.0264
"776",6412,4,"FFh9",4,0,297,0.0297
"777",6413,5,"FFh9",4,0,41,0.0041
"778",6415,7,"FFh9",4,0,63,0.0063
"779",6417,1,"FFl1",4,0,166,0.0166
"780",6418,2,"FFl1",4,0,11,0.0011
"781",6420,4,"FFl1",4,0,36,0.0036
"782",6421,5,"FFl1",4,0,3,3e-04
"783",6425,1,"FFl2",4,0,298,0.0298
"784",6426,2,"FFl2",4,0,40,0.004
"785",6428,4,"FFl2",4,0,6,6e-04
"786",6433,1,"FFl3",4,0,190,0.019
"787",6436,4,"FFl3",4,0,6,6e-04
"788",6473,1,"FFq6",4,0,375,0.0375
"789",6474,2,"FFq6",4,0,3,3e-04
"790",6476,4,"FFq6",4,0,4,4e-04
"791",6477,5,"FFq6",4,0,1,1e-04
"792",6505,1,"FFs12",4,0,36,0.0036
"793",6506,2,"FFs12",4,0,23,0.0023
"794",6508,4,"FFs12",4,0,137,0.0137
"795",6529,1,"FFs15",4,0,11,0.0011
"796",6545,1,"FFs17",4,0,6,6e-04
"797",6548,4,"FFs17",4,0,1,1e-04
"798",6561,1,"FFs19",4,0,123,0.0123
"799",6562,2,"FFs19",4,0,5,5e-04
"800",6564,4,"FFs19",4,0,55,0.0055
"801",6569,1,"FFs2",4,0,2,2e-04
"802",6577,1,"FFs20",4,0,311,0.0311
"803",6578,2,"FFs20",4,0,18,0.0018
"804",6583,7,"FFs20",4,0,52,0.0052
"805",6633,1,"FFs27",4,0,212,0.0212
"806",6641,1,"FFs28",4,0,715,0.0715
"807",6642,2,"FFs28",4,0,23,0.0023
"808",6644,4,"FFs28",4,0,8,8e-04
"809",6645,5,"FFs28",4,0,51,0.0051
"810",6649,1,"FFs29",4,0,1962,0.1962
"811",6650,2,"FFs29",4,0,89,0.0089
"812",6652,4,"FFs29",4,0,51,0.0051
"813",6653,5,"FFs29",4,0,13,0.0013
"814",6655,7,"FFs29",4,0,2,2e-04
"815",6681,1,"FFs32",4,0,3,3e-04
"816",6729,1,"FFs9",4,0,577,0.0577
"817",6730,2,"FFs9",4,0,60,0.006
"818",6732,4,"FFs9",4,0,219,0.0219
"819",6745,1,"FFt2",4,0,313,0.0313
"820",6753,1,"FOz1",4,0,742,0.0742
"821",6754,2,"FOz1",4,0,115,0.0115
"822",6756,4,"FOz1",4,0,3,3e-04
"823",6759,7,"FOz1",4,0,1,1e-04
"824",6761,1,"FOz3",4,0,4,4e-04
"825",6769,1,"FOz6",4,0,4956,0.4956
"826",6770,2,"FOz6",4,0,1607,0.1607
"827",6772,4,"FOz6",4,0,3,3e-04
"828",6773,5,"FOz6",4,0,252,0.0252
"829",6801,1,"FRc2",4,0,60,0.006
"830",6802,2,"FRc2",4,0,34,0.0034
"831",6804,4,"FRc2",4,0,27,0.0027
"832",6805,5,"FRc2",4,0,5,5e-04
"833",6807,7,"FRc2",4,0,1,1e-04
"834",6809,1,"FRd1",4,0,4,4e-04
"835",6865,1,"FRs10",4,0,3,3e-04
"836",6866,2,"FRs10",4,0,8,8e-04
"837",6868,4,"FRs10",4,0,17,0.0017
"838",6881,1,"FRs12",4,0,5,5e-04
"839",6889,1,"FRs13",4,0,313,0.0313
"840",6890,2,"FRs13",4,0,42,0.0042
"841",6892,4,"FRs13",4,0,9,9e-04
"842",6893,5,"FRs13",4,0,7,7e-04
"843",6895,7,"FRs13",4,0,1,1e-04
"844",6897,1,"FRs14",4,0,11,0.0011
"845",6937,1,"FRs19",4,0,65,0.0065
"846",6938,2,"FRs19",4,0,30,0.003
"847",6940,4,"FRs19",4,0,9,9e-04
"848",6941,5,"FRs19",4,0,2,2e-04
"849",7017,1,"FS1",4,0,4,4e-04
"850",7018,2,"FS1",4,0,3,3e-04
"851",7020,4,"FS1",4,0,2,2e-04
"852",7025,1,"FS10",4,0,881,0.0881
"853",7026,2,"FS10",4,0,15,0.0015
"854",7028,4,"FS10",4,0,28,0.0028
"855",7041,1,"FS12",4,0,1646,0.1646
"856",7042,2,"FS12",4,0,114,0.0114
"857",7044,4,"FS12",4,0,614,0.0614
"858",7047,7,"FS12",4,0,7,7e-04
"859",7049,1,"FS13",4,0,483,0.0483
"860",7050,2,"FS13",4,0,47,0.0047
"861",7052,4,"FS13",4,0,384,0.0384
"862",7053,5,"FS13",4,0,4,4e-04
"863",7057,1,"FS14",4,0,462,0.0462
"864",7058,2,"FS14",4,0,2,2e-04
"865",7060,4,"FS14",4,0,114,0.0114
"866",7073,1,"FS3",4,0,45,0.0045
"867",7089,1,"FS5",4,0,1,1e-04
"868",7092,4,"FS5",4,0,1,1e-04
"869",7097,1,"FS6",4,0,301,0.0301
"870",7098,2,"FS6",4,0,29,0.0029
"871",7100,4,"FS6",4,0,67,0.0067
"872",7105,1,"FS7",4,0,188,0.0188
"873",7106,2,"FS7",4,0,7,7e-04
"874",7108,4,"FS7",4,0,42,0.0042
"875",7113,1,"FS9",4,0,464,0.0464
"876",7114,2,"FS9",4,0,23,0.0023
"877",7116,4,"FS9",4,0,50,0.005
"878",7117,5,"FS9",4,0,108,0.0108
"879",7119,7,"FS9",4,0,7,7e-04
"880",7233,1,"NKl2",4,0,3112,0.3112
"881",7234,2,"NKl2",4,0,155,0.0155
"882",7237,5,"NKl2",4,0,3,3e-04
"883",7239,7,"NKl2",4,0,9,9e-04
"884",7241,1,"NKl4",4,0,11306,1.1306
"885",7242,2,"NKl4",4,0,479,0.0479
"886",7243,3,"NKl4",4,0,9,9e-04
"887",7244,4,"NKl4",4,0,18,0.0018
"888",7245,5,"NKl4",4,0,1078,0.1078
"889",7441,1,"SKt2",4,0,1,1e-04
"890",7442,2,"SKt2",4,0,15,0.0015
"891",7521,1,"SKv5",4,0,1,1e-04
"892",7561,1,"SVs7",4,0,9074,0.9074
"893",7562,2,"SVs7",4,0,333,0.0333
"894",7563,3,"SVs7",4,0,2,2e-04
"895",7564,4,"SVs7",4,0,13,0.0013
"896",7565,5,"SVs7",4,0,50,0.005
"897",7567,7,"SVs7",4,0,531,0.0531
"898",7569,1,"SVs8",4,0,322782,32.2782
"899",7570,2,"SVs8",4,0,28981,2.8981
"900",7572,4,"SVs8",4,0,6046,0.6046
"901",7573,5,"SVs8",4,0,12819,1.2819
"902",7575,7,"SVs8",4,0,4481,0.4481
"903",7593,1,"AT16",5,0,17,0.0017
"904",7601,1,"AT17",5,0,5856,0.5856
"905",7602,2,"AT17",5,0,178,0.0178
"906",7603,3,"AT17",5,0,1,1e-04
"907",7604,4,"AT17",5,0,36,0.0036
"908",7605,5,"AT17",5,0,93,0.0093
"909",7607,7,"AT17",5,0,20,0.002
"910",7609,1,"AT18",5,0,3336,0.3336
"911",7610,2,"AT18",5,0,79,0.0079
"912",7617,1,"AT19",5,0,75,0.0075
"913",7665,1,"AT26",5,0,650,0.065
"914",7666,2,"AT26",5,0,15,0.0015
"915",7668,4,"AT26",5,0,9,9e-04
"916",7669,5,"AT26",5,0,8,8e-04
"917",7697,1,"AT30",5,0,30,0.003
"918",7705,1,"AT31",5,0,410,0.041
"919",7706,2,"AT31",5,0,249,0.0249
"920",7709,5,"AT31",5,0,51,0.0051
"921",7713,1,"AT32",5,0,960,0.096
"922",7714,2,"AT32",5,0,45,0.0045
"923",7717,5,"AT32",5,0,58,0.0058
"924",7721,1,"AT33",5,0,7,7e-04
"925",7737,1,"AT35",5,0,126,0.0126
"926",7738,2,"AT35",5,0,18,0.0018
"927",7741,5,"AT35",5,0,25,0.0025
"928",7745,1,"AT36",5,0,1184,0.1184
"929",7746,2,"AT36",5,0,90,0.009
"930",7748,4,"AT36",5,0,394,0.0394
"931",7751,7,"AT36",5,0,497,0.0497
"932",7753,1,"AT37",5,0,218,0.0218
"933",7754,2,"AT37",5,0,4,4e-04
"934",7756,4,"AT37",5,0,4,4e-04
"935",7757,5,"AT37",5,0,4,4e-04
"936",7761,1,"AT38",5,0,3870,0.387
"937",7762,2,"AT38",5,0,322,0.0322
"938",7764,4,"AT38",5,0,72,0.0072
"939",7765,5,"AT38",5,0,271,0.0271
"940",7767,7,"AT38",5,0,1321,0.1321
"941",7769,1,"AT39",5,0,106,0.0106
"942",7770,2,"AT39",5,0,1,1e-04
"943",7777,1,"AT40",5,0,521,0.0521
"944",7778,2,"AT40",5,0,43,0.0043
"945",7780,4,"AT40",5,0,37,0.0037
"946",7785,1,"AT41",5,0,4680,0.468
"947",7786,2,"AT41",5,0,154,0.0154
"948",7788,4,"AT41",5,0,462,0.0462
"949",7789,5,"AT41",5,0,8,8e-04
"950",7791,7,"AT41",5,0,15,0.0015
"951",7809,1,"AT44",5,0,131,0.0131
"952",7810,2,"AT44",5,0,1,1e-04
"953",7812,4,"AT44",5,0,1,1e-04
"954",7817,1,"AT45",5,0,700,0.07
"955",7818,2,"AT45",5,0,75,0.0075
"956",7821,5,"AT45",5,0,53,0.0053
"957",7823,7,"AT45",5,0,15,0.0015
"958",7833,1,"AT47",5,0,66,0.0066
"959",7841,1,"AT48",5,0,7,7e-04
"960",7849,1,"AT49",5,0,29,0.0029
"961",7853,5,"AT49",5,0,3,3e-04
"962",7857,1,"AT50",5,0,1387,0.1387
"963",7858,2,"AT50",5,0,57,0.0057
"964",7860,4,"AT50",5,0,46,0.0046
"965",7861,5,"AT50",5,0,27,0.0027
"966",7865,1,"AT51",5,0,925,0.0925
"967",7866,2,"AT51",5,0,67,0.0067
"968",7868,4,"AT51",5,0,4,4e-04
"969",7869,5,"AT51",5,0,12,0.0012
"970",7873,1,"AT52",5,0,1079,0.1079
"971",7874,2,"AT52",5,0,32,0.0032
"972",7877,5,"AT52",5,0,49,0.0049
"973",7881,1,"AT54",5,0,569,0.0569
"974",7882,2,"AT54",5,0,5,5e-04
"975",7897,1,"AT56",5,0,9,9e-04
"976",7905,1,"AT57",5,0,29846,2.9846
"977",7906,2,"AT57",5,0,1602,0.1602
"978",7908,4,"AT57",5,0,866,0.0866
"979",7909,5,"AT57",5,0,1544,0.1544
"980",7911,7,"AT57",5,0,205,0.0205
"981",7929,1,"AZa2",5,0,96,0.0096
"982",7930,2,"AZa2",5,0,14,0.0014
"983",7932,4,"AZa2",5,0,1,1e-04
"984",7937,1,"AZa6",5,0,266,0.0266
"985",7938,2,"AZa6",5,0,16,0.0016
"986",7940,4,"AZa6",5,0,58,0.0058
"987",7941,5,"AZa6",5,0,37,0.0037
"988",7953,1,"AZd3",5,0,196,0.0196
"989",7954,2,"AZd3",5,0,3,3e-04
"990",7961,1,"AZi1",5,0,19,0.0019
"991",7967,7,"AZi1",5,0,1,1e-04
"992",7977,1,"AZi6",5,0,89,0.0089
"993",7978,2,"AZi6",5,0,5,5e-04
"994",7981,5,"AZi6",5,0,12,0.0012
"995",8073,1,"FFb6",5,0,14,0.0014
"996",8081,1,"FFc1",5,0,6,6e-04
"997",8097,1,"FFd10",5,0,686,0.0686
"998",8098,2,"FFd10",5,0,60,0.006
"999",8100,4,"FFd10",5,0,120,0.012
"1000",8101,5,"FFd10",5,0,23,0.0023
"1001",8103,7,"FFd10",5,0,610,0.061
"1002",8105,1,"FFd11",5,0,232,0.0232
"1003",8106,2,"FFd11",5,0,3,3e-04
"1004",8108,4,"FFd11",5,0,24,0.0024
"1005",8111,7,"FFd11",5,0,12,0.0012
"1006",8113,1,"FFd2",5,0,19,0.0019
"1007",8116,4,"FFd2",5,0,1,1e-04
"1008",8119,7,"FFd2",5,0,3,3e-04
"1009",8121,1,"FFd3",5,0,22,0.0022
"1010",8122,2,"FFd3",5,0,6,6e-04
"1011",8137,1,"FFd5",5,0,10,0.001
"1012",8140,4,"FFd5",5,0,23,0.0023
"1013",8145,1,"FFd6",5,0,1271,0.1271
"1014",8146,2,"FFd6",5,0,17,0.0017
"1015",8148,4,"FFd6",5,0,119,0.0119
"1016",8153,1,"FFd7",5,0,2553,0.2553
"1017",8154,2,"FFd7",5,0,62,0.0062
"1018",8157,5,"FFd7",5,0,15,0.0015
"1019",8159,7,"FFd7",5,0,7,7e-04
"1020",8169,1,"FFd9",5,0,2,2e-04
"1021",8172,4,"FFd9",5,0,1,1e-04
"1022",8177,1,"FFf1",5,0,395,0.0395
"1023",8178,2,"FFf1",5,0,220,0.022
"1024",8180,4,"FFf1",5,0,3,3e-04
"1025",8181,5,"FFf1",5,0,49,0.0049
"1026",8183,7,"FFf1",5,0,101,0.0101
"1027",8185,1,"FFf2",5,0,417,0.0417
"1028",8186,2,"FFf2",5,0,26,0.0026
"1029",8188,4,"FFf2",5,0,2,2e-04
"1030",8201,1,"FFg3",5,0,322,0.0322
"1031",8202,2,"FFg3",5,0,14,0.0014
"1032",8204,4,"FFg3",5,0,32,0.0032
"1033",8207,7,"FFg3",5,0,10,0.001
"1034",8217,1,"FFg5",5,0,1341,0.1341
"1035",8218,2,"FFg5",5,0,244,0.0244
"1036",8220,4,"FFg5",5,0,108,0.0108
"1037",8233,1,"FFh10",5,0,671,0.0671
"1038",8236,4,"FFh10",5,0,1,1e-04
"1039",8237,5,"FFh10",5,0,1,1e-04
"1040",8305,1,"FFh9",5,0,1707,0.1707
"1041",8306,2,"FFh9",5,0,212,0.0212
"1042",8308,4,"FFh9",5,0,176,0.0176
"1043",8309,5,"FFh9",5,0,43,0.0043
"1044",8311,7,"FFh9",5,0,178,0.0178
"1045",8313,1,"FFl1",5,0,1471,0.1471
"1046",8314,2,"FFl1",5,0,33,0.0033
"1047",8316,4,"FFl1",5,0,165,0.0165
"1048",8317,5,"FFl1",5,0,1,1e-04
"1049",8321,1,"FFl2",5,0,1202,0.1202
"1050",8322,2,"FFl2",5,0,67,0.0067
"1051",8324,4,"FFl2",5,0,6,6e-04
"1052",8329,1,"FFl3",5,0,213,0.0213
"1053",8332,4,"FFl3",5,0,1,1e-04
"1054",8369,1,"FFq6",5,0,2411,0.2411
"1055",8370,2,"FFq6",5,0,4,4e-04
"1056",8372,4,"FFq6",5,0,10,0.001
"1057",8373,5,"FFq6",5,0,6,6e-04
"1058",8401,1,"FFs12",5,0,110,0.011
"1059",8402,2,"FFs12",5,0,36,0.0036
"1060",8404,4,"FFs12",5,0,212,0.0212
"1061",8441,1,"FFs17",5,0,5,5e-04
"1062",8457,1,"FFs19",5,0,174,0.0174
"1063",8458,2,"FFs19",5,0,8,8e-04
"1064",8460,4,"FFs19",5,0,72,0.0072
"1065",8465,1,"FFs2",5,0,15,0.0015
"1066",8466,2,"FFs2",5,0,2,2e-04
"1067",8471,7,"FFs2",5,0,1,1e-04
"1068",8473,1,"FFs20",5,0,713,0.0713
"1069",8474,2,"FFs20",5,0,54,0.0054
"1070",8479,7,"FFs20",5,0,212,0.0212
"1071",8529,1,"FFs27",5,0,575,0.0575
"1072",8532,4,"FFs27",5,0,6,6e-04
"1073",8537,1,"FFs28",5,0,795,0.0795
"1074",8538,2,"FFs28",5,0,61,0.0061
"1075",8541,5,"FFs28",5,0,29,0.0029
"1076",8543,7,"FFs28",5,0,9,9e-04
"1077",8545,1,"FFs29",5,0,2988,0.2988
"1078",8546,2,"FFs29",5,0,202,0.0202
"1079",8548,4,"FFs29",5,0,139,0.0139
"1080",8549,5,"FFs29",5,0,4,4e-04
"1081",8551,7,"FFs29",5,0,4,4e-04
"1082",8577,1,"FFs32",5,0,11,0.0011
"1083",8578,2,"FFs32",5,0,4,4e-04
"1084",8625,1,"FFs9",5,0,1320,0.132
"1085",8626,2,"FFs9",5,0,29,0.0029
"1086",8628,4,"FFs9",5,0,133,0.0133
"1087",8631,7,"FFs9",5,0,2,2e-04
"1088",8641,1,"FFt2",5,0,959,0.0959
"1089",8642,2,"FFt2",5,0,14,0.0014
"1090",8645,5,"FFt2",5,0,9,9e-04
"1091",8646,6,"FFt2",5,0,2,2e-04
"1092",8649,1,"FOz1",5,0,1695,0.1695
"1093",8650,2,"FOz1",5,0,106,0.0106
"1094",8653,5,"FOz1",5,0,1,1e-04
"1095",8655,7,"FOz1",5,0,1,1e-04
"1096",8657,1,"FOz3",5,0,47,0.0047
"1097",8665,1,"FOz6",5,0,756,0.0756
"1098",8666,2,"FOz6",5,0,80,0.008
"1099",8668,4,"FOz6",5,0,2,2e-04
"1100",8669,5,"FOz6",5,0,17,0.0017
"1101",8697,1,"FRc2",5,0,210,0.021
"1102",8698,2,"FRc2",5,0,70,0.007
"1103",8700,4,"FRc2",5,0,71,0.0071
"1104",8701,5,"FRc2",5,0,19,0.0019
"1105",8703,7,"FRc2",5,0,13,0.0013
"1106",8762,2,"FRs10",5,0,4,4e-04
"1107",8764,4,"FRs10",5,0,14,0.0014
"1108",8777,1,"FRs12",5,0,496,0.0496
"1109",8785,1,"FRs13",5,0,373,0.0373
"1110",8786,2,"FRs13",5,0,53,0.0053
"1111",8788,4,"FRs13",5,0,7,7e-04
"1112",8789,5,"FRs13",5,0,3,3e-04
"1113",8791,7,"FRs13",5,0,2,2e-04
"1114",8793,1,"FRs14",5,0,20,0.002
"1115",8794,2,"FRs14",5,0,5,5e-04
"1116",8833,1,"FRs19",5,0,55,0.0055
"1117",8834,2,"FRs19",5,0,12,0.0012
"1118",8836,4,"FRs19",5,0,1,1e-04
"1119",8841,1,"FRs2",5,0,2,2e-04
"1120",8913,1,"FS1",5,0,7,7e-04
"1121",8914,2,"FS1",5,0,7,7e-04
"1122",8916,4,"FS1",5,0,6,6e-04
"1123",8921,1,"FS10",5,0,2665,0.2665
"1124",8922,2,"FS10",5,0,17,0.0017
"1125",8924,4,"FS10",5,0,55,0.0055
"1126",8937,1,"FS12",5,0,5691,0.5691
"1127",8938,2,"FS12",5,0,145,0.0145
"1128",8940,4,"FS12",5,0,366,0.0366
"1129",8943,7,"FS12",5,0,101,0.0101
"1130",8945,1,"FS13",5,0,1283,0.1283
"1131",8946,2,"FS13",5,0,8,8e-04
"1132",8948,4,"FS13",5,0,129,0.0129
"1133",8953,1,"FS14",5,0,1729,0.1729
"1134",8954,2,"FS14",5,0,5,5e-04
"1135",8956,4,"FS14",5,0,40,0.004
"1136",8962,2,"FS2",5,0,1,1e-04
"1137",8964,4,"FS2",5,0,1,1e-04
