"","...1","LC","T_MAPCODE","IAT","IAT_cert","n","km2"
"8751",73218,2,"FRs1",4,5,228,0.0228
"8752",73221,5,"FRs1",4,5,68,0.0068
"8753",73223,7,"FRs1",4,5,83,0.0083
"8754",73225,1,"FRs10",4,5,1149,0.1149
"8755",73226,2,"FRs10",4,5,928,0.0928
"8756",73228,4,"FRs10",4,5,1625,0.1625
"8757",73231,7,"FRs10",4,5,138,0.0138
"8758",73241,1,"FRs12",4,5,1087,0.1087
"8759",73242,2,"FRs12",4,5,514,0.0514
"8760",73243,3,"FRs12",4,5,1,1e-04
"8761",73244,4,"FRs12",4,5,10,0.001
"8762",73245,5,"FRs12",4,5,8597,0.8597
"8763",73247,7,"FRs12",4,5,142,0.0142
"8764",73249,1,"FRs13",4,5,36185,3.6185
"8765",73250,2,"FRs13",4,5,8497,0.8497
"8766",73251,3,"FRs13",4,5,3,3e-04
"8767",73252,4,"FRs13",4,5,142,0.0142
"8768",73253,5,"FRs13",4,5,9437,0.9437
"8769",73254,6,"FRs13",4,5,1,1e-04
"8770",73255,7,"FRs13",4,5,1007,0.1007
"8771",73257,1,"FRs14",4,5,48797,4.8797
"8772",73258,2,"FRs14",4,5,6394,0.6394
"8773",73259,3,"FRs14",4,5,1,1e-04
"8774",73260,4,"FRs14",4,5,146,0.0146
"8775",73261,5,"FRs14",4,5,2579,0.2579
"8776",73263,7,"FRs14",4,5,106,0.0106
"8777",73273,1,"FRs16",4,5,12,0.0012
"8778",73281,1,"FRs17",4,5,4796,0.4796
"8779",73282,2,"FRs17",4,5,319,0.0319
"8780",73283,3,"FRs17",4,5,2,2e-04
"8781",73284,4,"FRs17",4,5,219,0.0219
"8782",73285,5,"FRs17",4,5,972,0.0972
"8783",73287,7,"FRs17",4,5,26,0.0026
"8784",73289,1,"FRs18",4,5,63,0.0063
"8785",73297,1,"FRs19",4,5,40483,4.0483
"8786",73298,2,"FRs19",4,5,7884,0.7884
"8787",73299,3,"FRs19",4,5,8,8e-04
"8788",73300,4,"FRs19",4,5,2802,0.2802
"8789",73301,5,"FRs19",4,5,4131,0.4131
"8790",73305,1,"FRs2",4,5,88,0.0088
"8791",73306,2,"FRs2",4,5,39,0.0039
"8792",73308,4,"FRs2",4,5,5,5e-04
"8793",73309,5,"FRs2",4,5,149,0.0149
"8794",73311,7,"FRs2",4,5,68,0.0068
"8795",73313,1,"FRs20",4,5,50,0.005
"8796",73314,2,"FRs20",4,5,3,3e-04
"8797",73319,7,"FRs20",4,5,2,2e-04
"8798",73345,1,"FRs6",4,5,130,0.013
"8799",73346,2,"FRs6",4,5,54,0.0054
"8800",73349,5,"FRs6",4,5,38,0.0038
"8801",73351,7,"FRs6",4,5,16,0.0016
"8802",73353,1,"FRs7",4,5,7116,0.7116
"8803",73354,2,"FRs7",4,5,1574,0.1574
"8804",73355,3,"FRs7",4,5,7,7e-04
"8805",73356,4,"FRs7",4,5,84,0.0084
"8806",73357,5,"FRs7",4,5,2429,0.2429
"8807",73359,7,"FRs7",4,5,1450,0.145
"8808",73361,1,"FRs8",4,5,3023,0.3023
"8809",73362,2,"FRs8",4,5,1132,0.1132
"8810",73363,3,"FRs8",4,5,1,1e-04
"8811",73364,4,"FRs8",4,5,34,0.0034
"8812",73365,5,"FRs8",4,5,2465,0.2465
"8813",73367,7,"FRs8",4,5,20,0.002
"8814",73369,1,"FRs9",4,5,38720,3.872
"8815",73370,2,"FRs9",4,5,15397,1.5397
"8816",73371,3,"FRs9",4,5,12,0.0012
"8817",73372,4,"FRs9",4,5,6250,0.625
"8818",73373,5,"FRs9",4,5,544708,54.4708
"8819",73374,6,"FRs9",4,5,171,0.0171
"8820",73375,7,"FRs9",4,5,4460,0.446
"8821",73377,1,"FS1",4,5,33,0.0033
"8822",73378,2,"FS1",4,5,5,5e-04
"8823",73380,4,"FS1",4,5,1,1e-04
"8824",73383,7,"FS1",4,5,6,6e-04
"8825",73385,1,"FS10",4,5,3089,0.3089
"8826",73386,2,"FS10",4,5,13,0.0013
"8827",73388,4,"FS10",4,5,5,5e-04
"8828",73401,1,"FS12",4,5,1571,0.1571
"8829",73402,2,"FS12",4,5,257,0.0257
"8830",73404,4,"FS12",4,5,340,0.034
"8831",73409,1,"FS13",4,5,187,0.0187
"8832",73410,2,"FS13",4,5,1,1e-04
"8833",73412,4,"FS13",4,5,30,0.003
"8834",73415,7,"FS13",4,5,2,2e-04
"8835",73417,1,"FS14",4,5,828,0.0828
"8836",73420,4,"FS14",4,5,16,0.0016
"8837",73425,1,"FS2",4,5,221,0.0221
"8838",73426,2,"FS2",4,5,3,3e-04
"8839",73428,4,"FS2",4,5,3,3e-04
"8840",73431,7,"FS2",4,5,1,1e-04
"8841",73433,1,"FS3",4,5,5727,0.5727
"8842",73434,2,"FS3",4,5,310,0.031
"8843",73436,4,"FS3",4,5,25,0.0025
"8844",73437,5,"FS3",4,5,342,0.0342
"8845",73438,6,"FS3",4,5,8,8e-04
"8846",73439,7,"FS3",4,5,88,0.0088
"8847",73441,1,"FS4",4,5,32,0.0032
"8848",73444,4,"FS4",4,5,1,1e-04
"8849",73449,1,"FS5",4,5,6887,0.6887
"8850",73450,2,"FS5",4,5,72,0.0072
"8851",73452,4,"FS5",4,5,25,0.0025
"8852",73455,7,"FS5",4,5,71,0.0071
"8853",73457,1,"FS6",4,5,12854,1.2854
"8854",73458,2,"FS6",4,5,841,0.0841
"8855",73459,3,"FS6",4,5,4,4e-04
"8856",73460,4,"FS6",4,5,2240,0.224
"8857",73461,5,"FS6",4,5,9,9e-04
"8858",73462,6,"FS6",4,5,13,0.0013
"8859",73463,7,"FS6",4,5,49,0.0049
"8860",73465,1,"FS7",4,5,1657,0.1657
"8861",73466,2,"FS7",4,5,40,0.004
"8862",73468,4,"FS7",4,5,31,0.0031
"8863",73469,5,"FS7",4,5,16,0.0016
"8864",73473,1,"FS9",4,5,4178,0.4178
"8865",73474,2,"FS9",4,5,1112,0.1112
"8866",73475,3,"FS9",4,5,1,1e-04
"8867",73476,4,"FS9",4,5,469,0.0469
"8868",73477,5,"FS9",4,5,222,0.0222
"8869",73479,7,"FS9",4,5,209,0.0209
"8870",73601,1,"NKl4",4,5,275,0.0275
"8871",73602,2,"NKl4",4,5,1,1e-04
"8872",73673,1,"SKk4",4,5,1,1e-04
"8873",73689,1,"SKk6",4,5,5,5e-04
"8874",73697,1,"SKk7",4,5,400,0.04
"8875",73698,2,"SKk7",4,5,10,0.001
"8876",73700,4,"SKk7",4,5,1,1e-04
"8877",73701,5,"SKk7",4,5,16,0.0016
"8878",73703,7,"SKk7",4,5,12,0.0012
"8879",73706,2,"SKk8",4,5,1,1e-04
"8880",73709,5,"SKk8",4,5,1,1e-04
"8881",73713,1,"SKk9",4,5,35,0.0035
"8882",73769,1,"SKs13",4,5,11,0.0011
"8883",73801,1,"SKt2",4,5,2,2e-04
"8884",73817,1,"SKv1",4,5,28,0.0028
"8885",73825,1,"SKv10",4,5,12,0.0012
"8886",73826,2,"SKv10",4,5,7,7e-04
"8887",73849,1,"SKv14",4,5,8,8e-04
"8888",73897,1,"SKv7",4,5,11,0.0011
"8889",73898,2,"SKv7",4,5,9,9e-04
"8890",73901,5,"SKv7",4,5,20,0.002
"8891",73905,1,"SKv8",4,5,156,0.0156
"8892",73906,2,"SKv8",4,5,19,0.0019
"8893",73907,3,"SKv8",4,5,1,1e-04
"8894",73908,4,"SKv8",4,5,24,0.0024
"8895",73909,5,"SKv8",4,5,63,0.0063
"8896",73921,1,"SVs7",4,5,475,0.0475
"8897",73922,2,"SVs7",4,5,37,0.0037
"8898",73924,4,"SVs7",4,5,12,0.0012
"8899",73927,7,"SVs7",4,5,85,0.0085
"8900",73929,1,"SVs8",4,5,1230,0.123
"8901",73930,2,"SVs8",4,5,284,0.0284
"8902",73932,4,"SVs8",4,5,77,0.0077
"8903",73933,5,"SVs8",4,5,8,8e-04
"8904",73935,7,"SVs8",4,5,10,0.001
"8905",73961,1,"AT17",5,5,1735,0.1735
"8906",73962,2,"AT17",5,5,8,8e-04
"8907",73969,1,"AT18",5,5,4430,0.443
"8908",73970,2,"AT18",5,5,39,0.0039
"8909",73977,1,"AT19",5,5,1630,0.163
"8910",73985,1,"AT20",5,5,3244,0.3244
"8911",73986,2,"AT20",5,5,195,0.0195
"8912",73988,4,"AT20",5,5,351,0.0351
"8913",73991,7,"AT20",5,5,7,7e-04
"8914",74017,1,"AT25",5,5,659,0.0659
"8915",74025,1,"AT26",5,5,5385,0.5385
"8916",74026,2,"AT26",5,5,983,0.0983
"8917",74028,4,"AT26",5,5,14,0.0014
"8918",74029,5,"AT26",5,5,523,0.0523
"8919",74081,1,"AT33",5,5,48,0.0048
"8920",74083,3,"AT33",5,5,1,1e-04
"8921",74085,5,"AT33",5,5,1,1e-04
"8922",74089,1,"AT34",5,5,60,0.006
"8923",74105,1,"AT36",5,5,951,0.0951
"8924",74106,2,"AT36",5,5,128,0.0128
"8925",74108,4,"AT36",5,5,100,0.01
"8926",74109,5,"AT36",5,5,1,1e-04
"8927",74111,7,"AT36",5,5,856,0.0856
"8928",74113,1,"AT37",5,5,176,0.0176
"8929",74121,1,"AT38",5,5,1684,0.1684
"8930",74122,2,"AT38",5,5,8,8e-04
"8931",74125,5,"AT38",5,5,1,1e-04
"8932",74127,7,"AT38",5,5,5,5e-04
"8933",74161,1,"AT43",5,5,97,0.0097
"8934",74169,1,"AT44",5,5,11,0.0011
"8935",74185,1,"AT46",5,5,494,0.0494
"8936",74186,2,"AT46",5,5,1,1e-04
"8937",74193,1,"AT47",5,5,127,0.0127
"8938",74201,1,"AT48",5,5,36,0.0036
"8939",74202,2,"AT48",5,5,5,5e-04
"8940",74204,4,"AT48",5,5,19,0.0019
"8941",74209,1,"AT49",5,5,7,7e-04
"8942",74217,1,"AT50",5,5,14096,1.4096
"8943",74218,2,"AT50",5,5,887,0.0887
"8944",74220,4,"AT50",5,5,10,0.001
"8945",74221,5,"AT50",5,5,228,0.0228
"8946",74225,1,"AT51",5,5,8150,0.815
"8947",74226,2,"AT51",5,5,462,0.0462
"8948",74228,4,"AT51",5,5,406,0.0406
"8949",74229,5,"AT51",5,5,204,0.0204
"8950",74241,1,"AT54",5,5,9487,0.9487
"8951",74242,2,"AT54",5,5,12,0.0012
"8952",74244,4,"AT54",5,5,1,1e-04
"8953",74249,1,"AT55",5,5,147,0.0147
"8954",74250,2,"AT55",5,5,21,0.0021
"8955",74265,1,"AT57",5,5,6884,0.6884
"8956",74266,2,"AT57",5,5,138,0.0138
"8957",74268,4,"AT57",5,5,64,0.0064
"8958",74269,5,"AT57",5,5,73,0.0073
"8959",74271,7,"AT57",5,5,16,0.0016
"8960",74281,1,"AZa1",5,5,3188,0.3188
"8961",74282,2,"AZa1",5,5,114,0.0114
"8962",74284,4,"AZa1",5,5,1,1e-04
"8963",74285,5,"AZa1",5,5,12,0.0012
"8964",74287,7,"AZa1",5,5,59,0.0059
"8965",74289,1,"AZa2",5,5,3206,0.3206
"8966",74290,2,"AZa2",5,5,521,0.0521
"8967",74292,4,"AZa2",5,5,89,0.0089
"8968",74293,5,"AZa2",5,5,74,0.0074
"8969",74295,7,"AZa2",5,5,39,0.0039
"8970",74297,1,"AZa6",5,5,886,0.0886
"8971",74298,2,"AZa6",5,5,19,0.0019
"8972",74300,4,"AZa6",5,5,13,0.0013
"8973",74301,5,"AZa6",5,5,23,0.0023
"8974",74321,1,"AZi1",5,5,17,0.0017
"8975",74322,2,"AZi1",5,5,7,7e-04
"8976",74325,5,"AZi1",5,5,19,0.0019
"8977",74353,1,"AZi8",5,5,48,0.0048
"8978",74354,2,"AZi8",5,5,15,0.0015
"8979",74361,1,"FFa1",5,5,984,0.0984
"8980",74362,2,"FFa1",5,5,260,0.026
"8981",74364,4,"FFa1",5,5,6,6e-04
"8982",74365,5,"FFa1",5,5,766,0.0766
"8983",74367,7,"FFa1",5,5,37,0.0037
"8984",74393,1,"FFb1",5,5,6203,0.6203
"8985",74394,2,"FFb1",5,5,436,0.0436
"8986",74396,4,"FFb1",5,5,14,0.0014
"8987",74397,5,"FFb1",5,5,283,0.0283
"8988",74399,7,"FFb1",5,5,134,0.0134
"8989",74409,1,"FFb3",5,5,847,0.0847
"8990",74410,2,"FFb3",5,5,1,1e-04
"8991",74417,1,"FFb4",5,5,8193,0.8193
"8992",74418,2,"FFb4",5,5,147,0.0147
"8993",74423,7,"FFb4",5,5,1386,0.1386
"8994",74433,1,"FFb6",5,5,14405,1.4405
"8995",74434,2,"FFb6",5,5,2732,0.2732
"8996",74435,3,"FFb6",5,5,6,6e-04
"8997",74436,4,"FFb6",5,5,458,0.0458
"8998",74437,5,"FFb6",5,5,1162,0.1162
"8999",74439,7,"FFb6",5,5,4862,0.4862
"9000",74441,1,"FFc1",5,5,24221,2.4221
"9001",74442,2,"FFc1",5,5,5063,0.5063
"9002",74443,3,"FFc1",5,5,1,1e-04
"9003",74444,4,"FFc1",5,5,26,0.0026
"9004",74445,5,"FFc1",5,5,980,0.098
"9005",74447,7,"FFc1",5,5,5533,0.5533
"9006",74449,1,"FFd1",5,5,4,4e-04
"9007",74450,2,"FFd1",5,5,3,3e-04
"9008",74457,1,"FFd10",5,5,48424,4.8424
"9009",74458,2,"FFd10",5,5,6737,0.6737
"9010",74459,3,"FFd10",5,5,1,1e-04
"9011",74460,4,"FFd10",5,5,4501,0.4501
"9012",74461,5,"FFd10",5,5,477,0.0477
"9013",74463,7,"FFd10",5,5,217785,21.7785
"9014",74465,1,"FFd11",5,5,78043,7.8043
"9015",74466,2,"FFd11",5,5,475,0.0475
"9016",74467,3,"FFd11",5,5,1,1e-04
"9017",74468,4,"FFd11",5,5,93,0.0093
"9018",74469,5,"FFd11",5,5,316,0.0316
"9019",74470,6,"FFd11",5,5,8,8e-04
"9020",74471,7,"FFd11",5,5,65,0.0065
"9021",74473,1,"FFd2",5,5,17516,1.7516
"9022",74474,2,"FFd2",5,5,5981,0.5981
"9023",74475,3,"FFd2",5,5,7,7e-04
"9024",74476,4,"FFd2",5,5,117,0.0117
"9025",74477,5,"FFd2",5,5,11116,1.1116
"9026",74478,6,"FFd2",5,5,1,1e-04
"9027",74479,7,"FFd2",5,5,1636,0.1636
"9028",74481,1,"FFd3",5,5,4146,0.4146
"9029",74482,2,"FFd3",5,5,1088,0.1088
"9030",74484,4,"FFd3",5,5,18,0.0018
"9031",74485,5,"FFd3",5,5,639,0.0639
"9032",74487,7,"FFd3",5,5,16,0.0016
"9033",74569,1,"FFg4",5,5,3,3e-04
"9034",74570,2,"FFg4",5,5,78,0.0078
"9035",74577,1,"FFg5",5,5,39406,3.9406
"9036",74578,2,"FFg5",5,5,5644,0.5644
"9037",74579,3,"FFg5",5,5,19,0.0019
"9038",74580,4,"FFg5",5,5,2203,0.2203
"9039",74581,5,"FFg5",5,5,800,0.08
"9040",74582,6,"FFg5",5,5,2,2e-04
"9041",74583,7,"FFg5",5,5,12897,1.2897
"9042",74585,1,"FFh1",5,5,154,0.0154
"9043",74586,2,"FFh1",5,5,127,0.0127
"9044",74587,3,"FFh1",5,5,1,1e-04
"9045",74588,4,"FFh1",5,5,7,7e-04
"9046",74589,5,"FFh1",5,5,263,0.0263
"9047",74591,7,"FFh1",5,5,56,0.0056
"9048",74593,1,"FFh10",5,5,44065,4.4065
"9049",74594,2,"FFh10",5,5,970,0.097
"9050",74596,4,"FFh10",5,5,1,1e-04
"9051",74597,5,"FFh10",5,5,545,0.0545
"9052",74599,7,"FFh10",5,5,192,0.0192
"9053",74609,1,"FFh2",5,5,16,0.0016
"9054",74613,5,"FFh2",5,5,1,1e-04
"9055",74617,1,"FFh3",5,5,3228,0.3228
"9056",74618,2,"FFh3",5,5,1279,0.1279
"9057",74621,5,"FFh3",5,5,86,0.0086
"9058",74623,7,"FFh3",5,5,70,0.007
"9059",74625,1,"FFh4",5,5,8133,0.8133
"9060",74626,2,"FFh4",5,5,1744,0.1744
"9061",74627,3,"FFh4",5,5,3,3e-04
"9062",74628,4,"FFh4",5,5,8,8e-04
"9063",74629,5,"FFh4",5,5,915,0.0915
"9064",74631,7,"FFh4",5,5,89,0.0089
"9065",74657,1,"FFh8",5,5,3278,0.3278
"9066",74658,2,"FFh8",5,5,1164,0.1164
"9067",74660,4,"FFh8",5,5,6,6e-04
"9068",74661,5,"FFh8",5,5,117,0.0117
"9069",74663,7,"FFh8",5,5,9,9e-04
"9070",74665,1,"FFh9",5,5,208064,20.8064
"9071",74666,2,"FFh9",5,5,50378,5.0378
"9072",74667,3,"FFh9",5,5,15,0.0015
"9073",74668,4,"FFh9",5,5,10848,1.0848
"9074",74669,5,"FFh9",5,5,5420,0.542
"9075",74671,7,"FFh9",5,5,60810,6.081
"9076",74697,1,"FFq2",5,5,183,0.0183
"9077",74698,2,"FFq2",5,5,9,9e-04
"9078",74699,3,"FFq2",5,5,1,1e-04
"9079",74700,4,"FFq2",5,5,2,2e-04
"9080",74701,5,"FFq2",5,5,2,2e-04
"9081",74705,1,"FFq3",5,5,316,0.0316
"9082",74706,2,"FFq3",5,5,15,0.0015
"9083",74708,4,"FFq3",5,5,3,3e-04
"9084",74709,5,"FFq3",5,5,16,0.0016
"9085",74711,7,"FFq3",5,5,3,3e-04
"9086",74713,1,"FFq4",5,5,292,0.0292
"9087",74714,2,"FFq4",5,5,169,0.0169
"9088",74716,4,"FFq4",5,5,17,0.0017
"9089",74717,5,"FFq4",5,5,15,0.0015
"9090",74719,7,"FFq4",5,5,5,5e-04
"9091",74721,1,"FFq5",5,5,40,0.004
"9092",74729,1,"FFq6",5,5,138275,13.8275
"9093",74730,2,"FFq6",5,5,3168,0.3168
"9094",74732,4,"FFq6",5,5,147,0.0147
"9095",74733,5,"FFq6",5,5,427,0.0427
"9096",74734,6,"FFq6",5,5,1,1e-04
"9097",74735,7,"FFq6",5,5,2373,0.2373
"9098",74737,1,"FFs1",5,5,7378,0.7378
"9099",74738,2,"FFs1",5,5,1038,0.1038
"9100",74740,4,"FFs1",5,5,17,0.0017
"9101",74741,5,"FFs1",5,5,592,0.0592
"9102",74743,7,"FFs1",5,5,670,0.067
"9103",74785,1,"FFs15",5,5,15301,1.5301
"9104",74786,2,"FFs15",5,5,2220,0.222
"9105",74788,4,"FFs15",5,5,42,0.0042
"9106",74789,5,"FFs15",5,5,292,0.0292
"9107",74790,6,"FFs15",5,5,1,1e-04
"9108",74791,7,"FFs15",5,5,885,0.0885
"9109",74793,1,"FFs16",5,5,31845,3.1845
"9110",74794,2,"FFs16",5,5,649,0.0649
"9111",74795,3,"FFs16",5,5,2,2e-04
"9112",74796,4,"FFs16",5,5,9,9e-04
"9113",74797,5,"FFs16",5,5,8,8e-04
"9114",74799,7,"FFs16",5,5,983,0.0983
"9115",74809,1,"FFs18",5,5,46092,4.6092
"9116",74810,2,"FFs18",5,5,10983,1.0983
"9117",74811,3,"FFs18",5,5,15,0.0015
"9118",74812,4,"FFs18",5,5,44,0.0044
"9119",74813,5,"FFs18",5,5,940,0.094
"9120",74815,7,"FFs18",5,5,2150,0.215
"9121",74817,1,"FFs19",5,5,292449,29.2449
"9122",74818,2,"FFs19",5,5,85951,8.5951
"9123",74819,3,"FFs19",5,5,31,0.0031
"9124",74820,4,"FFs19",5,5,13513,1.3513
"9125",74821,5,"FFs19",5,5,3689,0.3689
"9126",74822,6,"FFs19",5,5,4,4e-04
"9127",74823,7,"FFs19",5,5,254720,25.472
"9128",74825,1,"FFs2",5,5,33257,3.3257
"9129",74826,2,"FFs2",5,5,4378,0.4378
"9130",74827,3,"FFs2",5,5,6,6e-04
"9131",74828,4,"FFs2",5,5,102,0.0102
"9132",74829,5,"FFs2",5,5,4357,0.4357
"9133",74830,6,"FFs2",5,5,1,1e-04
"9134",74831,7,"FFs2",5,5,764,0.0764
"9135",74833,1,"FFs20",5,5,201827,20.1827
"9136",74834,2,"FFs20",5,5,43132,4.3132
"9137",74835,3,"FFs20",5,5,29,0.0029
"9138",74836,4,"FFs20",5,5,495,0.0495
"9139",74837,5,"FFs20",5,5,24292,2.4292
"9140",74839,7,"FFs20",5,5,85054,8.5054
"9141",74841,1,"FFs21",5,5,2474,0.2474
"9142",74842,2,"FFs21",5,5,9,9e-04
"9143",74843,3,"FFs21",5,5,3,3e-04
"9144",74849,1,"FFs22",5,5,4552,0.4552
"9145",74850,2,"FFs22",5,5,11,0.0011
"9146",74852,4,"FFs22",5,5,2,2e-04
"9147",74855,7,"FFs22",5,5,1,1e-04
"9148",74857,1,"FFs23",5,5,833,0.0833
"9149",74858,2,"FFs23",5,5,19,0.0019
"9150",74860,4,"FFs23",5,5,10,0.001
"9151",74861,5,"FFs23",5,5,15,0.0015
"9152",74865,1,"FFs24",5,5,6868,0.6868
"9153",74866,2,"FFs24",5,5,50,0.005
"9154",74868,4,"FFs24",5,5,2,2e-04
"9155",74869,5,"FFs24",5,5,11,0.0011
"9156",74871,7,"FFs24",5,5,30,0.003
"9157",74881,1,"FFs26",5,5,2,2e-04
"9158",74889,1,"FFs27",5,5,93092,9.3092
"9159",74890,2,"FFs27",5,5,16410,1.641
"9160",74891,3,"FFs27",5,5,1,1e-04
"9161",74892,4,"FFs27",5,5,595,0.0595
"9162",74893,5,"FFs27",5,5,2608,0.2608
"9163",74895,7,"FFs27",5,5,99095,9.9095
"9164",74897,1,"FFs28",5,5,215690,21.569
"9165",74898,2,"FFs28",5,5,27850,2.785
"9166",74899,3,"FFs28",5,5,5,5e-04
"9167",74900,4,"FFs28",5,5,10033,1.0033
"9168",74901,5,"FFs28",5,5,15800,1.58
"9169",74903,7,"FFs28",5,5,13726,1.3726
"9170",74905,1,"FFs29",5,5,121285,12.1285
"9171",74906,2,"FFs29",5,5,34511,3.4511
"9172",74907,3,"FFs29",5,5,5,5e-04
"9173",74908,4,"FFs29",5,5,62916,6.2916
"9174",74909,5,"FFs29",5,5,13988,1.3988
"9175",74910,6,"FFs29",5,5,4,4e-04
"9176",74911,7,"FFs29",5,5,9742,0.9742
"9177",74913,1,"FFs3",5,5,20696,2.0696
"9178",74914,2,"FFs3",5,5,1120,0.112
"9179",74915,3,"FFs3",5,5,3,3e-04
"9180",74916,4,"FFs3",5,5,17,0.0017
"9181",74917,5,"FFs3",5,5,321,0.0321
"9182",74919,7,"FFs3",5,5,178,0.0178
"9183",74937,1,"FFs32",5,5,789,0.0789
"9184",74938,2,"FFs32",5,5,184,0.0184
"9185",74940,4,"FFs32",5,5,2,2e-04
"9186",74941,5,"FFs32",5,5,75,0.0075
"9187",74943,7,"FFs32",5,5,1,1e-04
"9188",74945,1,"FFs4",5,5,26996,2.6996
"9189",74946,2,"FFs4",5,5,3261,0.3261
"9190",74947,3,"FFs4",5,5,8,8e-04
"9191",74948,4,"FFs4",5,5,83,0.0083
"9192",74949,5,"FFs4",5,5,3702,0.3702
"9193",74950,6,"FFs4",5,5,2,2e-04
"9194",74951,7,"FFs4",5,5,1218,0.1218
"9195",74953,1,"FFs5",5,5,118,0.0118
"9196",74954,2,"FFs5",5,5,5,5e-04
"9197",74957,5,"FFs5",5,5,1,1e-04
"9198",74961,1,"FFs6",5,5,46203,4.6203
"9199",74962,2,"FFs6",5,5,2402,0.2402
"9200",74964,4,"FFs6",5,5,214,0.0214
"9201",74965,5,"FFs6",5,5,1540,0.154
"9202",74967,7,"FFs6",5,5,793,0.0793
"9203",74993,1,"FFt1",5,5,16603,1.6603
"9204",74994,2,"FFt1",5,5,466,0.0466
"9205",74995,3,"FFt1",5,5,2,2e-04
"9206",74996,4,"FFt1",5,5,1,1e-04
"9207",74997,5,"FFt1",5,5,65,0.0065
"9208",74999,7,"FFt1",5,5,4,4e-04
"9209",75001,1,"FFt2",5,5,56266,5.6266
"9210",75002,2,"FFt2",5,5,3389,0.3389
"9211",75003,3,"FFt2",5,5,1,1e-04
"9212",75004,4,"FFt2",5,5,338,0.0338
"9213",75005,5,"FFt2",5,5,175,0.0175
"9214",75006,6,"FFt2",5,5,1,1e-04
"9215",75007,7,"FFt2",5,5,73,0.0073
"9216",75009,1,"FOz1",5,5,36454,3.6454
"9217",75010,2,"FOz1",5,5,16763,1.6763
"9218",75012,4,"FOz1",5,5,21,0.0021
"9219",75013,5,"FOz1",5,5,264,0.0264
"9220",75015,7,"FOz1",5,5,975,0.0975
"9221",75017,1,"FOz3",5,5,14178,1.4178
"9222",75025,1,"FOz6",5,5,740,0.074
"9223",75026,2,"FOz6",5,5,38,0.0038
"9224",75028,4,"FOz6",5,5,1,1e-04
"9225",75029,5,"FOz6",5,5,3,3e-04
"9226",75033,1,"FRa1",5,5,1913,0.1913
"9227",75034,2,"FRa1",5,5,978,0.0978
"9228",75036,4,"FRa1",5,5,5,5e-04
"9229",75037,5,"FRa1",5,5,382,0.0382
"9230",75039,7,"FRa1",5,5,39,0.0039
"9231",75049,1,"FRc1",5,5,207,0.0207
"9232",75050,2,"FRc1",5,5,86,0.0086
"9233",75052,4,"FRc1",5,5,3,3e-04
"9234",75053,5,"FRc1",5,5,49,0.0049
"9235",75055,7,"FRc1",5,5,6,6e-04
"9236",75065,1,"FRd1",5,5,1095,0.1095
"9237",75105,1,"FRl1",5,5,36809,3.6809
"9238",75106,2,"FRl1",5,5,3566,0.3566
"9239",75107,3,"FRl1",5,5,10,0.001
"9240",75108,4,"FRl1",5,5,39,0.0039
"9241",75109,5,"FRl1",5,5,843,0.0843
"9242",75111,7,"FRl1",5,5,412,0.0412
"9243",75113,1,"FRs1",5,5,9178,0.9178
"9244",75114,2,"FRs1",5,5,239,0.0239
"9245",75115,3,"FRs1",5,5,3,3e-04
"9246",75116,4,"FRs1",5,5,3,3e-04
"9247",75117,5,"FRs1",5,5,140,0.014
"9248",75119,7,"FRs1",5,5,201,0.0201
"9249",75153,1,"FRs14",5,5,2979,0.2979
"9250",75154,2,"FRs14",5,5,319,0.0319
"9251",75156,4,"FRs14",5,5,2,2e-04
"9252",75157,5,"FRs14",5,5,33,0.0033
"9253",75161,1,"FRs15",5,5,1565,0.1565
"9254",75162,2,"FRs15",5,5,174,0.0174
"9255",75164,4,"FRs15",5,5,2,2e-04
"9256",75165,5,"FRs15",5,5,23,0.0023
"9257",75167,7,"FRs15",5,5,139,0.0139
"9258",75169,1,"FRs16",5,5,944,0.0944
"9259",75170,2,"FRs16",5,5,16,0.0016
"9260",75173,5,"FRs16",5,5,11,0.0011
"9261",75177,1,"FRs17",5,5,990,0.099
"9262",75178,2,"FRs17",5,5,206,0.0206
"9263",75180,4,"FRs17",5,5,9,9e-04
"9264",75181,5,"FRs17",5,5,37,0.0037
"9265",75183,7,"FRs17",5,5,229,0.0229
"9266",75193,1,"FRs19",5,5,77432,7.7432
"9267",75194,2,"FRs19",5,5,14316,1.4316
"9268",75195,3,"FRs19",5,5,30,0.003
"9269",75196,4,"FRs19",5,5,4564,0.4564
"9270",75197,5,"FRs19",5,5,6171,0.6171
"9271",75198,6,"FRs19",5,5,2,2e-04
"9272",75201,1,"FRs2",5,5,304,0.0304
"9273",75202,2,"FRs2",5,5,125,0.0125
"9274",75204,4,"FRs2",5,5,17,0.0017
"9275",75205,5,"FRs2",5,5,90,0.009
"9276",75207,7,"FRs2",5,5,144,0.0144
"9277",75209,1,"FRs20",5,5,1256,0.1256
"9278",75210,2,"FRs20",5,5,547,0.0547
"9279",75211,3,"FRs20",5,5,9,9e-04
"9280",75212,4,"FRs20",5,5,46,0.0046
"9281",75213,5,"FRs20",5,5,1964,0.1964
"9282",75215,7,"FRs20",5,5,115,0.0115
"9283",75225,1,"FRs4",5,5,6,6e-04
"9284",75241,1,"FRs6",5,5,620,0.062
"9285",75242,2,"FRs6",5,5,180,0.018
"9286",75244,4,"FRs6",5,5,3,3e-04
"9287",75245,5,"FRs6",5,5,40,0.004
