"","T_MAPCODE","LC","1750","1990","2014","2018","2020","2022","prop_nat1990","prop_nat2014","prop_nat2018","prop_nat2020","prop_nat2022","A3_1990","A3_2014","A3_2018","A3_2020","A3_2022"
"278","Gs10","nat",10944.6128,8268.448,7843.228,7637.4216,7606.1784,7576.2196,0.755481089289883,0.716629098107518,0.697824741684786,0.694970076967912,0.692232766790982,"LC","LC","LC","LC","LC"
"279","Gs11","nat",2342.158,1215.3212,1076.9832,1027.9996,1024.5988,1020.7256,0.518889502757713,0.459825169779323,0.438911294626579,0.43745930035463,0.435805611747798,"LC","VU","VU","VU","VU"
"280","Gs12","nat",8728.1252,5261.9836,4910.9228,4746.6104,4722.0004,4698.084,0.602876732336516,0.562654944500567,0.543829320871795,0.541009700456634,0.53826954727918,"LC","LC","LC","LC","LC"
"281","Gs13","nat",492.96,186.8456,170.0176,154.5836,153.1612,148.2664,0.379027913015255,0.344891269068484,0.313582440765985,0.310697013956508,0.300767607919507,"VU","VU","VU","VU","VU"
"282","Gs14","nat",5281.672,2477.8336,2259.068,2168.1408,2152.5728,2135.8588,0.469138106266349,0.427718343736605,0.41050273474006,0.40755518328287,0.404390655080437,"VU","VU","VU","VU","VU"
"283","Gs15","nat",6137.2616,3958.2016,3806.1988,3728.6372,3718.7268,3708.014,0.64494588270443,0.620178680341734,0.607540861546459,0.605926069698577,0.604180535501371,"LC","LC","LC","LC","LC"
"284","Gs16","nat",3606.2944,3100.884,3030.7144,2995.0192,2990.1632,2980.22,0.859853261009417,0.840395725873073,0.830497698690379,0.829151164142339,0.826393984917038,"LC","LC","LC","LC","LC"
"285","Gs17","nat",4242.1876,4185.8024,4178.7004,4172.418,4171.49,4170.7988,0.986708461455123,0.98503432521466,0.983553391179588,0.983334636120288,0.983171701317499,"LC","LC","LC","LC","LC"
"286","Gs18","nat",1433.932,1414.8308,1411.5748,1409.0108,1408.2936,1407.3916,0.986679145175643,0.984408465673407,0.98262037530371,0.982120212116056,0.98149117252422,"LC","LC","LC","LC","LC"
"287","Gs19","nat",3024.2364,1551.1112,1426.8328,1352.3572,1342.1664,1334.6488,0.512893502637558,0.471799360658446,0.44717311120255,0.443803401083328,0.441317616572567,"LC","VU","VU","VU","VU"
"288","Gs2","nat",1545.4912,1300.2316,1261.6112,1245.6404,1244.0572,1242.8228,0.84130637560408,0.816317297697975,0.805983495732619,0.804959096499547,0.804160386031315,"LC","LC","LC","LC","LC"
"289","Gs20","nat",6280.594,2644.1768,2413.7704,2281.9068,2266.1492,2257.522,0.421007439742165,0.38432199247396,0.363326589809817,0.360817655145357,0.359444027109538,"VU","VU","VU","VU","VU"
"290","Gs3","nat",1742.278,1606.7372,1582.5852,1568.3444,1565.438,1563.8912,0.922204837574715,0.908342526278814,0.900168859389833,0.8985006985108,0.897612895301439,"LC","LC","LC","LC","LC"
"291","Gs4","nat",7440.426,4805.9292,4442.0148,4293.0084,4260.2476,4242.93,0.645921241606327,0.597010816316162,0.576984221064762,0.572581139843337,0.570253638702945,"LC","LC","LC","LC","LC"
"292","Gs6","nat",5227.4684,3638.4548,3421.2016,3328.7696,3316.8892,3303.6124,0.696026168230878,0.654466242206266,0.63678426061839,0.634511573518072,0.631971759025841,"LC","LC","LC","LC","LC"
"293","Gs7","nat",4653.6068,2693.4696,2459.5172,2389.8856,2374.6972,2366.6848,0.578791830886959,0.52851848162161,0.513555550073547,0.510291759071695,0.50856999779182,"LC","LC","LC","LC","LC"
"294","Gs8","nat",2862.4156,1978.5956,1746.3828,1680.63,1671.1672,1664.26,0.691232817484645,0.610108049998051,0.587136962221698,0.583831083089402,0.581418016307625,"LC","LC","LC","LC","LC"
"295","Gs9","nat",6972.2336,2600.4864,2225.3264,2050.0268,2035.464,2020.0288,0.372977520431903,0.319169799474303,0.294027268392155,0.291938583354407,0.289724773421246,"VU","VU","EN","EN","EN"
"296","NKb1","nat",4671.0664,4657.1556,4647.2656,4639.002,4638.2116,4637.4332,0.997021922017636,0.994904632483923,0.993135528966148,0.992966317070552,0.992799674181468,"LC","LC","LC","LC","LC"
"297","NKb2","nat",607.488,604.1708,602.918,601.45,601.4232,601.392,0.994539480615255,0.992477217656974,0.99006070901812,0.990016592920354,0.989965233881163,"LC","LC","LC","LC","LC"
"298","NKb3","nat",41251.818,41147.5544,41077.7868,40950.256,40930.486,40919.9956,0.99747250896918,0.995781247750099,0.99268972824422,0.992210476638872,0.991956175119361,"LC","LC","LC","LC","LC"
"299","NKb4","nat",2677.2,2674.3028,2674.2168,2671.6808,2670.6484,2670.3192,0.998917824592858,0.998885701479157,0.997938443149559,0.997552816375318,0.997429852084267,"LC","LC","LC","LC","LC"
"300","NKb5","nat",8634.3688,8592.3176,8582.7128,8551.6056,8549.1188,8543.5324,0.995129788757691,0.994017397079448,0.990414678603953,0.990126666815529,0.989479671055978,"LC","LC","LC","LC","LC"
"301","NKb6","nat",41250.6684,41047.6776,41035.2476,40932.062,40926.38,40909.9712,0.995079090645717,0.994777762195,0.992276333636329,0.992138590413725,0.991740807768342,"LC","LC","LC","LC","LC"
"302","NKl1","nat",20205.9452,20140.7108,20132.7076,20086.0432,20080.0552,20074.7364,0.99677152445212,0.996375443005755,0.994066003900674,0.993769655477438,0.993506426019605,"LC","LC","LC","LC","LC"
"303","NKl2","nat",8321.3632,8214.252,8199.0052,8173.906,8169.664,8164.2908,0.987128166692688,0.985295918822531,0.982279682252062,0.981769910007053,0.981124198496708,"LC","LC","LC","LC","LC"
"304","NKl4","nat",742.6932,702.2056,690.7232,684.3444,683.5496,683.2128,0.945485430592336,0.930024941658278,0.921436200035223,0.920366040782385,0.919912556086416,"LC","LC","LC","LC","LC"
"305","NKu1","nat",17149.5756,17026.1972,17018.182,16973.3548,16969.9452,16965.0208,0.992805746166686,0.992338376000395,0.989724480412215,0.989525664996631,0.989238520864621,"LC","LC","LC","LC","LC"
"306","NKu2","nat",11734.2756,11718.6936,11717.4996,11709.3512,11707.8832,11706.3608,0.998672095276167,0.998570342084005,0.997875931940784,0.997750828351091,0.997621088770064,"LC","LC","LC","LC","LC"
"307","NKu3","nat",42273.7272,40549.5272,40230.2988,40081.0524,40036.994,40004.2396,0.959213437891514,0.95166197694534,0.948131500455914,0.947089283388288,0.946314466447141,"LC","LC","LC","LC","LC"
"308","NKu4","nat",49834.4344,48419.9436,48257.9664,48142.5248,48120.434,48084.2452,0.971616196370436,0.968365889590592,0.966049386927526,0.96560610307639,0.96487992246582,"LC","LC","LC","LC","LC"
"309","SKk1","nat",1673.774,1671.1736,1670.7816,1667.568,1667.2184,1666.85,0.998446385234805,0.998212183962709,0.996292211493308,0.996083342195541,0.99586324079595,"LC","LC","LC","LC","LC"
"310","SKk2","nat",129.9056,129.4136,129.4096,129.2048,129.1948,129.1548,0.996212634405291,0.99618184281509,0.994605313396805,0.994528334421303,0.994220418519294,"LC","LC","LC","LC","LC"
"311","SKk3","nat",1320.886,1305.072,1303.0764,1299.5728,1299.2172,1298.8296,0.988027732900493,0.986516928788707,0.98386446672915,0.983595253488946,0.983301814085394,"LC","LC","LC","LC","LC"
"312","SKk4","nat",983.548,981.674,981.4312,979.5732,979.4672,979.3724,0.998094653235023,0.997847791871876,0.995958712742032,0.995850939659274,0.99575455392111,"LC","LC","LC","LC","LC"
"313","SKk5","nat",988.53,858.4188,841.0544,832.2764,831.094,829.1768,0.868379108373039,0.850813227721971,0.841933375820663,0.840737256330106,0.838797810890919,"LC","LC","LC","LC","LC"
"314","SKk6","nat",59.8264,58.2204,57.8168,57.1404,57.1048,57.032,0.973155663720364,0.96640947808994,0.955103432598318,0.954508377572443,0.953291523474586,"LC","LC","LC","LC","LC"
"315","SKk7","nat",185.2136,144.2304,138.4624,132.458,131.1172,130.8612,0.778724672486254,0.74758225097941,0.715163465317882,0.707924256102144,0.706542068185058,"LC","LC","LC","LC","LC"
"316","SKk8","nat",2.86,0.8512,0.6144,0.646,0.6348,0.6316,0.297622377622378,0.214825174825175,0.225874125874126,0.221958041958042,0.220839160839161,"EN","EN","EN","EN","EN"
"317","SKk9","nat",142.7656,142.1436,140.5024,140.3324,140.2672,140.2268,0.995643208167794,0.984147441680629,0.982956678639672,0.982499985991023,0.982217004656584,"LC","LC","LC","LC","LC"
"318","SKn1","nat",7582.1624,7372.6292,7358.7072,7343.7548,7342.5008,7342.0048,0.97236498126181,0.970528829611985,0.968556780055252,0.968391391880501,0.968325975186182,"LC","LC","LC","LC","LC"
"319","SKn2","nat",539.3324,535.4192,535.1212,534.2448,534.226,534.2036,0.992744363216451,0.992191828267688,0.990566856357971,0.990531998448452,0.990490465620089,"LC","LC","LC","LC","LC"
"320","SKn3","nat",3107.996,2918.6092,2905.4704,2893.0444,2891.3408,2891.024,0.939064657740872,0.934837239172766,0.930839164529169,0.930291029975586,0.93018909934247,"LC","LC","LC","LC","LC"
"321","SKn4","nat",5040.6136,4632.4888,4606.0996,4584.9324,4582.5824,4581.266,0.919032714588557,0.913797399586431,0.909598069568356,0.909131856486679,0.908870697805521,"LC","LC","LC","LC","LC"
"322","SKn5","nat",653.3436,652.7544,652.5144,650.838,650.5632,650.5384,0.999098177436804,0.998730836270532,0.996164958224126,0.995744352588745,0.995706394001564,"LC","LC","LC","LC","LC"
"323","SKn6","nat",396.7944,392.6292,391.8628,391.562,391.5216,391.506,0.989502876048654,0.987571397176976,0.986813321962205,0.986711506009157,0.986672190938178,"LC","LC","LC","LC","LC"
"324","SKn7","nat",997.1488,919.9676,911.934,908.4916,908.0956,907.9312,0.922598111736182,0.914541540841247,0.911089297805904,0.91069216550228,0.910527295424715,"LC","LC","LC","LC","LC"
"325","SKr1","nat",1200.4012,1200.1916,1200.1508,1199.7908,1199.756,1199.7416,0.999825391710705,0.999791403074239,0.999491503340716,0.999462513033143,0.999450517043802,"LC","LC","LC","LC","LC"
"326","SKr10","nat",127.5696,127.5328,127.5288,127.1652,127.1584,127.1424,0.999711530019691,0.999680174587049,0.996829965759868,0.996776661524376,0.996651239793807,"LC","LC","LC","LC","LC"
"327","SKr11","nat",129.2752,128.9884,128.9684,128.19,128.16,128.1204,0.997781477035038,0.997626768320606,0.991605505154894,0.991373442083246,0.991067118828669,"LC","LC","LC","LC","LC"
"328","SKr12","nat",612.1464,612.072,612.0708,611.9304,611.9092,611.8968,0.999878460446717,0.999876500131341,0.999647143232403,0.999612510994102,0.999592254401888,"LC","LC","LC","LC","LC"
"329","SKr13","nat",722.676,722.4456,722.4356,722.0072,721.8784,721.8316,0.999681184929346,0.999667347469682,0.999074550697685,0.998896324217215,0.998831564905988,"LC","LC","LC","LC","LC"
"330","SKr14","nat",365.5632,365.4176,365.3908,365.2504,365.2304,365.2156,0.999601710456632,0.999528398919804,0.999144334002985,0.999089623900874,0.999049138425312,"LC","LC","LC","LC","LC"
"331","SKr15","nat",241.7792,202.4592,201.5128,200.3552,200.304,200.304,0.837372280163058,0.833457964953147,0.82867012546985,0.828458362009635,0.828458362009635,"LC","LC","LC","LC","LC"
"332","SKr16","nat",432.8448,432.6108,432.6104,432.43,432.3712,432.3352,0.999459390525195,0.999458466406435,0.999041688845517,0.998905843387745,0.998822672699314,"LC","LC","LC","LC","LC"
"333","SKr17","nat",260.7456,260.4776,260.4216,259.9504,259.7872,259.666,0.998972178245769,0.998757409521004,0.996950284108342,0.996324386681884,0.995859565799001,"LC","LC","LC","LC","LC"
"334","SKr18","nat",817.7808,815.864,815.808,814.6328,812.5508,812.362,0.997656095618777,0.997587617610978,0.996150557704461,0.993604643200232,0.993373774488225,"LC","LC","LC","LC","LC"
"335","SKr19","nat",371.9632,370.912,370.8944,369.4556,368.4908,367.7144,0.997173913978587,0.997126597469857,0.993258472881188,0.990664667902631,0.988577364642524,"LC","LC","LC","LC","LC"
"336","SKr2","nat",192.1136,191.7488,191.7144,191.3576,191.3456,191.3312,0.998101123501928,0.997922062779522,0.996064828309917,0.996002365267217,0.995927409615977,"LC","LC","LC","LC","LC"
"337","SKr3","nat",170.7744,170.7744,170.7744,170.7484,170.7448,170.7376,1,1,0.999847752356325,0.999826671913355,0.999784511027414,"LC","LC","LC","LC","LC"
"338","SKr4","nat",836.2248,828.5832,828.5516,827.2752,827.26,827.1612,0.990861787404535,0.990823998522885,0.98929761470839,0.989279437777976,0.989161287730285,"LC","LC","LC","LC","LC"
"339","SKr5","nat",18.3652,18.3652,18.3652,18.3652,18.3652,18.3652,1,1,1,1,1,"LC","LC","LC","LC","LC"
"340","SKr6","nat",65.8728,65.8684,65.8684,65.8632,65.824,65.8232,0.999933204600381,0.999933204600381,0.99985426458265,0.999259178295139,0.999247033677026,"LC","LC","LC","LC","LC"
"341","SKr7","nat",327.1496,327.1344,327.1344,326.5972,326.588,326.5544,0.999953538075547,0.999953538075547,0.998311475850803,0.998283354159687,0.998180648853002,"LC","LC","LC","LC","LC"
"342","SKr8","nat",50.5576,50.5576,50.5576,50.5336,50.5152,50.5104,1,1,0.99952529392218,0.999161352595851,0.999066411380287,"LC","LC","LC","LC","LC"
"343","SKr9","nat",3.2652,3.2652,3.2652,3.2652,3.2652,3.2652,1,1,1,1,1,"LC","LC","LC","LC","LC"
"344","SKs1","nat",508.0212,352.32,347.6924,315.38,314.8356,311.0076,0.693514365148541,0.68440529647188,0.620800864215903,0.619729255393279,0.612194136780119,"LC","LC","LC","LC","LC"
"345","SKs10","nat",136.4288,134.3972,134.3972,134.0656,134.0148,133.9984,0.985108716048224,0.985108716048224,0.982678144204156,0.982305788807056,0.982185579584369,"LC","LC","LC","LC","LC"
"346","SKs11","nat",286.9792,286.9536,286.9512,286.7372,286.7088,286.6852,0.999910794928692,0.999902431953256,0.999156733310289,0.999057771434306,0.998975535509194,"LC","LC","LC","LC","LC"
"347","SKs12","nat",469.9288,427.9568,426.5624,423.9252,423.6604,423.524,0.9106843419684,0.907717083949739,0.902105169974685,0.901541680356684,0.901251423619919,"LC","LC","LC","LC","LC"
"348","SKs13","nat",201.1296,130.9596,115.4816,110.2904,108.2648,108.1508,0.651120471576536,0.574165115428062,0.548354891572399,0.538283773248691,0.537716974527867,"LC","LC","LC","LC","LC"
"349","SKs14","nat",838.9456,664.4676,651.2588,645.5372,644.9832,644.0144,0.792027039655491,0.776282514623117,0.769462525341333,0.768802172631932,0.76764738977116,"LC","LC","LC","LC","LC"
"350","SKs2","nat",536.1004,528.9556,528.7648,525.67,525.4884,524.9028,0.986672645646226,0.986316742162476,0.98054394288831,0.980205200369184,0.97911286766434,"LC","LC","LC","LC","LC"
"351","SKs3","nat",331.4,309.1804,308.0868,303.8476,303.662,302.72,0.932952323476162,0.929652383826192,0.916860591430296,0.916300543150272,0.913458056729028,"LC","LC","LC","LC","LC"
"352","SKs4","nat",449.044,443.7568,443.2376,441.8632,441.7228,441.4408,0.988225652720001,0.987069418587043,0.98400869402553,0.983696029787727,0.983068028968208,"LC","LC","LC","LC","LC"
"353","SKs5","nat",566.1096,566.0364,565.8908,565.7144,565.7124,565.6908,0.999870696416383,0.999613502403068,0.99930190196386,0.999298369079062,0.99926021392324,"LC","LC","LC","LC","LC"
"354","SKs6","nat",123.302,123.1816,123.1816,122.832,122.8264,122.7916,0.999023535709072,0.999023535709072,0.996188220791228,0.996142803847464,0.995860569982644,"LC","LC","LC","LC","LC"
"355","SKs7","nat",3151.7932,2613.5344,2571.8156,2545.486,2543.0388,2540.0112,0.829221409577253,0.815984881241574,0.807631033660457,0.806854586779361,0.805893990760561,"LC","LC","LC","LC","LC"
"356","SKs8","nat",868.0312,757.7072,752.856,734.138,732.4448,727.288,0.872903185968431,0.867314446761821,0.845750705735001,0.843800084605254,0.837859284320656,"LC","LC","LC","LC","LC"
"357","SKs9","nat",917.3924,905.496,891.826,886.9968,886.2784,884.7432,0.987032375676973,0.972131445606046,0.966867395020931,0.966084305908791,0.964410867149107,"LC","LC","LC","LC","LC"
"358","SKt1","nat",101.7792,101.7668,101.7668,101.3432,101.332,101.3284,0.999878167641326,0.999878167641326,0.995716217065962,0.995606174935547,0.99557080425077,"LC","LC","LC","LC","LC"
"359","SKt2","nat",7632.554,7358.9948,7340.0296,7316.6456,7315.4296,7313.0976,0.96415889098197,0.961674113278465,0.958610394371268,0.958451076795526,0.958145543418363,"LC","LC","LC","LC","LC"
"360","SKt3","nat",5357.996,5253.1516,5242.878,5226.1568,5224.4604,5222.7172,0.980432161576828,0.978514728267807,0.975393934597935,0.975077323685945,0.974751978164971,"LC","LC","LC","LC","LC"
"361","SKv1","nat",540.74,470.4456,455.6388,451.1516,449.6388,447.9824,0.870003328771683,0.842620852905278,0.834322594962459,0.831524947294448,0.828461737618819,"LC","LC","LC","LC","LC"
"362","SKv10","nat",240.126,230.8348,229.7436,226.6016,226.396,226.2656,0.961306980501903,0.956762699582719,0.943677902434555,0.942821685281894,0.942278637048883,"LC","LC","LC","LC","LC"
"363","SKv11","nat",1578.5704,1414.1236,1397.6464,1374.506,1371.4312,1369.166,0.895825488682671,0.885387436632538,0.870728350157839,0.868780511784587,0.867345542523792,"LC","LC","LC","LC","LC"
"364","SKv13","nat",2555.2608,2526.6976,2523.454,2515.8504,2514.8576,2513.968,0.988821806369041,0.987552425177109,0.984576760227371,0.984188228457933,0.983840083955422,"LC","LC","LC","LC","LC"
"365","SKv14","nat",793.3056,776.2044,773.9996,771.1804,770.3592,769.2448,0.978443111960889,0.97566385513981,0.97211011746293,0.971074955225325,0.969670200235571,"LC","LC","LC","LC","LC"
"366","SKv2","nat",559.3864,558.9492,557.3936,557.2216,557.1876,557.15,0.999218429336144,0.996437525116807,0.99613004534969,0.996069264465493,0.996002047958263,"LC","LC","LC","LC","LC"
"367","SKv3","nat",928.5724,907.3396,905.4444,903.2952,903.1684,902.9904,0.977133931613733,0.97509294913353,0.972778428477952,0.972641874774654,0.972450182667501,"LC","LC","LC","LC","LC"
"368","SKv4","nat",1318.3684,1314.9408,1314.8412,1313.9288,1313.738,1313.5804,0.997400119723743,0.997324571796472,0.996632504237814,0.99648777989521,0.99636823819503,"LC","LC","LC","LC","LC"
"369","SKv5","nat",6988.3064,6945.2932,6941.7856,6926.9688,6925.5768,6923.8212,0.993844975085809,0.993343050900001,0.991222823315245,0.991023633422828,0.990772413756787,"LC","LC","LC","LC","LC"
"370","SKv6","nat",4714.4892,4690.214,4687.19,4677.1048,4676.0152,4674.8652,0.994850937403781,0.994209510544642,0.992070318031485,0.99183920073462,0.991595271869538,"LC","LC","LC","LC","LC"
"371","SKv7","nat",653.3552,530.5384,512.3764,499.6652,497.4968,496.252,0.812021393569685,0.784223344361536,0.764768077150071,0.761449208638731,0.759543966283577,"LC","LC","LC","LC","LC"
"372","SKv8","nat",4109.0248,3974.3536,3959.0424,3936.3552,3933.6204,3931.7928,0.967225508105962,0.963499271165265,0.957977961096755,0.957312401716339,0.956867624649041,"LC","LC","LC","LC","LC"
"373","SVcb1","nat",6645.4948,5423.3136,5224.8812,5179.6104,5125.75,5108.8792,0.816088758357015,0.786229070557696,0.779416816336987,0.771312017278232,0.768773334981768,"LC","LC","LC","LC","LC"
"374","SVcb10","nat",1442.1488,1053.1924,995.874,940.7776,929.834,919.6632,0.730293850398794,0.690548714529319,0.652344335064454,0.644755936419321,0.637703404808158,"LC","LC","LC","LC","LC"
"375","SVcb11","nat",3285.6364,2650.2292,2567.892,2515.0816,2506.7716,2493.6388,0.806610615830772,0.781550873979848,0.765477762542441,0.76294857215485,0.758951538277334,"LC","LC","LC","LC","LC"
"376","SVcb12","nat",17384.092,12067.9568,11320.8516,11061.4828,10912.8008,10862.8848,0.69419540577673,0.651219034045609,0.636299140616605,0.627746378700711,0.624875017918681,"LC","LC","LC","LC","LC"
"377","SVcb13","nat",2066.3028,1955.3468,1938.8292,1926.792,1922.6168,1920.4356,0.946302158618766,0.938308364098427,0.932482886825687,0.930462273002776,0.929406667793317,"LC","LC","LC","LC","LC"
"378","SVcb14","nat",759.892,461.8772,452.4796,446.516,441.63,441.2272,0.60781953224932,0.595452511672711,0.587604554331405,0.581174693245882,0.580644617919388,"LC","LC","LC","LC","LC"
"379","SVcb15","nat",7198.2152,3327.4904,3020.6896,2939.9372,2868.9324,2856.3324,0.462266035058246,0.419644247368431,0.408425855342585,0.398561632333526,0.396811198420408,"VU","VU","VU","VU","VU"
"380","SVcb16","nat",12074.1312,10217.15,10025.0308,9946.0684,9917.0488,9880.8072,0.846201671222522,0.830290033621632,0.823750233888464,0.82134678145621,0.818345190749625,"LC","LC","LC","LC","LC"
"381","SVcb17","nat",8901.2312,8338.4096,8275.2484,8242.6824,8216.7028,8214.646,0.936770364980521,0.92967458254539,0.926015987541139,0.923097335119214,0.92286626596105,"LC","LC","LC","LC","LC"
"382","SVcb18","nat",6496.36,5388.504,5198.8472,5146.278,5109.2956,5101.8224,0.829465115849491,0.800270797800615,0.792178696993393,0.786485909032135,0.785335541749534,"LC","LC","LC","LC","LC"
"383","SVcb19","nat",12012.4968,11171.1888,10882.3284,10786.6888,10702.0624,10665.7168,0.92996393555751,0.905917277746954,0.897955602369026,0.890910738889853,0.887885089800815,"LC","LC","LC","LC","LC"
"384","SVcb2","nat",1107.4924,1085.108,1078.78,1076.9268,1076.1928,1075.8564,0.979788213445076,0.974074404483498,0.972401074716179,0.971738316217791,0.971434566955042,"LC","LC","LC","LC","LC"
"385","SVcb20","nat",10110.8896,7031.6548,6494.3228,6348.794,6254.0464,6219.6988,0.695453622597165,0.64230973306246,0.627916459497293,0.618545612445417,0.615148522638404,"LC","LC","LC","LC","LC"
"386","SVcb21","nat",4147.7392,3261.85,3099.3548,3070.8684,3053.2376,3045.662,0.786416368705149,0.747239556431128,0.740371622208069,0.736120921006798,0.734294480231544,"LC","LC","LC","LC","LC"
"387","SVcb22","nat",0.602,0.5788,0.5368,0.5368,0.5316,0.5316,0.961461794019934,0.891694352159469,0.891694352159469,0.883056478405316,0.883056478405316,"LC","LC","LC","LC","LC"
"388","SVcb23","nat",4445.3284,2891.3464,2695.04,2621.8656,2531.0024,2519.1048,0.65042357725472,0.606263420268343,0.589802454189886,0.569362299532246,0.566685871846948,"LC","LC","LC","LC","LC"
"389","SVcb24","nat",666.91,607.1328,601.4828,598.2148,596.9996,596.7168,0.910366916075632,0.901895008321963,0.896994796899132,0.895172661978378,0.894748616754885,"LC","LC","LC","LC","LC"
"390","SVcb25","nat",891.324,843.1932,833.5616,828.3392,826.5452,823.9772,0.946000780860832,0.935194833752934,0.929335684891241,0.927322948781812,0.924441841575005,"LC","LC","LC","LC","LC"
"391","SVcb26","nat",2000.0168,1812.8404,1771.4836,1758.338,1749.4692,1747.8652,0.906412586134276,0.885734359831377,0.879161615042434,0.874727252291081,0.873925259027824,"LC","LC","LC","LC","LC"
"392","SVcb27","nat",2522.834,1614.5176,1304.0228,1260.134,1222.812,1210.104,0.639961884135064,0.516888071113676,0.49949144493851,0.484697764498179,0.479660572197774,"LC","LC","VU","VU","VU"
"393","SVcb28","nat",2316.1448,1971.638,1859.362,1826.5564,1815.7768,1809.8568,0.851258522351452,0.802783142055713,0.788619260764698,0.783965147602171,0.781409176144773,"LC","LC","LC","LC","LC"
"394","SVcb29","nat",388.1768,376.3516,374.9828,374.0792,373.954,373.6608,0.969536561690446,0.966010333435692,0.963682528167577,0.963359994724054,0.962604668800402,"LC","LC","LC","LC","LC"
"395","SVcb3","nat",1331.3268,948.6744,916.2432,897.5916,894.2568,889.586,0.712578158871285,0.688218099417814,0.674208316094891,0.671703446516663,0.668195066755961,"LC","LC","LC","LC","LC"
"396","SVcb4","nat",4119.6272,3746.2624,3706.9364,3674.8456,3666.788,3661.8716,0.909369274967405,0.899823265561505,0.892033531577809,0.890077626441538,0.888884217484534,"LC","LC","LC","LC","LC"
"397","SVcb5","nat",367.1036,360.9004,360.3868,359.8996,359.854,359.8116,0.983102317710859,0.981703257609024,0.980376111811489,0.980251896194971,0.980136397463822,"LC","LC","LC","LC","LC"
"398","SVcb6","nat",2285.098,977.564,822.2152,731.9276,723.2408,708.9796,0.427799595465927,0.359816165433605,0.320304687151273,0.316503187171841,0.310262229453616,"VU","VU","VU","VU","VU"
"399","SVcb7","nat",491.3284,414.9032,387.7748,369.8612,366.7404,360.9508,0.844451898160172,0.789237503877244,0.752777979046194,0.746426219204915,0.734642654485269,"LC","LC","LC","LC","LC"
"400","SVcb8","nat",1833.3936,1027.864,933.0252,857.7332,849.2756,843.362,0.56063466131877,0.508906107231966,0.467839093580342,0.463226008861381,0.460000514892165,"LC","LC","VU","VU","VU"
"401","SVcb9","nat",3103.5984,2706.974,2653.656,2603.7752,2597.3956,2593.0128,0.87220498631524,0.855025572896287,0.838953648126639,0.836898098671529,0.835485931427211,"LC","LC","LC","LC","LC"
"402","SVk1","nat",15427.0416,12284.8132,12112.0972,12026.2352,12010.6232,12001.9708,0.796316851832434,0.78512118616443,0.779555504666559,0.778543515433315,0.777982656117295,"LC","LC","LC","LC","LC"
"403","SVk10","nat",5838.9756,5606.1396,5574.8024,5550.5652,5543.8588,5539.6844,0.9601238272001,0.954756926882859,0.950605993284165,0.949457435650185,0.948742515724847,"LC","LC","LC","LC","LC"
"404","SVk11","nat",13886.1856,13662.976,13654.7532,13628.6656,13625.8592,13624.6808,0.983925780165289,0.983333623309773,0.9814549504509,0.981252850314776,0.981167988997641,"LC","LC","LC","LC","LC"
"405","SVk12","nat",7452.5748,7345.568,7325.6152,7272.4276,7260.162,7252.688,0.98564163354657,0.982964330663276,0.975827522053183,0.974181701604659,0.973178826732474,"LC","LC","LC","LC","LC"
"406","SVk13","nat",8517.6948,8458.742,8451.1444,8420.5712,8416.2852,8409.2552,0.993078784649575,0.992186806223675,0.988597431314397,0.988094243527016,0.987268902849161,"LC","LC","LC","LC","LC"
"407","SVk14","nat",929.224,898.9548,894.902,885.446,883.5132,880.8224,0.967425292502131,0.963063803776054,0.952887570704157,0.950807555551729,0.947911805980044,"LC","LC","LC","LC","LC"
"408","SVk15","nat",1620.8448,1618.61,1618.5168,1617.3084,1617.2448,1617.2148,0.998621212839132,0.998563711960578,0.997818174818465,0.997778936021512,0.997760427155024,"LC","LC","LC","LC","LC"
"409","SVk16","nat",7918.5928,7912.924,7912.8692,7906.5756,7905.9664,7905.7652,0.99928411522815,0.999277194806633,0.99848240712668,0.998405474265579,0.998380065710665,"LC","LC","LC","LC","LC"
"410","SVk17","nat",7197.9932,4050.0096,3862.59,3803.3468,3767.4136,3751.572,0.562658158665668,0.536620401364091,0.52838988511409,0.523397771478862,0.521196935834838,"LC","LC","LC","LC","LC"
"411","SVk18","nat",999.6036,967.8296,963.8112,954.3788,953.4352,953.0492,0.968213399791677,0.964193406266244,0.954757265780155,0.953813291588786,0.953427138517708,"LC","LC","LC","LC","LC"
"412","SVk2","nat",4206.5528,3349.3636,3284.0676,3244.9464,3233.6,3227.4224,0.796225260740814,0.78070281205076,0.771402750489664,0.768705435006069,0.767236869105744,"LC","LC","LC","LC","LC"
"413","SVk3","nat",1366.9324,632.7872,599.2416,583.794,577.6448,576.2632,0.462925013702214,0.438384224413731,0.427083299803268,0.422584759860839,0.421574029556985,"VU","VU","VU","VU","VU"
"414","SVk4","nat",16649.7672,13102.4916,12716.5448,12546.004,12495.5028,12455.3472,0.786947435517297,0.763767123422603,0.753524289516793,0.750491142002274,0.748079360533041,"LC","LC","LC","LC","LC"
"415","SVk5","nat",1457.8836,1432.3584,1427.704,1422.3936,1421.0436,1418.3416,0.982491606325773,0.979299033201279,0.975656492740573,0.974730492887086,0.972877121328479,"LC","LC","LC","LC","LC"
"416","SVk6","nat",5313.8536,4398.9956,4302.784,4247.0232,4233.5024,4220.3792,0.827835302048969,0.809729496499489,0.799236019599787,0.796691576147299,0.794221955983131,"LC","LC","LC","LC","LC"
