"","T_MAPCODE","A3_fin","A3_prclost","A2b_fin","A2b_prclost50","B1_fin","B2_fin","RoD","D3_fin","D3_prcdeg","prpinv_max","RLE","Criteria_triggered","Criteria_used","X1750","X2022","pnat_2022","ROD9022","prclost50_9022","expert_change"
"183","FRg1","LC",17,"LC",6,"LC","LC",0.1,"LC",0,0.00102061806731332,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",305.5396,252.788,0.827349384498769,0.110805522571665,6,"RLE not adjusted"
"184","FRg2","EN",77,"EN",53,"EN","VU",1.1,"LC",0,0.18064563085345,"EN","A3_nat, A3_wc, A2b, B1i_rod, B1iii_sp","A3_nat, A3_wc, A2b, B1i_rod, B1iii_sp, B2i_rod, B2iii_sp, D3_inv",951.3408,153.8836,0.161754441731081,1.05818681705967,53,"RLE not adjusted"
"185","FRg3","LC",2,"LC",1,"LC","LC",0,"LC",0,0.108175987086634,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",19.1756,18.8332,0.982143974634431,0.0271733409129188,1,"RLE not adjusted"
"186","FRl1","LC",11,"LC",5,"LC","LC",0.1,"LC",21,0.0190671561417506,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_lk; D3_inv",501.6888,432.6812,0.862449390937171,0.0949299788811682,5,"RLE not adjusted"
"187","FRs1","LC",5,"LC",3,"LC","LC",0.1,"LC",0,0.0139517991659117,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",207.306,196.0464,0.945686087233365,0.0665950462071775,3,"RLE not adjusted"
"188","FRs10","CR",90,"EN",61,"CR","CR",1.2,"LC",7,0.0875378004138151,"CR","A3_nat, A3_coct, B1i_rod, B1iii_sp, B2i_rod, B2iii_sp","A3_nat, A3_coct, A2b, B1i_rod, B1iii_sp, B2i_rod, B2iii_sp, D3_coct; D3_inv",25.2736,2.5132,0.0994397315776146,1.2244700416223,61,"RLE not adjusted"
"189","FRs11","EN",84,"EN",54,"CR","VU",1.1,"LC",0,0.175503694236886,"CR","B1i_rod, B1iii_sp","A3_nat, A3_wc, A2b, B1i_rod, B1iii_sp, B2i_rod, B2iii_sp, D3_inv",1193.6704,153.0492,0.128217303537057,1.08164306355665,54,"RLE not adjusted"
"190","FRs12","CR",90,"EN",58,"EN","VU",1.2,"LC",0,0.139532316974715,"CR","A3_nat","A3_nat, A2b, B1i_rod, B1iii_sp, B2i_rod, B2iii_sp, D3_inv",2027.506,195.7052,0.0965250904312983,1.16396191554802,58,"RLE not adjusted"
"191","FRs13","EN",82,"EN",54,"EN","VU",1.1,"LC",0,0.112314639576675,"EN","A3_nat, A3_wc, A2b, B1i_rod, B1iii_sp","A3_nat, A3_wc, A2b, B1i_rod, B1iii_sp, B2i_rod, B2iii_sp, D3_inv",2762.57,397.7656,0.143983899050522,1.07282581562457,54,"RLE not adjusted"
"192","FRs14","VU",58,"LC",29,"CR","VU",0.6,"LC",0,0.176418456005478,"CR","B1i_rod","A3_nat, A3_wc, A2b, B1i_rod, B2i_rod, D3_step; D3_inv",866.5308,326.5452,0.376842000307433,0.589499520953799,29,"RLE not adjusted"
"193","FRs15","LC",4,"LC",1,"LC","LC",0,"LC",0,0.00231112153918348,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_step; D3_inv",276.4104,264.244,0.955984290026714,0.0261191453335293,1,"RLE not adjusted"
"194","FRs16","LC",18,"LC",5,"LC","LC",0.1,"LC",0,0.00554062758577716,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_step; D3_inv",1347.8644,1104.1168,0.819160146970274,0.0949012169345812,5,"RLE not adjusted"
"195","FRs17","VU",69,"VU",34,"EN","VU",0.7,"LC",0,0.191890763112291,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_step; D3_inv",207.1384,64.1688,0.309787079556471,0.679244420051225,34,"RLE not adjusted"
"196","FRs18","LC",0,"LC",0,"LC","LC",0,"LC",0,0.000301660650306211,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_step; D3_inv",118.7224,118.6764,0.999612541525441,0.000305422620652503,0,"RLE not adjusted"
"197","FRs19","VU",58,"LC",19,"EN","EN",0.4,"LC",0,0.0623821290287817,"EN","B1i_rod, B2i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_step; D3_inv",373.15,155.8908,0.417769797668498,0.382359647344953,19,"RLE not adjusted"
"198","FRs2","VU",52,"LC",18,"CR","EN",0.4,"LC",0,0.0063945776435138,"CR","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",218.8368,104.3384,0.476786354031863,0.369851484813866,18,"RLE not adjusted"
"199","FRs20","EN",76,"VU",45,"CR","EN",0.9,"LC",0,0.0299024236701291,"CR","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",46.9912,11.4372,0.243390251791825,0.900514713204541,45,"RLE not adjusted"
"200","FRs3","LC",2,"LC",1,"LC","LC",0,"LC",0,0.000431602611519788,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3217.472,3148.2664,0.978490690828079,0.0140766264286114,1,"RLE not adjusted"
"201","FRs4","VU",57,"LC",26,"CR","EN",0.5,"LC",0,0.0233022863263228,"CR","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",491.7496,211.3784,0.429849663324586,0.524699328271488,26,"RLE not adjusted"
"202","FRs5","LC",3,"LC",0,"LC","LC",0,"LC",0,0.000496690288087039,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1236.5136,1199.1376,0.969773078112525,0.00863438284849396,0,"RLE not adjusted"
"203","FRs6","LC",9,"LC",3,"LC","LC",0.1,"LC",0,0.00128862732791599,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2095.8456,1809.988,0.863607510018868,0.0516262296293398,3,"RLE not adjusted"
"204","FRs7","LC",15,"LC",6,"LC","LC",0.1,"LC",0,0.00755368852306927,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1607.8492,1293.4608,0.804466488523924,0.114728451360096,6,"RLE not adjusted"
"205","FRs8","LC",34,"LC",14,"EN","VU",0.3,"LC",0,0.0268725145227462,"EN","B1iii_sp","A3_nat, A3_wc, A2b, B1iii_sp, B2iii_sp, D3_inv",1049.7592,616.4812,0.587259630589568,0.281875036156983,14,"RLE not adjusted"
"206","FRs9","CR",90,"EN",62,"EN","LC",1.2,"LC",0,0.129303040324319,"CR","A3_nat","A3_nat, A2b, B1i_rod, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4963.7544,486.2376,0.0979576265900666,1.23950969813145,62,"RLE not adjusted"
"207","FS1","LC",25,"LC",20,"CR","EN",0.4,"LC",0,0.00758465087874058,"CR","B1i_rod","A3_nat, A3_wc, A2b, B1i_rod, B2i_rod, D3_inv",354.2776,235.792,0.665557178890226,0.393250835262383,20,"RLE not adjusted"
"208","FS10","LC",6,"LC",3,"EN","VU",0.1,"LC",0,0.322533726950796,"EN","B1i_inv","A3_nat, A3_wc, A2b, B1i_inv, B2i_inv, D3_inv",322.876,305.542,0.946313755125807,0.0625240554236962,3,"RLE not adjusted"
"209","FS11","LC",4,"LC",1,"CR","EN",0,"LC",0,0.391023626039343,"CR","B1i_inv","A3_nat, A3_wc, A2b, B1i_inv, B2i_inv, D3_inv",39.6004,39.448,0.996151554024707,0.0119635046818656,1,"RLE not adjusted"
"210","FS12","LC",24,"LC",12,"EN","EN",0.2,"LC",0,0.373151778336469,"EN","B1i_inv, B2i_inv","A3_nat, A2b, B1i_inv, B2i_inv, D3_step; D3_inv",119.0592,91.0064,0.764379401171854,0.243112837391421,12,"RLE not adjusted"
"211","FS13","LC",14,"LC",6,"LC","LC",0.1,"LC",2,0.166786173615142,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_step; D3_inv",41.644,35.1444,0.843924695034099,0.123757979537406,6,"RLE not adjusted"
"212","FS14","LC",12,"LC",10,"CR","EN",0.2,"LC",3,0.564783286472536,"CR","B1i_inv","A3_nat, A2b, B1i_inv, B2i_inv, D3_step; D3_inv",96.9252,84.9324,0.876267472236322,0.190772919835851,10,"RLE not adjusted"
"213","FS2","EN",74,"VU",30,"CR","EN",0.6,"LC",0,0.00708517018200765,"CR","B1i_rod, B1iii_sp","A3_nat, A2b, B1i_rod, B1iii_sp, B2i_rod, B2iii_sp, D3_inv",298.8244,78.3044,0.262041520036516,0.596540771325952,30,"RLE not adjusted"
"214","FS3","VU",55,"LC",23,"EN","VU",0.5,"LC",0,0.0338201611159393,"EN","B1i_rod, B1iii_sp","A3_nat, A3_wc, A2b, B1i_rod, B1iii_sp, B2i_rod, B2iii_sp, D3_inv",1643.4048,580.8488,0.353442316829061,0.463372112119757,23,"RLE not adjusted"
"215","FS4","LC",12,"LC",5,"LC","LC",0.1,"LC",0,0.00161519576172632,"CR","B1iii_sp","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",61.564,49.5296,0.804522123318823,0.0951833784863052,5,"RLE adjusted"
"216","FS5","LC",11,"LC",7,"EN","VU",0.1,"LC",0,0.0420299193722338,"EN","B1iii_sp","A3_nat, A3_wc, A2b, B1iii_sp, B2iii_sp, D3_inv",342.2724,293.0008,0.856045652527052,0.132174263779136,7,"RLE not adjusted"
"217","FS6","VU",63,"VU",48,"EN","EN",1,"LC",20,0.378594001498206,"EN","B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp","A3_nat, A3_coct, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_coct; D3_inv",394.2892,183.1524,0.464512849958863,0.969345595446677,48,"RLE not adjusted"
"218","FS7","LC",19,"LC",8,"EN","EN",0.2,"LC",0,0.411619744604585,"EN","B1i_inv, B1iii_sp, B2i_inv, B2iii_sp","A3_nat, A3_wc, A2b, B1i_inv, B1iii_sp, B2i_inv, B2iii_sp, D3_inv",46.8288,37.4948,0.800678215115484,0.150899048663357,8,"RLE not adjusted"
"219","FS9","VU",56,"LC",26,"CR","CR",0.5,"LC",0,0.511763373353613,"CR","B1i_rod, B1i_inv, B2i_rod, B2i_inv","A3_nat, A2b, B1i_rod, B1i_inv, B2i_rod, B2i_inv, D3_step; D3_inv",27.99,12.3604,0.441600571632726,0.524185946295349,26,"RLE not adjusted"
"220","Gd1","LC",16,"LC",7,"LC","LC",0.1,"LC",0,0.0840047780028378,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",5026.9468,4202.9276,0.836079586121739,0.138188497281063,7,"RLE not adjusted"
"221","Gd10","LC",3,"LC",0,"LC","LC",0,"LC",0,1.01696737423382e-06,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2830.788,2753.284,0.972621051099553,0.00277693831564525,0,"RLE not adjusted"
"222","Gd2","LC",3,"LC",3,"LC","LC",0.1,"LC",0,0.0267472295651947,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",158.3236,153.586,0.970076476280226,0.0503913436752092,3,"RLE not adjusted"
"223","Gd3","LC",19,"LC",4,"LC","LC",0.1,"LC",0,0.00536745277184466,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2966.1812,2409.262,0.812243702441375,0.0883876964536264,4,"RLE not adjusted"
"224","Gd4","LC",10,"LC",4,"LC","LC",0.1,"LC",0,0.0206711576188615,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",6647.026,5993.8588,0.901735422728902,0.0827785917809453,4,"RLE not adjusted"
"225","Gd5","LC",10,"LC",2,"LC","LC",0,"LC",0,0.0104980517749062,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1237.522,1116.0928,0.901877138345823,0.0351866154123644,2,"RLE not adjusted"
"226","Gd6","LC",0,"LC",0,"LC","LC",0,"LC",0,0.0138484100317437,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",21.6172,21.5476,0.996780341579853,0.00052201269534908,0,"RLE not adjusted"
"227","Gd7","LC",0,"LC",0,"LC","LC",0,"LC",0,0.00107762559791726,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1346.9464,1345.922,0.99923946491115,0.00108995035322538,0,"RLE not adjusted"
"228","Gd8","LC",14,"LC",0,"LC","LC",0,"LC",0,0.000281620311972569,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",20169.2884,17291.3664,0.857311673921029,0.00228032625440501,0,"RLE not adjusted"
"229","Gh1","LC",3,"LC",1,"LC","LC",0,"LC",0,0.00395162115944922,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",8370.6212,8138.5332,0.972273503428873,0.0167746098127317,1,"RLE not adjusted"
"230","Gh10","EN",78,"VU",31,"LC","LC",0.6,"LC",0,0.0100815066279094,"EN","A3_nat","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",25965.724,5813.4168,0.223888107260171,0.629554031929858,31,"RLE not adjusted"
"231","Gh11","VU",55,"LC",20,"CR","EN",0.4,"LC",0,0.0266502562764467,"CR","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",923.5568,416.9716,0.451484521580048,0.403530668832086,20,"RLE not adjusted"
"232","Gh12","LC",33,"LC",16,"LC","LC",0.3,"LC",0,0.00352012040041822,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",329.4952,221.1288,0.671113873586019,0.313243092142205,16,"RLE not adjusted"
"233","Gh13","LC",44,"LC",12,"LC","LC",0.2,"LC",0,0.00500865255888976,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3766.2224,2123.7648,0.563897872839373,0.247422640853663,12,"RLE not adjusted"
"234","Gh14","VU",60,"LC",19,"VU","LC",0.4,"LC",0,0.00344975743195873,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",9187.4096,3675.5048,0.400058880579353,0.38196779868439,19,"RLE adjusted"
"235","Gh15","LC",36,"LC",13,"LC","LC",0.3,"LC",0,0.00303661898608756,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",8598.4796,5468.9772,0.636040027355534,0.252765851697894,13,"RLE not adjusted"
"236","Gh2","LC",21,"LC",6,"LC","LC",0.1,"LC",0,0.00493566603649093,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",7163.2324,5660.4316,0.790206331990569,0.122440758485303,6,"RLE not adjusted"
"237","Gh3","LC",8,"LC",3,"LC","LC",0.1,"LC",0,0.00113660221680322,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",13392.4368,12357.1816,0.922698518913302,0.0551223375446901,3,"RLE not adjusted"
"238","Gh4","LC",4,"LC",1,"LC","LC",0,"LC",0,0.00171265926440242,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",9677.7704,9249.242,0.955720338229971,0.0291784840120468,1,"RLE not adjusted"
"239","Gh5","LC",48,"LC",14,"LC","LC",0.3,"LC",0,0.00105961852180888,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4949.5984,2576.7764,0.52060312610413,0.272344723086735,14,"RLE not adjusted"
"240","Gh6","LC",35,"LC",11,"LC","LC",0.2,"LC",0,0.00372979568464821,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",16012.9004,10488.0812,0.654976983432683,0.210468453852763,11,"RLE not adjusted"
"241","Gh7","LC",18,"LC",6,"LC","LC",0.1,"LC",0,0.00318688745252091,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1571.9508,1286.1452,0.818184131462639,0.116912066498799,6,"RLE not adjusted"
"242","Gh8","LC",18,"LC",10,"LC","LC",0.2,"LC",0,0.0156780199241503,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",80.4668,66.1308,0.821839566131622,0.203334502044302,10,"RLE not adjusted"
"243","Gh9","LC",25,"LC",6,"LC","LC",0.1,"LC",0,7.93669158144647e-05,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",7074.3048,5306.9972,0.750179325041239,0.127391698427888,6,"RLE not adjusted"
"244","Gm1","LC",34,"LC",8,"LC","LC",0.2,"LC",0,0.00590088235260662,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4268.0984,2813.2064,0.659124072678362,0.150012947276632,8,"RLE not adjusted"
"245","Gm10","EN",83,"EN",67,"CR","EN",1.3,"LC",0,0.0601540215525337,"CR","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",1093.2008,183.1432,0.167529332214173,1.33955422700069,67,"RLE not adjusted"
"246","Gm11","VU",60,"LC",25,"LC","LC",0.5,"LC",0,0.0267181252326953,"VU","A3_nat","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",10508.8704,4209.3672,0.400553726497569,0.502288703849193,25,"RLE not adjusted"
"247","Gm12","EN",71,"VU",35,"VU","LC",0.7,"LC",0,0.0269354442467744,"EN","A3_nat","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",12772.3408,3707.4124,0.290268828404579,0.69961067666181,35,"RLE not adjusted"
"248","Gm13","LC",46,"LC",13,"LC","LC",0.3,"LC",0,0.00479847333787464,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3927.052,2126.2596,0.541439125328618,0.256715961817921,13,"RLE not adjusted"
"249","Gm14","LC",21,"LC",10,"LC","LC",0.2,"LC",0,0.0239478333096732,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3750.41,2950.1124,0.786610637236995,0.193222793921509,10,"RLE not adjusted"
"250","Gm15","VU",53,"VU",39,"EN","LC",0.8,"LC",0,0.0494261119665273,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4216.8496,1967.0736,0.466479430520832,0.782572165893644,39,"RLE not adjusted"
"251","Gm16","LC",45,"LC",17,"LC","LC",0.3,"LC",0,0.0270357971951907,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",9654.236,5328.8756,0.551972792046932,0.338263994111096,17,"RLE adjusted"
"252","Gm17","LC",38,"LC",11,"LC","LC",0.2,"LC",0,0.0183134442986147,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1291.3936,805.2008,0.623513079203738,0.221882738753972,11,"RLE not adjusted"
"253","Gm19","LC",39,"LC",8,"LC","LC",0.2,"LC",0,0.0347866081994509,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1380.852,847.0616,0.613434024790492,0.160880828203272,8,"RLE not adjusted"
"254","Gm2","LC",25,"LC",1,"LC","LC",0,"LC",0,0.0015464872828454,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3737.0288,2818.7752,0.754282439568033,0.010209019474444,1,"RLE not adjusted"
"255","Gm20","LC",10,"LC",8,"LC","LC",0.2,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",20.3384,18.3784,0.903630570743028,0.169132784354092,8,"RLE not adjusted"
"256","Gm21","LC",23,"LC",7,"LC","LC",0.1,"LC",0,0.0118499950866774,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1551.0772,1192.6756,0.768933744883878,0.140974388585238,7,"RLE not adjusted"
"257","Gm22","VU",50,"LC",17,"LC","LC",0.3,"LC",0,0.0426054997926643,"EN","B1i_rod","A3_nat, A3_mpl, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",939.1744,352.086,0.374888838537337,0.343166020764605,17,"RLE adjusted"
"258","Gm23","LC",45,"LC",7,"LC","LC",0.1,"LC",0,0.0354583680579868,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1373.9432,759.7868,0.552997241807376,0.13781396900708,7,"RLE not adjusted"
"259","Gm24","LC",7,"LC",1,"LC","LC",0,"LC",0,0.0156008914795131,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",10.0012,9.3328,0.933168019837619,0.0235282232336553,1,"RLE not adjusted"
"260","Gm25","EN",76,"VU",32,"CR","EN",0.6,"LC",0,0.201011319533036,"CR","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",430.6344,103.7852,0.241005363250126,0.634493111974567,32,"RLE not adjusted"
"261","Gm26","LC",7,"LC",2,"LC","LC",0,"LC",0,0.0396827362757678,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",260.5796,242.2212,0.929547823390626,0.0401479621279551,2,"RLE not adjusted"
"262","Gm27","LC",3,"LC",1,"LC","LC",0,"LC",0,0.0153815519406917,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",268.0664,261.144,0.974176547303206,0.0154889713951274,1,"RLE not adjusted"
"263","Gm28","LC",2,"LC",1,"LC","LC",0,"LC",0,0.0264843374546725,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",93.8756,91.556,0.975290703867672,0.0142159122538447,1,"RLE not adjusted"
"264","Gm29","LC",4,"LC",1,"LC","LC",0,"LC",0,0.00289630895659674,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",523.222,502.7088,0.960794462006567,0.0245441774471253,1,"RLE not adjusted"
"265","Gm3","VU",60,"LC",21,"VU","LC",0.4,"LC",0,0.0182845495915448,"VU","A3_nat, B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",15063.9784,6008.3952,0.398858458267572,0.418922123696881,21,"RLE not adjusted"
"266","Gm30","LC",22,"LC",17,"LC","LC",0.3,"LC",0,0.0411348880042314,"LC","","A3_nat, A3_mpl, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3858.6324,2611.3308,0.67675034294534,0.331498580931282,17,"RLE not adjusted"
"267","Gm31","LC",39,"LC",12,"LC","LC",0.2,"LC",0,0.0229169713011898,"LC","","A3_nat, A3_mpl, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1048.1812,536.1616,0.511516138621834,0.242833222553872,12,"RLE not adjusted"
"268","Gm4","LC",48,"LC",13,"LC","LC",0.3,"LC",0,0.0122005909312135,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",14254.748,7447.7704,0.522476468893031,0.263776377422606,13,"RLE not adjusted"
"269","Gm5","LC",29,"LC",4,"LC","LC",0.1,"LC",0,0.0298669761335473,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3469.5508,2462.3852,0.709712969183215,0.0739284627867743,4,"RLE not adjusted"
"270","Gm6","LC",45,"LC",15,"LC","LC",0.3,"LC",0,0.00107469775177885,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",9891.6532,5464.9784,0.55248382545397,0.292111979416694,15,"RLE not adjusted"
"271","Gm7","LC",8,"LC",3,"LC","LC",0.1,"LC",0,0.000173789627655723,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",30.0484,27.6196,0.919170405079805,0.0676132821355703,3,"RLE not adjusted"
"272","Gm8","VU",62,"LC",23,"VU","LC",0.5,"LC",0,0.00880082436648264,"VU","A3_nat, B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",14492.9396,5504.348,0.379795138316867,0.450422136765533,23,"RLE not adjusted"
"273","Gm9","VU",67,"VU",33,"EN","VU",0.7,"LC",0,0.00530374226327266,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",1313.2256,435.8432,0.331887529454193,0.657826570212125,33,"RLE not adjusted"
"274","Gs1","LC",44,"LC",27,"EN","VU",0.5,"LC",0,0.0373850769517199,"EN","B1i_rod","A3_nat, A3_kzn, A2b, B1i_rod, B2i_rod, D3_inv",539.2132,281.4492,0.521962741268203,0.548345194249106,27,"RLE not adjusted"
"275","Gs10","LC",31,"LC",13,"LC","LC",0.3,"LC",0,0.0773228906934007,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",10944.6128,7576.2196,0.692232766790982,0.261622707187612,13,"RLE not adjusted"
