"","T_MAPCODE","A3_fin","A3_prclost","A2b_fin","A2b_prclost50","B1_fin","B2_fin","RoD","D3_fin","D3_prcdeg","prpinv_max","RLE","Criteria_triggered","Criteria_used","X1750","X2022","pnat_2022","ROD9022","prclost50_9022","expert_change"
"276","Gs11","VU",56,"LC",25,"EN","VU",0.5,"LC",0,0.0824362590690387,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",2342.158,1020.7256,0.435805611747798,0.500370807322377,25,"RLE not adjusted"
"277","Gs12","LC",46,"LC",17,"LC","LC",0.3,"LC",0,0.0699559224568994,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",8728.1252,4698.084,0.53826954727918,0.334890106841078,17,"RLE adjusted"
"278","Gs13","EN",70,"VU",32,"CR","EN",0.6,"LC",0,0.0094451608725915,"CR","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, D3_inv",492.96,148.2664,0.300767607919507,0.645238635536507,32,"RLE not adjusted"
"279","Gs14","VU",60,"LC",22,"EN","LC",0.4,"LC",0,0.03563138162504,"EN","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",5281.672,2135.8588,0.404390655080437,0.431292581551885,22,"RLE not adjusted"
"280","Gs15","LC",40,"LC",10,"LC","LC",0.2,"LC",0,0.0299812244506089,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",6137.2616,3708.014,0.604180535501371,0.197523099884553,10,"RLE not adjusted"
"281","Gs16","LC",17,"LC",6,"LC","LC",0.1,"LC",0,0.00596331814429807,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3606.2944,2980.22,0.826393984917038,0.121602420471066,6,"RLE not adjusted"
"282","Gs17","LC",2,"LC",1,"LC","LC",0,"LC",0,0.0104063518959486,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4242.1876,4170.7988,0.983171701317499,0.0112012573742134,1,"RLE not adjusted"
"283","Gs18","LC",2,"LC",1,"LC","LC",0,"LC",0,0.00105471710929638,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_step; D3_inv",1433.932,1407.3916,0.98149117252422,0.0164312934097845,1,"RLE not adjusted"
"284","Gs19","VU",56,"LC",22,"VU","LC",0.4,"LC",0,0.148237349031446,"VU","A3_nat, B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3024.2364,1334.6488,0.441317616572567,0.43610348503705,22,"RLE not adjusted"
"285","Gs2","LC",20,"LC",7,"LC","LC",0.1,"LC",0,0.0132913557749343,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1545.4912,1242.8228,0.804160386031315,0.137977341882785,7,"RLE not adjusted"
"286","Gs20","VU",64,"LC",23,"VU","LC",0.5,"LC",0,0.155142142579341,"VU","A3_nat, B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",6280.594,2257.522,0.359444027109538,0.456964999465997,23,"RLE not adjusted"
"287","Gs3","LC",10,"LC",4,"LC","LC",0.1,"LC",0,0.0721490088313049,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1742.278,1563.8912,0.897612895301439,0.0833327005810284,4,"RLE not adjusted"
"288","Gs4","LC",40,"LC",18,"VU","LC",0.4,"LC",0,0.0366559900823252,"VU","B1i_rod","A3_nat, A3_kzn, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",7440.426,4242.93,0.570253638702945,0.366083732569343,18,"RLE not adjusted"
"289","Gs6","LC",37,"LC",14,"LC","LC",0.3,"LC",0,0.0223087914308591,"LC","","A3_nat, A3_kzn, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",5227.4684,3303.6124,0.631971759025841,0.287589803231855,14,"RLE not adjusted"
"290","Gs7","VU",54,"LC",19,"EN","LC",0.4,"LC",0,0.00541060643140988,"EN","B1i_rod","A3_kzn, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4653.6068,2366.6848,0.50856999779182,0.379140161819536,19,"RLE not adjusted"
"291","Gs8","LC",36,"LC",25,"EN","LC",0.5,"LC",0,0.0285563553771646,"EN","B1i_rod","A3_nat, A3_kzn, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2862.4156,1664.26,0.581418016307625,0.496462617222034,25,"RLE not adjusted"
"292","Gs9","EN",71,"VU",35,"VU","LC",0.7,"LC",0,0.0795059951620492,"EN","A3_nat","A3_nat, A2b, B1i_rod, B2i_rod, B2i_inv, B2iii_sp, D3_inv",6972.2336,2020.0288,0.289724773421246,0.697534891934063,35,"RLE not adjusted"
"293","NKb1","LC",1,"LC",1,"LC","LC",0,"LC",0,0.00295059775739735,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4671.0664,4637.4332,0.992799674181468,0.0132339361819903,1,"RLE not adjusted"
"294","NKb2","LC",1,"LC",1,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",607.488,601.392,0.989965233881163,0.0143730051170957,1,"RLE not adjusted"
"295","NKb3","LC",1,"LC",1,"LC","LC",0,"LC",0,0.00474945310111421,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",41251.818,40919.9956,0.991956175119361,0.0172822239467043,1,"RLE not adjusted"
"296","NKb4","LC",0,"LC",0,"LC","LC",0,"LC",0,0.00159636346096751,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",2677.2,2670.3192,0.997429852084267,0.00465495156345051,0,"RLE not adjusted"
"297","NKb5","LC",1,"LC",1,"LC","LC",0,"LC",0,0.00159077058103039,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",8634.3688,8543.5324,0.989479671055978,0.0177430301226296,1,"RLE not adjusted"
"298","NKb6","LC",1,"LC",1,"LC","LC",0,"LC",0,0.00312856734545929,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",41250.6684,40909.9712,0.991740807768342,0.0104837234445636,1,"RLE not adjusted"
"299","NKl1","LC",1,"LC",1,"LC","LC",0,"LC",0,6.94405133010862e-05,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",20205.9452,20074.7364,0.993506426019605,0.0102364808296635,1,"RLE not adjusted"
"300","NKl2","LC",2,"LC",1,"LC","LC",0,"LC",0,0.00104361789758885,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",8321.3632,8164.2908,0.981124198496708,0.0190070562724399,1,"RLE not adjusted"
"301","NKl4","LC",8,"LC",4,"LC","LC",0.1,"LC",0,0.000604204136690648,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_step; D3_inv",742.6932,683.2128,0.919912556086416,0.0845229659233705,4,"RLE not adjusted"
"302","NKu1","LC",1,"LC",1,"LC","LC",0,"LC",0,0.000701702646895664,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",17149.5756,16965.0208,0.989238520864621,0.0112283587318019,1,"RLE not adjusted"
"303","NKu2","LC",0,"LC",0,"LC","LC",0,"LC",0,0.00129040956947098,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",11734.2756,11706.3608,0.997621088770064,0.00328876249482284,0,"RLE not adjusted"
"304","NKu3","LC",5,"LC",2,"LC","LC",0,"LC",0,0.00650962004537139,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",42273.7272,40004.2396,0.946314466447141,0.0420232704957405,2,"RLE not adjusted"
"305","NKu4","LC",4,"LC",1,"LC","LC",0,"LC",0,0.0011716436384864,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",49834.4344,48084.2452,0.96487992246582,0.0216658141667064,1,"RLE not adjusted"
"306","SKk1","LC",0,"LC",0,"LC","LC",0,"LC",0,0.00280817110117887,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1673.774,1666.85,0.99586324079595,0.00808488717150662,0,"RLE not adjusted"
"307","SKk2","LC",1,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",129.9056,129.1548,0.994220418519294,0.00624934319113312,0,"RLE not adjusted"
"308","SKk3","LC",3,"LC",1,"LC","LC",0,"LC",0,0.000184165805891704,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1320.886,1298.8296,0.983301814085394,0.0149474511751073,1,"RLE not adjusted"
"309","SKk4","LC",0,"LC",0,"LC","LC",0,"LC",0,0.00158346304225032,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",983.548,979.3724,0.99575455392111,0.00732677039424496,0,"RLE not adjusted"
"310","SKk5","LC",15,"LC",5,"LC","LC",0.1,"LC",0,0.00680964542182077,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",988.53,829.1768,0.838797810890919,0.106452992408834,5,"RLE not adjusted"
"311","SKk6","LC",6,"LC",3,"LC","LC",0.1,"LC",0,0.00278440173937439,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",59.8264,57.032,0.953291523474586,0.0637877788541474,3,"RLE not adjusted"
"312","SKk7","LC",28,"LC",14,"LC","LC",0.3,"LC",0,0.0226254993840802,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",185.2136,130.8612,0.706542068185058,0.289666741546858,14,"RLE not adjusted"
"313","SKk8","EN",76,"VU",43,"CR","CR",0.9,"LC",0,0.000633312222925903,"CR","B1i_rod, B2i_rod","A3_nat, A3_wc, A2b, B1i_rod, B2i_rod, D3_inv",2.86,0.6144,0.220839160839161,0.869360902255639,43,"RLE not adjusted"
"314","SKk9","LC",2,"LC",2,"LC","LC",0,"LC",0,0.00035371269971218,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",142.7656,140.2268,0.982217004656584,0.0421404832859164,2,"RLE not adjusted"
"315","SKn1","LC",3,"LC",1,"LC","LC",0,"LC",0,4.91963720862727e-05,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",7582.1624,7342.0048,0.968325975186182,0.0129806134831794,1,"RLE not adjusted"
"316","SKn2","LC",1,"LC",0,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",539.3324,534.2036,0.990490465620089,0.00709490806455948,0,"RLE not adjusted"
"317","SKn3","LC",7,"LC",1,"LC","LC",0,"LC",0,7.65126820116332e-05,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3107.996,2891.024,0.93018909934247,0.0295359001814974,1,"RLE not adjusted"
"318","SKn4","LC",9,"LC",2,"LC","LC",0,"LC",0,3.80680798713718e-05,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",5040.6136,4581.266,0.908870697805521,0.0345540500821074,2,"RLE not adjusted"
"319","SKn5","LC",0,"LC",1,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",653.3436,650.5384,0.995706394001564,0.010608890572013,1,"RLE not adjusted"
"320","SKn6","LC",1,"LC",0,"LC","LC",0,"LC",0,0.000422982023264011,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",396.7944,391.506,0.986672190938178,0.00893973244985388,0,"RLE not adjusted"
"321","SKn7","LC",8,"LC",2,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",997.1488,907.9312,0.910527295424715,0.0408859507660921,2,"RLE not adjusted"
"322","SKr1","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",1200.4012,1199.7416,0.999450517043802,0.00117168792049548,0,"RLE not adjusted"
"323","SKr10","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",127.5696,127.1424,0.996651239793807,0.00956616650775329,0,"RLE not adjusted"
"324","SKr11","LC",1,"LC",1,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",129.2752,128.1204,0.991067118828669,0.0210290227648383,1,"RLE not adjusted"
"325","SKr12","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",612.1464,611.8968,0.999592254401888,0.00089450260753646,0,"RLE not adjusted"
"326","SKr13","LC",0,"LC",0,"LC","LC",0,"LC",0,0,"CR","B1i_sup","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",722.676,721.8316,0.998831564905988,0.00265590931690926,0,"RLE adjusted"
"327","SKr14","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",365.5632,365.2156,0.999049138425312,0.00172747563335755,0,"RLE not adjusted"
"328","SKr15","LC",17,"LC",2,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",241.7792,200.304,0.828458362009635,0.0332659617345126,2,"RLE not adjusted"
"329","SKr16","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",432.8448,432.3352,0.998822672699314,0.0019908194617425,0,"RLE not adjusted"
"330","SKr17","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",260.7456,259.666,0.995859565799001,0.00973692171610916,0,"RLE not adjusted"
"331","SKr18","LC",1,"LC",1,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",817.7808,812.362,0.993373774488225,0.0134136939489918,1,"RLE not adjusted"
"332","SKr19","LC",1,"LC",1,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",371.9632,367.7144,0.988577364642524,0.0269403524286081,1,"RLE not adjusted"
"333","SKr2","LC",0,"LC",0,"LC","LC",0,"LC",0,0,"CR","B1i_sup","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",192.1136,191.3312,0.995927409615977,0.00680577922782296,0,"RLE adjusted"
"334","SKr3","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",170.7744,170.7376,0.999784511027414,0.000673403039331933,0,"RLE not adjusted"
"335","SKr4","LC",1,"LC",0,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",836.2248,827.1612,0.989161287730285,0.00536307035913844,0,"RLE not adjusted"
"336","SKr5","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",18.3652,18.3652,1,0,0,"RLE not adjusted"
"337","SKr6","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",65.8728,65.8232,0.999247033677026,0.00214442737336844,0,"RLE not adjusted"
"338","SKr7","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"EN","B1i_sup","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",327.1496,326.5544,0.998180648853002,0.00554053624443081,0,"RLE adjusted"
"339","SKr8","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",50.5576,50.5104,0.999066411380287,0.00291746443660323,0,"RLE not adjusted"
"340","SKr9","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",3.2652,3.2652,1,0,0,"RLE not adjusted"
"341","SKs1","LC",39,"LC",18,"CR","EN",0.4,"LC",0,NA,"CR","B1i_rod","A3_nat, A2b, B1i_rod, B2i_rod, ",508.0212,311.0076,0.612194136780119,0.366431794959128,18,"RLE not adjusted"
"342","SKs10","LC",2,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",136.4288,133.9984,0.982185579584369,0.0092728866375191,0,"RLE not adjusted"
"343","SKs11","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",286.9792,286.6852,0.998975535509194,0.00292294642757559,0,"RLE not adjusted"
"344","SKs12","LC",5,"LC",2,"LC","LC",0,"LC",0,0.000211558258799974,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",469.9288,423.524,0.901251423619919,0.0323689213490706,2,"RLE not adjusted"
"345","SKs13","LC",44,"LC",27,"CR","EN",0.5,"LC",0,0.0168764354956228,"CR","B1i_rod","A3_nat, A3_wc, A2b, B1i_rod, B2i_rod, D3_inv",201.1296,108.1508,0.537716974527867,0.544270904920296,27,"RLE not adjusted"
"346","SKs14","LC",23,"LC",5,"LC","LC",0.1,"LC",0,0.00039812774372747,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",838.9456,644.0144,0.76764738977116,0.0961916728520695,5,"RLE not adjusted"
"347","SKs2","LC",2,"LC",1,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",536.1004,524.9028,0.97911286766434,0.0239434084826782,1,"RLE not adjusted"
"348","SKs3","LC",9,"LC",3,"LC","LC",0.1,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",331.4,302.72,0.913458056729028,0.0652976385307735,3,"RLE not adjusted"
"349","SKs4","LC",2,"LC",1,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",449.044,441.4408,0.983068028968208,0.0163096092273964,1,"RLE not adjusted"
"350","SKs5","LC",0,"LC",0,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",566.1096,565.6908,0.99926021392324,0.00190800450289057,0,"RLE not adjusted"
"351","SKs6","LC",0,"LC",0,"LC","LC",0,"LC",0,NA,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, ",123.302,122.7916,0.995860569982644,0.00989392896341663,0,"RLE not adjusted"
"352","SKs7","LC",19,"LC",4,"LC","LC",0.1,"LC",0,0.000305825423131993,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",3151.7932,2540.0112,0.805893990760561,0.0879116035358097,4,"RLE not adjusted"
"353","SKs8","LC",16,"LC",6,"LC","LC",0.1,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",868.0312,727.288,0.837859284320656,0.125457432633608,6,"RLE not adjusted"
"354","SKs9","LC",4,"LC",4,"LC","LC",0.1,"LC",0,0.000187625064538501,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",917.3924,884.7432,0.964410867149107,0.0716209679556839,4,"RLE not adjusted"
"355","SKt1","LC",0,"LC",1,"LC","LC",0,"LC",0,0.000655295060417415,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",101.7792,101.3284,0.99557080425077,0.0134621507210604,1,"RLE not adjusted"
"356","SKt2","LC",4,"LC",1,"LC","LC",0,"LC",0,0.00247249537596763,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",7632.554,7313.0976,0.958145543418363,0.0194902638061384,1,"RLE not adjusted"
"357","SKt3","LC",3,"LC",1,"LC","LC",0,"LC",0,0.00132207043490695,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",5357.996,5222.7172,0.974751978164971,0.0181048458605307,1,"RLE not adjusted"
"358","SKv1","LC",17,"LC",7,"LC","LC",0.1,"LC",0,0.00544217808556765,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",540.74,447.9824,0.828461737618819,0.149214914540597,7,"RLE not adjusted"
"359","SKv10","LC",6,"LC",3,"LC","LC",0.1,"LC",19,0.000236889743734797,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_lk; D3_inv",240.126,226.2656,0.942278637048883,0.0618570076955467,3,"RLE not adjusted"
"360","SKv11","LC",12,"LC",5,"LC","LC",0.1,"LC",24,0.00113733469864136,"EN","D1_elk","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_lk; D3_inv",1578.5704,1369.166,0.867345542523792,0.0993495193772312,5,"RLE adjusted"
"361","SKv13","LC",2,"LC",1,"LC","LC",0,"LC",0,0.000680358699872075,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_step; D3_inv",2555.2608,2513.968,0.983840083955422,0.0157438705763604,1,"RLE not adjusted"
"362","SKv14","LC",3,"LC",1,"LC","LC",0,"LC",0,0.000620868675355361,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_step; D3_inv",793.3056,769.2448,0.969670200235571,0.0280193593337009,1,"RLE not adjusted"
"363","SKv2","LC",0,"LC",1,"LC","LC",0,"LC",0,0.000539172574710581,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",559.3864,557.15,0.996002047958263,0.0100590536671313,1,"RLE not adjusted"
"364","SKv3","LC",3,"LC",1,"LC","LC",0,"LC",0,0.000784504464277804,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",928.5724,902.9904,0.972450182667501,0.014979231590906,1,"RLE not adjusted"
"365","SKv4","LC",0,"LC",0,"LC","LC",0,"LC",0,0,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",1318.3684,1313.5804,0.99636823819503,0.0032330352818926,0,"RLE not adjusted"
"366","SKv5","LC",1,"LC",0,"LC","LC",0,"LC",0,0.00184661036596381,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",6988.3064,6923.8212,0.990772413756787,0.00966121919806052,0,"RLE not adjusted"
"367","SKv6","LC",1,"LC",1,"LC","LC",0,"LC",0,7.77776437275667e-05,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4714.4892,4674.8652,0.991595271869538,0.0102266122611888,1,"RLE not adjusted"
"368","SKv7","LC",21,"LC",10,"LC","LC",0.2,"LC",0,0.00280180231011663,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",653.3552,496.252,0.759543966283577,0.201955221337419,10,"RLE not adjusted"
"369","SKv8","LC",4,"LC",2,"LC","LC",0,"LC",0,0.00116598209346128,"LC","","A3_nat, A3_wc, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",4109.0248,3931.7928,0.956867624649041,0.0334651904148637,2,"RLE not adjusted"
"370","SVcb1","LC",23,"LC",9,"LC","LC",0.2,"LC",0,4.69770355893324e-07,"LC","","A3_nat, A2b, B1i_rod, B1i_inv, B1iii_sp, B2i_rod, B2i_inv, B2iii_sp, D3_inv",6645.4948,5108.8792,0.768773334981768,0.181182128210325,9,"RLE not adjusted"
